date,open,high,low,close,volume,change,changePercent,vwap,profile_symbol,profile_price,profile_marketCap,profile_beta,profile_lastDividend,profile_range,profile_change,profile_changePercentage,profile_volume,profile_averageVolume,profile_companyName,profile_currency,profile_cik,profile_isin,profile_cusip,profile_exchangeFullName,profile_exchange,profile_industry,profile_website,profile_ceo,profile_sector,profile_country,profile_fullTimeEmployees,profile_phone,profile_address,profile_city,profile_state,profile_zip,profile_image,profile_ipoDate,split_numerator,split_denominator,dividend_amount,income_annual_symbol,income_annual_reportedCurrency,income_annual_cik,income_annual_filingDate,income_annual_acceptedDate,income_annual_fiscalYear,income_annual_period,income_annual_revenue,income_annual_costOfRevenue,income_annual_grossProfit,income_annual_researchAndDevelopmentExpenses,income_annual_generalAndAdministrativeExpenses,income_annual_sellingAndMarketingExpenses,income_annual_sellingGeneralAndAdministrativeExpenses,income_annual_otherExpenses,income_annual_operatingExpenses,income_annual_costAndExpenses,income_annual_netInterestIncome,income_annual_interestIncome,income_annual_interestExpense,income_annual_depreciationAndAmortization,income_annual_ebitda,income_annual_ebit,income_annual_nonOperatingIncomeExcludingInterest,income_annual_operatingIncome,income_annual_totalOtherIncomeExpensesNet,income_annual_incomeBeforeTax,income_annual_incomeTaxExpense,income_annual_netIncomeFromContinuingOperations,income_annual_netIncomeFromDiscontinuedOperations,income_annual_otherAdjustmentsToNetIncome,income_annual_netIncome,income_annual_netIncomeDeductions,income_annual_bottomLineNetIncome,income_annual_eps,income_annual_epsDiluted,income_annual_weightedAverageShsOut,income_annual_weightedAverageShsOutDil,income_annual_period_type,balance_annual_symbol,balance_annual_reportedCurrency,balance_annual_cik,balance_annual_filingDate,balance_annual_acceptedDate,balance_annual_fiscalYear,balance_annual_period,balance_annual_cashAndCashEquivalents,balance_annual_shortTermInvestments,balance_annual_cashAndShortTermInvestments,balance_annual_netReceivables,balance_annual_accountsReceivables,balance_annual_otherReceivables,balance_annual_inventory,balance_annual_prepaids,balance_annual_otherCurrentAssets,balance_annual_totalCurrentAssets,balance_annual_propertyPlantEquipmentNet,balance_annual_goodwill,balance_annual_intangibleAssets,balance_annual_goodwillAndIntangibleAssets,balance_annual_longTermInvestments,balance_annual_taxAssets,balance_annual_otherNonCurrentAssets,balance_annual_totalNonCurrentAssets,balance_annual_otherAssets,balance_annual_totalAssets,balance_annual_totalPayables,balance_annual_accountPayables,balance_annual_otherPayables,balance_annual_accruedExpenses,balance_annual_shortTermDebt,balance_annual_capitalLeaseObligationsCurrent,balance_annual_taxPayables,balance_annual_deferredRevenue,balance_annual_otherCurrentLiabilities,balance_annual_totalCurrentLiabilities,balance_annual_longTermDebt,balance_annual_capitalLeaseObligationsNonCurrent,balance_annual_deferredRevenueNonCurrent,balance_annual_deferredTaxLiabilitiesNonCurrent,balance_annual_otherNonCurrentLiabilities,balance_annual_totalNonCurrentLiabilities,balance_annual_otherLiabilities,balance_annual_capitalLeaseObligations,balance_annual_totalLiabilities,balance_annual_treasuryStock,balance_annual_preferredStock,balance_annual_commonStock,balance_annual_retainedEarnings,balance_annual_additionalPaidInCapital,balance_annual_accumulatedOtherComprehensiveIncomeLoss,balance_annual_otherTotalStockholdersEquity,balance_annual_totalStockholdersEquity,balance_annual_totalEquity,balance_annual_minorityInterest,balance_annual_totalLiabilitiesAndTotalEquity,balance_annual_totalInvestments,balance_annual_totalDebt,balance_annual_netDebt,balance_annual_period_type,cashflow_annual_symbol,cashflow_annual_reportedCurrency,cashflow_annual_cik,cashflow_annual_filingDate,cashflow_annual_acceptedDate,cashflow_annual_fiscalYear,cashflow_annual_period,cashflow_annual_netIncome,cashflow_annual_depreciationAndAmortization,cashflow_annual_deferredIncomeTax,cashflow_annual_stockBasedCompensation,cashflow_annual_changeInWorkingCapital,cashflow_annual_accountsReceivables,cashflow_annual_inventory,cashflow_annual_accountsPayables,cashflow_annual_otherWorkingCapital,cashflow_annual_otherNonCashItems,cashflow_annual_netCashProvidedByOperatingActivities,cashflow_annual_investmentsInPropertyPlantAndEquipment,cashflow_annual_acquisitionsNet,cashflow_annual_purchasesOfInvestments,cashflow_annual_salesMaturitiesOfInvestments,cashflow_annual_otherInvestingActivities,cashflow_annual_netCashProvidedByInvestingActivities,cashflow_annual_netDebtIssuance,cashflow_annual_longTermNetDebtIssuance,cashflow_annual_shortTermNetDebtIssuance,cashflow_annual_netStockIssuance,cashflow_annual_netCommonStockIssuance,cashflow_annual_commonStockIssuance,cashflow_annual_commonStockRepurchased,cashflow_annual_netPreferredStockIssuance,cashflow_annual_netDividendsPaid,cashflow_annual_commonDividendsPaid,cashflow_annual_preferredDividendsPaid,cashflow_annual_otherFinancingActivities,cashflow_annual_netCashProvidedByFinancingActivities,cashflow_annual_effectOfForexChangesOnCash,cashflow_annual_netChangeInCash,cashflow_annual_cashAtEndOfPeriod,cashflow_annual_cashAtBeginningOfPeriod,cashflow_annual_operatingCashFlow,cashflow_annual_capitalExpenditure,cashflow_annual_freeCashFlow,cashflow_annual_incomeTaxesPaid,cashflow_annual_interestPaid,cashflow_annual_period_type,metrics_annual_symbol,metrics_annual_fiscalYear,metrics_annual_period,metrics_annual_reportedCurrency,metrics_annual_marketCap,metrics_annual_enterpriseValue,metrics_annual_evToSales,metrics_annual_evToOperatingCashFlow,metrics_annual_evToFreeCashFlow,metrics_annual_evToEBITDA,metrics_annual_netDebtToEBITDA,metrics_annual_currentRatio,metrics_annual_incomeQuality,metrics_annual_grahamNumber,metrics_annual_grahamNetNet,metrics_annual_taxBurden,metrics_annual_interestBurden,metrics_annual_workingCapital,metrics_annual_investedCapital,metrics_annual_returnOnAssets,metrics_annual_operatingReturnOnAssets,metrics_annual_returnOnTangibleAssets,metrics_annual_returnOnEquity,metrics_annual_returnOnInvestedCapital,metrics_annual_returnOnCapitalEmployed,metrics_annual_earningsYield,metrics_annual_freeCashFlowYield,metrics_annual_capexToOperatingCashFlow,metrics_annual_capexToDepreciation,metrics_annual_capexToRevenue,metrics_annual_salesGeneralAndAdministrativeToRevenue,metrics_annual_researchAndDevelopementToRevenue,metrics_annual_stockBasedCompensationToRevenue,metrics_annual_intangiblesToTotalAssets,metrics_annual_averageReceivables,metrics_annual_averagePayables,metrics_annual_averageInventory,metrics_annual_daysOfSalesOutstanding,metrics_annual_daysOfPayablesOutstanding,metrics_annual_daysOfInventoryOutstanding,metrics_annual_operatingCycle,metrics_annual_cashConversionCycle,metrics_annual_freeCashFlowToEquity,metrics_annual_freeCashFlowToFirm,metrics_annual_tangibleAssetValue,metrics_annual_netCurrentAssetValue,market_derived_shares,reported_shares,weighted_shares_outstanding
2020-10-05,33.32,33.75,33.17,33.74,22965210,0.42,1.26,33.495,XOM,111.29,474456760967,0.484,3.96,97.8-126.34,-0.7,-0.62506,11270956,15661292,Exxon Mobil Corporation,USD,0000034088,US30231G1022,30231G102,New York Stock Exchange,NYSE,Oil & Gas Integrated,https://corporate.exxonmobil.com,Darren W. Woods,Energy,US,61000,972-940-6000,5959 Las Colinas Boulevard,Irving,TX,75039-2298,https://images.financialmodelingprep.com/symbol/XOM.png,1978-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14062144664.107883,,14062144664.107883
2020-10-06,34.12,34.42,33.31,33.39,26731800,-0.73,-2.14,33.81,XOM,111.29,474456760967,0.484,3.96,97.8-126.34,-0.7,-0.62506,11270956,15661292,Exxon Mobil Corporation,USD,0000034088,US30231G1022,30231G102,New York Stock Exchange,NYSE,Oil & Gas Integrated,https://corporate.exxonmobil.com,Darren W. Woods,Energy,US,61000,972-940-6000,5959 Las Colinas Boulevard,Irving,TX,75039-2298,https://images.financialmodelingprep.com/symbol/XOM.png,1978-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14209546599.790356,,14209546599.790356
2020-10-07,33.64,33.74,33.21,33.5,23779300,-0.14,-0.41617,33.5225,XOM,111.29,474456760967,0.484,3.96,97.8-126.34,-0.7,-0.62506,11270956,15661292,Exxon Mobil Corporation,USD,0000034088,US30231G1022,30231G102,New York Stock Exchange,NYSE,Oil & Gas Integrated,https://corporate.exxonmobil.com,Darren W. Woods,Energy,US,61000,972-940-6000,5959 Las Colinas Boulevard,Irving,TX,75039-2298,https://images.financialmodelingprep.com/symbol/XOM.png,1978-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14162888387.074627,,14162888387.074627
2020-10-08,33.88,35.34,33.76,35.26,34413700,1.38,4.07,34.56,XOM,111.29,474456760967,0.484,3.96,97.8-126.34,-0.7,-0.62506,11270956,15661292,Exxon Mobil Corporation,USD,0000034088,US30231G1022,30231G102,New York Stock Exchange,NYSE,Oil & Gas Integrated,https://corporate.exxonmobil.com,Darren W. Woods,Energy,US,61000,972-940-6000,5959 Las Colinas Boulevard,Irving,TX,75039-2298,https://images.financialmodelingprep.com/symbol/XOM.png,1978-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13455948978.077143,,13455948978.077143
2020-10-09,35.68,35.95,34.65,34.74,29228621,-0.94,-2.63,35.255,XOM,111.29,474456760967,0.484,3.96,97.8-126.34,-0.7,-0.62506,11270956,15661292,Exxon Mobil Corporation,USD,0000034088,US30231G1022,30231G102,New York Stock Exchange,NYSE,Oil & Gas Integrated,https://corporate.exxonmobil.com,Darren W. Woods,Energy,US,61000,972-940-6000,5959 Las Colinas Boulevard,Irving,TX,75039-2298,https://images.financialmodelingprep.com/symbol/XOM.png,1978-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13657362146.430626,,13657362146.430626
2020-10-12,34.54,34.73,34.23,34.63,17912800,0.09,0.26057,34.5325,XOM,111.29,474456760967,0.484,3.96,97.8-126.34,-0.7,-0.62506,11270956,15661292,Exxon Mobil Corporation,USD,0000034088,US30231G1022,30231G102,New York Stock Exchange,NYSE,Oil & Gas Integrated,https://corporate.exxonmobil.com,Darren W. Woods,Energy,US,61000,972-940-6000,5959 Las Colinas Boulevard,Irving,TX,75039-2298,https://images.financialmodelingprep.com/symbol/XOM.png,1978-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13700743891.625757,,13700743891.625757
2020-10-13,34.73,34.87,34.1,34.22,20995131,-0.51,-1.47,34.48,XOM,111.29,474456760967,0.484,3.96,97.8-126.34,-0.7,-0.62506,11270956,15661292,Exxon Mobil Corporation,USD,0000034088,US30231G1022,30231G102,New York Stock Exchange,NYSE,Oil & Gas Integrated,https://corporate.exxonmobil.com,Darren W. Woods,Energy,US,61000,972-940-6000,5959 Las Colinas Boulevard,Irving,TX,75039-2298,https://images.financialmodelingprep.com/symbol/XOM.png,1978-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13864896579.982468,,13864896579.982468
2020-10-14,34.06,34.83,34.03,34.15,17756487,0.09,0.26424,34.2675,XOM,111.29,474456760967,0.484,3.96,97.8-126.34,-0.7,-0.62506,11270956,15661292,Exxon Mobil Corporation,USD,0000034088,US30231G1022,30231G102,New York Stock Exchange,NYSE,Oil & Gas Integrated,https://corporate.exxonmobil.com,Darren W. Woods,Energy,US,61000,972-940-6000,5959 Las Colinas Boulevard,Irving,TX,75039-2298,https://images.financialmodelingprep.com/symbol/XOM.png,1978-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13893316572.972181,,13893316572.972181
2020-10-15,33.7,34.46,33.27,34.45,23251600,0.755,2.23,33.97,XOM,111.29,474456760967,0.484,3.96,97.8-126.34,-0.7,-0.62506,11270956,15661292,Exxon Mobil Corporation,USD,0000034088,US30231G1022,30231G102,New York Stock Exchange,NYSE,Oil & Gas Integrated,https://corporate.exxonmobil.com,Darren W. Woods,Energy,US,61000,972-940-6000,5959 Las Colinas Boulevard,Irving,TX,75039-2298,https://images.financialmodelingprep.com/symbol/XOM.png,1978-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13772329781.335268,,13772329781.335268
2020-10-16,34.37,34.64,33.88,34.1,22636950,-0.27,-0.78557,34.2475,XOM,111.29,474456760967,0.484,3.96,97.8-126.34,-0.7,-0.62506,11270956,15661292,Exxon Mobil Corporation,USD,0000034088,US30231G1022,30231G102,New York Stock Exchange,NYSE,Oil & Gas Integrated,https://corporate.exxonmobil.com,Darren W. Woods,Energy,US,61000,972-940-6000,5959 Las Colinas Boulevard,Irving,TX,75039-2298,https://images.financialmodelingprep.com/symbol/XOM.png,1978-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13913688004.89736,,13913688004.89736
