Date,Close_XOM,High_XOM,Low_XOM,Open_XOM,Volume_XOM,SharesOutstanding
2013-01-02,52.8484992980957,52.85445801633504,51.972754068896094,52.30041539450489,16143700,4263247021
2013-01-03,52.753177642822266,52.955728592483666,52.520837649895434,52.69955827397846,13268200,4263247021
2013-01-04,52.9974250793457,53.0748702206389,52.64593803981959,52.72338318111279,11427900,4263247021
2013-01-07,52.38383102416992,52.71744659771151,52.169362571129966,52.61021237119153,11799800,4263247021
2013-01-08,52.71147537231445,52.71147537231445,52.0025379626928,52.31828182054014,14226400,4263247021
2013-01-09,52.508934020996094,52.74723279426724,52.27659396697876,52.663828905398,10892200,4263247021
2013-01-10,53.08081817626953,53.30720392751647,52.645927366543994,52.87230857262246,13099600,4263247021
2013-01-11,53.38466262817383,53.444236166483456,52.93785427309716,53.00338652878864,11645600,4263247021
2013-01-14,53.366790771484375,53.46806624065382,53.211895936468416,53.29529979874556,9606700,4263247021
2013-01-15,53.3370246887207,53.384685357728706,53.02128071059294,53.12851494327516,9195400,4263247021
2013-01-16,53.30125045776367,53.30720917421677,53.06295179649769,53.116571154237775,9645000,4263247021
2013-01-17,53.736148834228516,54.17700301010646,53.378703064865775,53.474024360786274,13400300,4263247021
2013-01-18,54.093605041503906,54.111476650143466,53.515732121251,53.670622426240605,17196000,4263247021
2013-01-22,54.16508865356445,54.17700608881652,53.74211060551224,53.777853820928826,11897500,4263247021
2013-01-23,54.03401184082031,54.141246007837644,53.86720414660863,53.914864786431615,10906800,4263247021
2013-01-24,54.42125701904297,54.641684111608235,54.0638112421782,54.14125638786184,11100000,4263247021
2013-01-25,54.647640228271484,54.68934215783489,54.29018992324856,54.552318934886856,11090600,4263247021
2013-01-28,54.27827453613281,54.61188995728629,54.075719069597326,54.61188995728629,11617500,4263247021
2013-01-29,54.66552734375,54.76680283782715,54.33190726742125,54.33786598624071,11700600,4263247021
2013-01-30,54.016151428222656,54.641684956283,53.843384981947224,54.31402367107621,15645400,4263247021
2013-01-31,53.59914016723633,54.33786216796432,53.46211691504167,54.02807698868174,15991500,4263247021
2013-02-01,53.64081573486328,53.91485755935807,53.23570944100833,53.87911435686645,15699200,4263247021
2013-02-04,53.110626220703125,53.3906268794669,52.92594232408036,53.265521072498636,13347300,4263247021
2013-02-05,53.46210479736328,53.730192522587316,53.27146675828301,53.54550865538781,11679700,4263247021
2013-02-06,53.49191665649414,53.55149021690087,53.11659913527751,53.24170497568306,11768700,4263247021
2013-02-07,52.91033935546875,53.49190415731148,52.52662734534306,53.48590737065727,13463300,4263247021
2013-02-08,53.12617874145508,53.24009481857879,52.82640344309418,53.06022780987904,11412300,4263247021
2013-02-11,52.928314208984375,53.06621282830059,52.742455028964585,52.97028255847939,8764700,4263247021
2013-02-12,53.036224365234375,53.132154618577346,52.71246662151123,52.91031933837642,9752100,4263247021
2013-02-13,53.16215515136719,53.222109301653695,52.904348188347576,53.036250063502976,8940300,4263247021
2013-02-14,53.072200775146484,53.24607094457163,52.79640813288107,52.96428151737248,13238900,4263247021
2013-02-15,52.976295471191406,53.12618313276128,52.64054857302159,53.10220055800509,15696900,4263247021
2013-02-19,53.55186462402344,53.605826561866564,52.98828554139436,53.08421584235612,12158900,4263247021
2013-02-20,53.34201431274414,53.85163137636432,53.300045956309724,53.44393681062662,13936400,4263247021
2013-02-21,53.11416244506836,53.371969274334106,52.97626842837162,53.234075257637365,10939800,4263247021
2013-02-22,53.479915618896484,53.5278807682299,53.00027784818763,53.37199632000053,10260200,4263247021
2013-02-25,52.58058547973633,54.07346975834805,52.580585479736335,53.88760596298441,15302900,4263247021
2013-02-26,53.066226959228516,53.34801648410683,52.61656399166737,53.06023017221606,15073200,4263247021
2013-02-27,53.67778015136719,53.7497278910792,52.946327474027875,53.060243585019556,11195200,4263247021
2013-02-28,53.689735412597656,53.845615209415556,53.377966670549576,53.76167852675787,14552000,4263247021
2013-03-01,53.6178092956543,53.76769694273214,53.31203721483726,53.401970717925565,11301600,4263247021
2013-03-04,53.330020904541016,53.50988790364816,53.03624240859329,53.43794018916375,10994000,4263247021
2013-03-05,53.7257194519043,54.04947726346313,53.533863479225786,53.64777953538738,13072600,4263247021
2013-03-06,53.69574737548828,53.92957173093733,53.38997987941356,53.71972994709944,13234400,4263247021
2013-03-07,53.186134338378906,53.8156643118075,53.16814855185949,53.737719804612475,12905300,4263247021
2013-03-08,53.34201431274414,53.49789873987532,52.97029131703372,53.36599688416492,11896300,4263247021
2013-03-11,53.455928802490234,53.68975314916779,53.084205817773466,53.36599530587402,12454800,4263247021
2013-03-12,53.455928802490234,53.90559171136364,53.36599530587402,53.62979443528522,11470000,4263247021
2013-03-13,53.51587677001953,53.65976760348551,53.258069882364104,53.37198136234642,10539900,4263247021
2013-03-14,53.85762405395508,53.90558919313737,53.605813934559244,53.605813934559244,13775500,4263247021
2013-03-15,53.58182907104492,53.72571990822414,53.23408868817183,53.47990201109437,29240100,4263247021
2013-03-18,53.222076416015625,53.59379923683998,53.09017919656728,53.204090639463836,11553700,4263247021
2013-03-19,53.10819625854492,53.41396378846077,52.77244479303684,53.29405549134181,11987900,4263247021
2013-03-20,53.13815689086914,53.4858972637753,52.94030871074615,53.33001285967821,11319000,4263247021
2013-03-21,52.86237335205078,53.14416285551795,52.70049670868023,52.83239856768255,13447500,4263247021
2013-03-22,53.53387451171875,53.53387451171875,52.95230968818984,53.00027483479614,10786600,4263247021
2013-03-25,53.37199783325195,53.899605342461825,53.15616380354891,53.65978416320357,12900800,4263247021
2013-03-26,54.0374755859375,54.1394026297321,53.57582379331662,53.60580314282207,12329600,4263247021
