Date,Close_XOM,High_XOM,Low_XOM,Open_XOM,Volume_XOM,SharesOutstanding
1992-01-02,4.975038051605225,5.026861364642778,4.933579401175181,4.995767376820246,6428400,4263247021
1992-01-03,4.985400199890137,5.0268588294110526,4.954306227749449,4.964670885129679,5642000,4263247021
1992-01-06,4.943942546844482,5.006130503408564,4.933577887417136,4.98540118455387,3924400,4263247021
1992-01-07,4.912850379943848,4.964673696187981,4.829933073953234,4.923215043192674,5731200,4263247021
1992-01-08,4.850661277770996,4.923213903720562,4.850661277770996,4.892119921170748,5439600,4263247021
1992-01-09,4.8195695877075195,4.881757582387617,4.788475590367471,4.861028250827585,5844400,4263247021
1992-01-10,4.871390342712402,4.902484323623332,4.809202380890541,4.819567041194185,5362800,4263247021
1992-01-13,4.912850379943848,4.933579706441501,4.861027063699714,4.861027063699714,4750000,4263247021
1992-01-14,4.995770454406738,5.006135123399283,4.902488433473833,4.923217771458923,4669600,4263247021
1992-01-15,4.933579444885254,4.995767421081287,4.902485456787238,4.995767421081287,4832800,4263247021
1992-01-16,4.902488708496094,4.9232180476440695,4.861030030200144,4.912853378070081,3738800,4263247021
1992-01-17,4.964671611785889,4.964671611785889,4.90248365840235,4.923212976196862,9290400,4263247021
1992-01-20,4.975038051605225,4.995767376820246,4.954308726390202,4.9646733889977135,3642800,4263247021
1992-01-21,5.047587871551514,5.068317185192382,4.975035273808473,4.985399930628907,4706400,4263247021
1992-01-22,4.933579444885254,5.04759073457798,4.881756131388561,5.037226071878642,6205600,4263247021
1992-01-23,4.892121315002441,4.923215306411355,4.871391987396499,4.902485978805412,382800,4263247021
1992-01-24,4.995770454406738,5.016499792391828,4.881759095488742,4.892123764481288,4106400,4263247021
1992-01-27,5.016496658325195,5.016496658325195,4.985402670773593,4.995767333290794,3565200,4263247021
1992-01-28,5.006130218505859,5.078682830368263,5.006130218505859,5.026859536180832,4388800,4263247021
1992-01-29,4.923213958740234,5.006131246466386,4.8921199758429275,4.975037263569079,5035200,4263247021
1992-01-30,4.892121315002441,4.933579970214327,4.871391987396499,4.933579970214327,4001200,4263247021
1992-01-31,4.829930305480957,4.912847563944149,4.829930305480957,4.912847563944149,4604400,4263247021
1992-02-03,4.902488708496094,4.912853378070081,4.829936021478181,4.829936021478181,4129200,4263247021
1992-02-04,4.933579444885254,4.943944107584593,4.881756131388561,4.892120794087899,6254000,4263247021
1992-02-05,4.863970756530762,4.905901538914647,4.8430053653388185,4.884936147722704,4904000,4263247021
1992-02-06,4.916388511657715,4.916388511657715,4.843009578647898,4.863974988079274,4712400,4263247021
1992-02-07,4.905902862548828,4.958316354670076,4.811558576730581,4.916385560973078,6174000,4263247021
1992-02-10,4.8954243659973145,4.958320610528329,4.874458951153643,4.947837903106493,4038800,4263247021
1992-02-11,4.874456405639648,4.905904511482485,4.863973703692037,4.905904511482485,4026800,4263247021
1992-02-12,4.926870822906494,4.937353526785019,4.874457303513872,4.884940007392396,3758000,4263247021
1992-02-13,4.884936332702637,4.958315204653106,4.853488244723864,4.926867116674333,5580800,4263247021
1992-02-14,4.884936332702637,4.905901724688485,4.853488244723864,4.863970940716788,3165600,4263247021
1992-02-18,4.790596961975098,4.853493202176083,4.738183428474276,4.853493202176083,4390400,4263247021
1992-02-19,4.801074504852295,4.843005286554062,4.76962641857597,4.76962641857597,3801200,4263247021
1992-02-20,4.863970756530762,4.884936147722704,4.7905918873589615,4.822039974146875,5481600,4263247021
1992-02-21,4.853489398956299,4.874454795928032,4.822041303498699,4.843006700470432,6723200,4263247021
1992-02-24,4.832526206970215,4.874457020045878,4.8115608004323835,4.863974316776963,2610400,4263247021
1992-02-25,4.801074504852295,4.843005286554062,4.780109114001411,4.83252259112862,3202400,4263247021
