Date,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,SharesOutstanding
1998-01-02,0.1219564899802208,0.1219564899802208,0.10131813833420378,0.10225620708176161,718110400,14840390000
1998-01-05,0.11914230138063431,0.12430168992145499,0.11398292536518546,0.12383265232222188,651873600,14840390000
1998-01-06,0.1421266496181488,0.15010023745702303,0.11069883071457902,0.11961132027967165,1812473600,14840390000
1998-01-07,0.131337970495224,0.14259563070902173,0.12993087099977174,0.14118853121356947,1041622400,14840390000
1998-01-08,0.1364973485469818,0.13978143672050178,0.12711666403265023,0.13086893783838285,774020800,14840390000
1998-01-09,0.1364973485469818,0.14540983490373535,0.1313379751954408,0.1360283111899239,886547200,14840390000
1998-01-12,0.13696640729904175,0.13978145855523225,0.1285237961800378,0.13086895828092554,516398400,14840390000
1998-01-13,0.1463479846715927,0.14728604734142337,0.13884343321146042,0.13978150840666284,636854400,14840390000
1998-01-14,0.14822405576705933,0.14963115540064378,0.14447178172725667,0.1491621180143269,589265600,14840390000
1998-01-15,0.14400272071361542,0.1482240314471211,0.13978142250547385,0.14400272071361542,559272000,14840390000
1998-01-16,0.14118854701519012,0.14587888336675503,0.14025047222965734,0.14587888336675503,246355200,14840390000
1998-01-20,0.14306475222110748,0.1449408901606535,0.139781513958245,0.14306475222110748,241561600,14840390000
1998-01-21,0.14189212024211884,0.14306470765473156,0.13931243294451817,0.14071953282950608,190209600,14840390000
1998-01-22,0.14447180926799774,0.1482240840230986,0.13978147208680594,0.14025049703716713,329728000,14840390000
1998-01-23,0.1463479846715927,0.14775508493902456,0.14447184680655964,0.14540990947639026,233161600,14840390000
1998-01-26,0.14587895572185516,0.1468170309726677,0.14118861704390998,0.14587895572185516,146440000,14840390000
1998-01-27,0.14353370666503906,0.14775500518890725,0.14259563197615835,0.1440027314841144,112235200,14840390000
1998-01-28,0.14400272071361542,0.14540982011632927,0.13978142250547385,0.14400272071361542,151121600,14840390000
1998-01-29,0.13884340226650238,0.14353375214640132,0.13884340226650238,0.14212663966721023,211881600,14840390000
1998-01-30,0.13743548095226288,0.14165763308686222,0.13696644339831748,0.13743548095226288,162444800,14840390000
1998-02-02,0.13274508714675903,0.13884337498180288,0.13039992519303628,0.13884337498180288,636742400,14840390000
1998-02-03,0.13743548095226288,0.13978149539645132,0.1327451304635503,0.1327451304635503,402617600,14840390000
1998-02-04,0.13696640729904175,0.1388433836945833,0.13509027010311117,0.13555930753343565,170195200,14840390000
1998-02-05,0.13743548095226288,0.13884342028856053,0.1350903057079066,0.13696644339831748,238268800,14840390000
1998-02-06,0.13884340226650238,0.14025050222032445,0.1369664256198934,0.13790533980574401,202339200,14840390000
