Date,Close_ORCL,High_ORCL,Low_ORCL,Open_ORCL,Volume_ORCL,SharesOutstanding
2023-01-03,80.80851745605469,80.92433957001197,79.39929194502761,79.60198800852419,8997500,2850792605
2023-01-04,81.54207611083984,82.20807524958782,80.73128462513908,81.27180737289284,7836200,2850792605
2023-01-05,81.37799835205078,82.43009589234325,80.32590817582988,82.04400498430866,7643800,2850792605
2023-01-06,82.68106842041016,83.33741348868053,80.90505292415791,81.7930569902477,8641600,2850792605
2023-01-09,83.72738647460938,84.86093068823412,83.47549268825946,84.13429864488235,7519700,2850792605
2023-01-10,83.80490112304688,83.91147442101206,82.90387703495833,82.97169573441946,5703300,2850792605
2023-01-11,85.8394775390625,85.89761313810601,84.37652272315749,84.64780493809658,8359700,2850792605
2023-01-12,86.01386260986328,86.42077481189949,85.42286791046993,85.93635341185144,6071100,2850792605
2023-01-13,86.42079162597656,86.68238337224096,84.92877992822382,85.20973789023314,5090800,2850792605
2023-01-17,85.8394775390625,86.65330940051065,85.67477602375575,86.4110986809356,6550400,2850792605
2023-01-18,84.00836944580078,85.86854609457325,83.90179613232772,85.83948198938695,6397700,2850792605
2023-01-19,83.26236724853516,84.27964793252977,82.6035537329402,83.7080341279545,5597000,2850792605
2023-01-20,84.53153991699219,84.65748682835495,82.83606490433046,83.34955043978135,5567300,2850792605
2023-01-23,86.19796752929688,86.35297857395854,84.26028142506787,84.4734280792028,7390200,2850792605
2023-01-24,86.90518951416016,87.29272808266778,85.25815983760701,86.2754476559791,7004600,2850792605
2023-01-25,86.84707641601562,87.06022303533864,85.0062734393078,85.93636173042988,5896800,2850792605
2023-01-26,87.03114318847656,87.67057553909657,86.31419425467885,87.08927138625565,7302800,2850792605
2023-01-27,86.21732330322266,86.92458183730568,86.18825920034111,86.71143522726192,5676800,2850792605
2023-01-30,84.62843322753906,85.85886795734037,84.27964916174383,85.71354003131147,6255300,2850792605
2023-01-31,85.70384216308594,85.72322316045563,84.62842595129447,84.95783638141673,6200400,2850792605
2023-02-01,87.24430084228516,87.82560506890518,85.46162617007491,85.61664457273852,6141300,2850792605
2023-02-02,86.59517669677734,88.37785149612945,86.17857394951174,87.83530183148024,8269200,2850792605
2023-02-03,86.82770538330078,87.44776426242201,85.51976152445971,85.71353454398815,5671800,2850792605
2023-02-06,85.77165222167969,86.81800422359186,85.6457053182155,86.7211214215668,4097200,2850792605
2023-02-07,85.00627136230469,85.27754618329317,83.61114265555183,85.13222566610969,9226000,2850792605
