Date,Close_XOM,High_XOM,Low_XOM,Open_XOM,Volume_XOM,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2025-01-02,104.41637420654297,106.06080558615876,103.99796889673345,105.36021926055518,12685400,81058000000.0,17247000000.0,7773000000.0,7610000000.0,453475000000.0,,46238000000.0,,,,
2025-01-03,104.95154571533203,105.56455503452801,104.5623302676042,105.08777000848669,14237900,81058000000.0,17247000000.0,7773000000.0,7610000000.0,453475000000.0,,46238000000.0,,,,
2025-01-06,104.83478546142578,106.81977768864706,104.6207165804998,105.32130294583293,15623700,81058000000.0,17247000000.0,7773000000.0,7610000000.0,453475000000.0,,46238000000.0,,,,
2025-01-07,105.81754302978516,107.09221634496133,105.36021544913409,106.00242203226121,12625900,81058000000.0,17247000000.0,7773000000.0,7610000000.0,453475000000.0,,46238000000.0,,,,
2025-01-08,104.046630859375,104.80559695708983,103.15144045815585,104.41638147979131,17858100,81058000000.0,17247000000.0,7773000000.0,7610000000.0,453475000000.0,,46238000000.0,,,,
2025-01-10,103.6671371459961,107.13113894789923,102.92762855757096,105.76888862932672,19304500,81058000000.0,17247000000.0,7773000000.0,7610000000.0,453475000000.0,,46238000000.0,,,,
2025-01-13,106.34298706054688,106.67381536924898,104.24122807467248,104.24122807467248,17073400,81058000000.0,17247000000.0,7773000000.0,7610000000.0,453475000000.0,,46238000000.0,,,,
2025-01-14,106.76139068603516,106.80031297297373,104.92235531427332,105.8564679297978,11191200,81058000000.0,17247000000.0,7773000000.0,7610000000.0,453475000000.0,,46238000000.0,,,,
2025-01-15,108.50312805175781,108.7171969259771,106.51813588672539,107.08249793263673,14521100,81058000000.0,17247000000.0,7773000000.0,7610000000.0,453475000000.0,,46238000000.0,,,,
2025-01-16,108.31824493408203,108.67827052014408,107.56901132636791,108.19175306941183,10366600,81058000000.0,17247000000.0,7773000000.0,7610000000.0,453475000000.0,,46238000000.0,,,,
2025-01-17,109.2912826538086,109.82645483288127,107.83173026397479,108.03606670771144,19298500,81058000000.0,17247000000.0,7773000000.0,7610000000.0,453475000000.0,,46238000000.0,,,,
