Date,Close_NVDA,High_NVDA,Low_NVDA,Open_NVDA,Volume_NVDA,SharesOutstanding
2005-01-03,0.18016797304153442,0.18887838096214693,0.17940420322913528,0.18628085040933104,1066716000,24347000000
2005-01-04,0.1716868132352829,0.18177254687333835,0.16893615115436306,0.18146722744016588,790224000,24347000000
2005-01-05,0.17329131066799164,0.17535430327491147,0.16893610708952864,0.16985299421067693,724812000,24347000000
2005-01-06,0.17161069810390472,0.17841031584575417,0.17038757601295135,0.17634732287050195,563568000,24347000000
2005-01-07,0.1683245748281479,0.17329133315610937,0.16580313150211717,0.17199211012602408,763092000,24347000000
2005-01-10,0.1687069535255432,0.1703876110376705,0.1677139650340758,0.16886007096006866,579552000,24347000000
2005-01-11,0.16351096332073212,0.16801928604796684,0.16098953299292312,0.1671023985662198,1093380000,24347000000
2005-01-12,0.16213558614253998,0.16557390283267434,0.1581627180353972,0.16496325042160237,1057800000,24347000000
2005-01-13,0.1638171374797821,0.16809532476844025,0.1589264806743866,0.16251791458884107,898764000,24347000000
2005-01-14,0.164351686835289,0.16725546560428528,0.16274713094112764,0.16687311619736517,573912000,24347000000
2005-01-18,0.16694927215576172,0.1673316216885719,0.16213563021367755,0.162517966083828,464556000,24347000000
2005-01-19,0.1631295084953308,0.168095351688724,0.16244183961308523,0.16771393127654785,336492000,24347000000
2005-01-20,0.16351096332073212,0.1674847481195836,0.15984342705640445,0.15984342705640445,640080000,24347000000
2005-01-21,0.1638171374797821,0.16702623564523195,0.16320558336095725,0.16374012109123368,596352000,24347000000
2005-01-24,0.15724582970142365,0.16526858224901525,0.1563289425248998,0.162900270145527,463704000,24347000000
2005-01-25,0.15999650955200195,0.16221261992224106,0.157016629302741,0.15793351658425647,439704000,24347000000
2005-01-26,0.16205951571464539,0.16427562626532036,0.15785742843479927,0.16053106043410284,429120000,24347000000
2005-01-27,0.1750490516424179,0.17581282168333232,0.16137186784813695,0.16236485634235215,1002912000,24347000000
2005-01-28,0.17481984198093414,0.1764243848973937,0.1709991744503866,0.17573672950290864,671052000,24347000000
2005-01-31,0.1751251369714737,0.1784103370296996,0.17267980789727055,0.1762712427979595,562968000,24347000000
2005-02-01,0.17841032147407532,0.17917500677805512,0.17390291497083124,0.1749720042944053,507180000,24347000000
2005-02-02,0.18834391236305237,0.1897953378626217,0.1801680392050197,0.18544013230294423,2035404000,24347000000
2005-02-03,0.18635697662830353,0.18765619977954714,0.18375943206125406,0.18635697662830353,690120000,24347000000
2005-02-04,0.19705428183078766,0.19758881967912398,0.1863569804506741,0.18643308145811793,806448000,24347000000
2005-02-07,0.19468507170677185,0.20095106845332875,0.19292832680209593,0.19728353214529729,521628000,24347000000
2005-02-08,0.19659586250782013,0.1997279454732402,0.19285130979325132,0.19346286414414018,455772000,24347000000
2005-02-09,0.18971917033195496,0.19774190956954232,0.18872526672028891,0.19713035540076623,783756000,24347000000
2005-02-10,0.19415050745010376,0.1951434958278994,0.19002452112378523,0.19071219006572457,602376000,24347000000
2005-02-11,0.1998049020767212,0.20125634072785337,0.19224059962814516,0.19292826845534536,556512000,24347000000
2005-02-14,0.19560188055038452,0.20049255092278503,0.19483812446522517,0.19972786577707594,432900000,24347000000
2005-02-15,0.19735963642597198,0.2036247178777827,0.19659586635843565,0.19690119950339113,748500000,24347000000
2005-02-16,0.19667190313339233,0.19957568214857996,0.19315748535309046,0.19674800412953694,466464000,24347000000
2005-02-17,0.19491425156593323,0.199422573138106,0.19338671186566836,0.1993464721387636,1017408000,24347000000
2005-02-18,0.21600264310836792,0.21623186153184729,0.2040831211355377,0.2098906801050511,3132120000,24347000000
2005-02-22,0.21875324845314026,0.22379612109027325,0.21264128665298324,0.21455116199862098,1420800000,24347000000
2005-02-23,0.2116473913192749,0.21791338614603353,0.20813297352575982,0.21523883916985934,1107840000,24347000000
2005-02-24,0.21722577512264252,0.21753109456838587,0.2087445837689345,0.2087445837689345,695496000,24347000000
2005-02-25,0.22035787999629974,0.22150398594378512,0.2151628035906313,0.21753111650517026,525132000,24347000000
2005-02-28,0.22150394320487976,0.2215809596078482,0.21737795712497185,0.2192887481551567,758064000,24347000000
2005-03-01,0.22096943855285645,0.22616543045566936,0.21875332763527938,0.22249789408645199,737148000,24347000000
2005-03-02,0.2144750952720642,0.21974718712988184,0.21317587212515832,0.21852406498860483,947460000,24347000000
2005-03-03,0.21157130599021912,0.21531495611089146,0.20843830834483362,0.21393963202274288,761292000,24347000000
2005-03-04,0.21065443754196167,0.21401665367409292,0.20889676394159748,0.2121828790697953,593124000,24347000000
2005-03-07,0.21279355883598328,0.21722579419156202,0.21011992647983016,0.21157135188489234,511176000,24347000000
2005-03-08,0.20202013850212097,0.21271744057994899,0.2006448142270818,0.2122590037091557,1332384000,24347000000
2005-03-09,0.19674810767173767,0.20446554517630974,0.1961374685852637,0.2007218933767754,910140000,24347000000
2005-03-10,0.19667190313339233,0.19911724537575487,0.1935389057317922,0.19735957195528636,689280000,24347000000
2005-03-11,0.19224058091640472,0.1987348781260274,0.19048290765345688,0.19842955877083263,732180000,24347000000
2005-03-14,0.19766494631767273,0.19850573276369657,0.1948381965730141,0.1962135209366875,572148000,24347000000
2005-03-15,0.19369205832481384,0.2005686926578648,0.1935389272548601,0.19865881703271376,378108000,24347000000
2005-03-16,0.19040682911872864,0.19598425352261356,0.19032981272242488,0.19292827242861968,535356000,24347000000
2005-03-17,0.18849606812000275,0.19170516688445915,0.188037617632133,0.19101749798398351,442584000,24347000000
2005-03-18,0.18467628955841064,0.1892607117834728,0.181237972889614,0.18864915764089835,639012000,24347000000
2005-03-21,0.19101755321025848,0.19147599016801184,0.18345324776869476,0.18459935382574005,654456000,24347000000
2005-03-22,0.18757924437522888,0.19292835439412628,0.1868915752417106,0.1911706801771498,622992000,24347000000
2005-03-23,0.19162899255752563,0.19292821519386272,0.18696845677051582,0.1873498907095151,728784000,24347000000
2005-03-24,0.19201143085956573,0.19735962447982872,0.1918583134285477,0.1921636328923614,865356000,24347000000
2005-03-28,0.1898714303970337,0.19483820378046882,0.18803765540252734,0.1920875412887093,511188000,24347000000
2005-03-29,0.18566930294036865,0.1917821809782327,0.18482851664225144,0.18964217156230628,587400000,24347000000
2005-03-30,0.18566930294036865,0.18834386384256943,0.17932720649265863,0.1857454039442932,858708000,24347000000
2005-03-31,0.18154333531856537,0.1858985401978297,0.1807025489352037,0.1845993169482967,518316000,24347000000
2005-04-01,0.17978565394878387,0.18482852757702992,0.1787165645756438,0.18375943820388985,510756000,24347000000
2005-04-04,0.17871658504009247,0.17932723763634312,0.17474281399261718,0.17879268605723345,421428000,24347000000
2005-04-05,0.17558357119560242,0.18253632072411619,0.17451356639674712,0.17879267019401826,430128000,24347000000
2005-04-06,0.17825812101364136,0.18184864023431616,0.17764655311222716,0.17886877351696354,567468000,24347000000
2005-04-07,0.18154333531856537,0.18337711010856905,0.17611812562285373,0.17917502265075022,506352000,24347000000
2005-04-08,0.17917500436306,0.18635697170593474,0.17879265488489457,0.18230708668475215,621540000,24347000000
2005-04-11,0.1756596565246582,0.18108487930951692,0.17512511870335387,0.1804733114238911,328380000,24347000000
2005-04-12,0.17779973149299622,0.17810505099456758,0.171228401083063,0.175125169821671,512232000,24347000000
2005-04-13,0.17038758099079132,0.1784873374607799,0.16924146160424972,0.17802890063628962,498408000,24347000000
2005-04-14,0.16901223361492157,0.1723744495913314,0.168401594815591,0.1707699071338789,352080000,24347000000
2005-04-15,0.1631295084953308,0.168095351688724,0.1616010533271337,0.16687314499059633,630156000,24347000000
2005-04-18,0.161983460187912,0.16565099697969776,0.16121877463386927,0.16213566224748133,473100000,24347000000
2005-04-19,0.1676369309425354,0.16886005315595018,0.1638932804258086,0.16465705038407982,365460000,24347000000
2005-04-20,0.16251790523529053,0.1715336450939236,0.1623647878649187,0.17046455603224564,564672000,24347000000
2005-04-21,0.1715337336063385,0.17214528800553164,0.1643517642200989,0.16580318975772063,538152000,24347000000
2005-04-22,0.16992919147014618,0.17161076468728906,0.16794321412490615,0.1704646585522101,336276000,24347000000
2005-04-25,0.17260372638702393,0.1739029497815314,0.17054073293373445,0.17138151941091567,318168000,24347000000
2005-04-26,0.17183999717235565,0.17627130461099336,0.16832466205047847,0.172679868450896,353148000,24347000000
2005-04-27,0.16526861488819122,0.167943162289801,0.1618302838815211,0.16733160802712985,609348000,24347000000
2005-04-28,0.16580316424369812,0.16801927495153782,0.1631295320547828,0.16473407479487662,372948000,24347000000
2005-04-29,0.1675608903169632,0.16870699653514054,0.15984346633836638,0.16740777284340247,478356000,24347000000
2005-05-02,0.16694927215576172,0.17145760830330675,0.16442784196349475,0.16954773242364005,334908000,24347000000
2005-05-03,0.16603238880634308,0.17015837552254348,0.16534473346208306,0.16710239369281596,439512000,24347000000
2005-05-04,0.17130446434020996,0.1725276001988169,0.16626160433462359,0.16679705759223792,468816000,24347000000
2005-05-05,0.17466670274734497,0.1768057970114336,0.17138150263943852,0.1722983763843653,619272000,24347000000
2005-05-06,0.17703500390052795,0.1771120203063669,0.17267979924555726,0.17672968447152612,355728000,24347000000
2005-05-09,0.1803210973739624,0.1815433040028629,0.17672966308776658,0.17779966771964117,745332000,24347000000
2005-05-10,0.17329131066799164,0.17810496463835632,0.1713044190499823,0.17802886364944578,735120000,24347000000
2005-05-11,0.17038758099079132,0.17497200388632594,0.17008224791116716,0.1742082339822115,555420000,24347000000
2005-05-12,0.17413212358951569,0.17642433491370316,0.17023535614080268,0.17038757180469635,835584000,24347000000
2005-05-13,0.19353890419006348,0.19460890878011433,0.1818486162869283,0.1898713690487092,2650320000,24347000000
2005-05-16,0.19422660768032074,0.1955258308868989,0.19117062615162606,0.19124672716075017,664104000,24347000000
2005-05-17,0.19636665284633636,0.19728354037726797,0.1929283348523387,0.1930805368981832,639804000,24347000000
2005-05-18,0.19781802594661713,0.1982764764220031,0.19384517104768437,0.19590816403027733,550056000,24347000000
2005-05-19,0.19743573665618896,0.19911730962309043,0.19522054114611753,0.1982765231396397,452880000,24347000000
2005-05-20,0.20095108449459076,0.20102718552041246,0.19491431938630258,0.19720653146963454,517008000,24347000000
2005-05-23,0.20561160147190094,0.2076745948599219,0.20171483314727018,0.20232640114643966,703668000,24347000000
2005-05-24,0.20851534605026245,0.20927910229306795,0.20362467466838363,0.2046185783845806,522192000,24347000000
2005-05-25,0.2058408260345459,0.2091260264575419,0.20385393360526013,0.20805693692204813,535272000,24347000000
2005-05-26,0.2116473913192749,0.21325194735550815,0.20729218731043675,0.20767453675121114,788784000,24347000000
2005-05-27,0.21027204394340515,0.21225893553674485,0.20805684938616853,0.21225893553674485,322740000,24347000000
2005-05-31,0.2070630043745041,0.2111128896930197,0.20362468698874397,0.2093552159650108,763176000,24347000000
2005-06-01,0.20897378027439117,0.2127935178269304,0.20324325171618132,0.20568766514728173,796632000,24347000000
2005-06-02,0.2167673259973526,0.2167673259973526,0.208209118178109,0.208209118178109,684348000,24347000000
2005-06-03,0.21623185276985168,0.2179895127406717,0.21393964130262422,0.21600263435566056,559620000,24347000000
2005-06-06,0.21416887640953064,0.21653810446487692,0.21218289960516046,0.21233510162775768,512892000,24347000000
2005-06-07,0.20897378027439117,0.2162318486245141,0.2082090949803625,0.21271741682302217,974136000,24347000000
2005-06-08,0.2075214833021164,0.2124121419868313,0.20530628781592458,0.20950836206601042,618720000,24347000000
2005-06-09,0.21623185276985168,0.21630886917330852,0.20568766909047886,0.20591688750467002,619908000,24347000000
2005-06-10,0.21378742158412933,0.2162318486784978,0.21233508106034757,0.21600263026864372,465096000,24347000000
2005-06-13,0.21852408349514008,0.22456086117552312,0.21332900760107956,0.2139396601566697,1409916000,24347000000
2005-06-14,0.20561160147190094,0.22219163593113264,0.19873495229094432,0.2186011161365359,2408412000,24347000000
2005-06-15,0.20500004291534424,0.20591693042588238,0.1969012000865626,0.20431237386677542,1669788000,24347000000
2005-06-16,0.20607005059719086,0.20744537504989158,0.20194406357642755,0.20492394460949673,489240000,24347000000
2005-06-17,0.20561160147190094,0.20897381821332484,0.20507704988869407,0.2085914823282268,456348000,24347000000
2005-06-20,0.208744615316391,0.21011993978999965,0.20224939980096734,0.20561161679292478,606060000,24347000000
2005-06-21,0.2107306271791458,0.21172453130133634,0.20813308158611166,0.21011997443203523,428172000,24347000000
2005-06-22,0.21050132811069489,0.2143980961297098,0.2079037970058466,0.21294667085469074,700668000,24347000000
2005-06-23,0.21378742158412933,0.21638496608442462,0.20935520074427136,0.21011988603849097,836976000,24347000000
2005-06-24,0.20698681473731995,0.21348111088453114,0.20584070943280658,0.2134050099076561,475632000,24347000000
2005-06-27,0.205306276679039,0.20736925635090528,0.2034725017899802,0.20568769715600824,354588000,24347000000
