Date,Close_JPM,High_JPM,Low_JPM,Open_JPM,Volume_JPM,SharesOutstanding
2009-01-02,20.872554779052734,21.06563357045393,20.286657800540514,20.76602828657705,32494900,2749753854
2009-01-05,19.474393844604492,20.48639683805642,19.361209282575054,20.45976457880431,44069400,2749753854
2009-01-06,19.893842697143555,20.25337059445086,19.647500637044317,19.833922650821744,44216300,2749753854
2009-01-07,18.702077865600586,19.574264119885548,18.64215654653788,19.407816293577174,42156500,2749753854
2009-01-08,18.122840881347656,18.60886955319596,17.88315684840895,18.57557922230428,52075800,2749753854
2009-01-09,17.290599822998047,18.342550039535812,17.184073315239498,18.342550039535812,42597500,2749753854
2009-01-12,16.584861755371094,17.410442843554964,16.311887414515787,17.25731114403051,59360000,2749753854
2009-01-13,17.54360008239746,17.70338983357048,16.15875430233524,16.784597176955547,73422800,2749753854
2009-01-14,17.250656127929688,17.496999519757157,16.484996225060275,17.03760307007695,73907300,2749753854
2009-01-15,16.205364227294922,18.00965847315366,15.819205231545675,17.670105946286654,136759300,2749753854
2009-01-16,15.193358421325684,16.644783769181725,13.668696888414674,16.53159918875544,156843400,2749753854
2009-01-20,12.044164657592773,14.161381184053292,11.784506458274599,13.981617229188654,142090400,2749753854
2009-01-21,15.066856384277344,15.206673215990385,12.570139038436928,12.843114636553235,136421400,2749753854
2009-01-22,15.379778861999512,15.865806192889162,14.121432475995782,14.887093465905007,110240800,2749753854
2009-01-23,16.165416717529297,16.36515364277131,14.52091103811086,14.59414850331792,74369200,2749753854
2009-01-26,16.311893463134766,17.1441329255396,15.80589171760503,16.6447892480967,74278400,2749753854
2009-01-27,16.684728622436523,16.757966067413825,16.01893736234046,16.724677012367444,50766500,2749753854
2009-01-28,18.415788650512695,18.489026105423648,17.536944271166163,18.10286717298665,91373900,2749753854
2009-01-29,16.93107032775879,18.096204921467287,16.811227709222567,17.80325643947829,58624200,2749753854
2009-01-30,16.984336853027344,17.96304964360837,16.378466848872968,17.18407374256758,74937200,2749753854
2009-02-02,16.77793312072754,17.09751248476727,16.212010536555823,16.644774417429897,51532900,2749753854
2009-02-03,16.01228141784668,16.944390321336513,15.77925546187044,16.664757904268807,66166300,2749753854
2009-02-04,16.005624771118164,16.9776795391008,15.805886602838063,16.145440346007625,55330300,2749753854
2009-02-05,16.33851432800293,16.857830577225368,14.973641800669041,15.805880682008333,79815500,2749753854
2009-02-06,18.395814895629883,18.508999478718362,16.844521062650298,16.984337909946067,76845200,2749753854
2009-02-09,18.162792205810547,18.622187417092373,17.510315584029584,17.743342858244464,54360000,2749753854
2009-02-10,16.391786575317383,18.382502921285745,16.178732237877306,17.883159318019207,91948700,2749753854
2009-02-11,17.370492935180664,17.723362736988754,16.737990771725553,16.811228211886622,64712000,2749753854
2009-02-12,17.43707275390625,17.45704567816976,16.092174158003395,16.87780801640003,80536400,2749753854
2009-02-13,16.438390731811523,17.23733968439329,16.41841653178584,16.811233576349682,58580600,2749753854
2009-02-17,14.414372444152832,15.446349080552134,14.414372444152832,15.180031709935966,91424800,2749753854
2009-02-18,14.3211669921875,14.847141311081218,13.981613372189688,14.767247088667478,82868300,2749753854
2009-02-19,13.715296745300293,14.847140839442755,13.675349635362394,14.694009193101039,66502700,2749753854
2009-02-20,13.249244689941406,13.981615267453893,12.483585060226691,13.122744005760246,135941600,2749753854
2009-02-23,12.989591598510742,14.354463590016673,12.969617397453423,13.915041325927133,101615400,2749753854
2009-02-24,13.994939804077148,14.048203081537427,12.623408187155805,13.402384413697785,186379900,2749753854
