Date,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
1994-01-03,1.5323885679244995,1.544342115752793,1.5156546515312053,1.539560579891885,36646400,,,,,,,,,,,
1994-01-04,1.5395604372024536,1.5443419726202,1.5156545110574213,1.5347794854326071,45302400,,,,,,,,,,,
1994-01-05,1.5730292797088623,1.5778102310092115,1.5299977997665082,1.5347793347146996,53974400,,,,,,,,,,,
1994-01-06,1.618451476097107,1.6208425366131365,1.5778110347504188,1.5802015116183088,82006400,,,,,,,,,,,
1994-01-07,1.6304041147232056,1.639966600488011,1.5921541716639844,1.611279143193595,70832000,,,,,,,,,,,
1994-01-10,1.6399669647216797,1.6543104047306332,1.625622941064784,1.625622941064784,74185600,,,,,,,,,,,
1994-01-11,1.6304041147232056,1.644747551546507,1.6136696187228432,1.6256225800168966,35360000,,,,,,,,,,,
1994-01-12,1.6351851224899292,1.639966657362062,1.6017167129763326,1.625622636393497,39488000,,,,,,,,,,,
1994-01-13,1.6327952146530151,1.6351856910964104,1.606498222831561,1.6208422487880036,40755200,,,,,,,,,,,
1994-01-14,1.6375761032104492,1.6447481159069302,1.6208421851160104,1.6351856268609597,45216000,,,,,,,,,,,
1994-01-17,1.6208422183990479,1.6447481496808618,1.61606068195387,1.6304047076413783,30755200,,,,,,,,,,,
1994-01-18,1.618451476097107,1.6351859814686158,1.6064985081095173,1.630405027732836,43686400,,,,,,,,,,,
1994-01-19,1.5921545028686523,1.6112794783766968,1.5778104794136523,1.6017169906226747,76563200,,,,,,,,,,,
1994-01-20,1.6495295763015747,1.6519200525409952,1.592154644667572,1.592154644667572,145004800,,,,,,,,,,,
1994-01-21,1.6495295763015747,1.6638730173860825,1.6256230629634139,1.649529576301575,99078400,,,,,,,,,,,
1994-01-24,1.6304041147232056,1.6638725230761175,1.6256225800168966,1.644747551546507,38374400,,,,,,,,,,,
1994-01-25,1.6280137300491333,1.6327952667364827,1.606498274076198,1.6304047902168353,70361600,,,,,,,,,,,
1994-01-26,1.611278772354126,1.6256222058762537,1.6064972387482979,1.6256222058762537,50489600,,,,,,,,,,,
1994-01-27,1.611278772354126,1.620841255918104,1.5921538052261701,1.6064972387482979,51129600,,,,,,,,,,,
1994-01-28,1.6232330799102783,1.6351860483870315,1.6112801114335251,1.616061065364961,41875200,,,,,,,,,,,
1994-01-31,1.6280137300491333,1.6423577564631267,1.6208423004901913,1.6304047902168353,62566400,,,,,,,,,,,
1994-02-01,1.6280137300491333,1.6399672799434795,1.616060763802842,1.625623253529486,44003200,,,,,,,,,,,
1994-02-02,1.606498122215271,1.6351855886834008,1.606498122215271,1.6208421472733356,40924800,,,,,,,,,,,
1994-02-03,1.6160619258880615,1.6160619258880615,1.5969369326822855,1.6112809694108547,31792000,,,,,,,,,,,
1994-02-04,1.5539047718048096,1.6160606591800333,1.5539047718048098,1.6064981700724592,78217600,,,,,,,,,,,
1994-02-07,1.5443425178527832,1.5539050084164285,1.5204359996196168,1.5252175367254923,118851200,,,,,,,,,,,
1994-02-08,1.5060924291610718,1.539560851500089,1.4917484026957384,1.539560851500089,149875200,,,,,,,,,,,
1994-02-09,1.522826075553894,1.53477962334846,1.4917481353135171,1.5013106233603988,98585600,,,,,,,,,,,
1994-02-10,1.5180450677871704,1.544342054865495,1.510873056102549,1.5252170794717919,66620800,,,,,,,,,,,
1994-02-11,1.5060924291610718,1.5204358719783486,1.4917484026957384,1.515654918921942,53747200,,,,,,,,,,,
1994-02-14,1.5132642984390259,1.5204363137555899,1.506092866770688,1.5108738212162465,55270400,,,,,,,,,,,
1994-02-15,1.5252172946929932,1.5347797837391939,1.5156548056467927,1.5252172946929932,28876800,,,,,,,,,,,
1994-02-16,1.5060924291610718,1.5347798984436822,1.5060924291610718,1.5347798984436822,43731200,,,,,,,,,,,
1994-02-17,1.5037014484405518,1.5204359523183415,1.4917484815198823,1.5108734620521884,85017600,,,,,,,,,,,
1994-02-18,1.5299981832504272,1.5443422080423943,1.5013107173144817,1.5013107173144817,79465600,,,,,,,,,,,
1994-02-22,1.52043616771698,1.5347801969723573,1.501311184475257,1.5299986593378414,63235200,,,,,,,,,,,
1994-02-23,1.5491231679916382,1.568248145374251,1.4965297720134487,1.5252172380873679,139462400,,,,,,,,,,,
1994-02-24,1.5276079177856445,1.5443424211360273,1.5156549512416868,1.5299983943648223,82553600,,,,,,,,,,,
1994-02-25,1.5491231679916382,1.5539047041612872,1.5252172380873679,1.5347797267786742,52995200,,,,,,,,,,,
1994-02-28,1.577810287475586,1.587372774066347,1.5491228277033025,1.5539043628226146,55494400,,,,,,,,,,,
1994-03-01,1.5921545028686523,1.5921545028686526,1.5730295273606083,1.5873729671676744,48070400,,,,,,,,,,,
1994-03-02,1.5825920104980469,1.5873729625371442,1.5491230116326347,1.563467035045792,68499200,,,,,,,,,,,
1994-03-03,1.5491231679916382,1.5921546589265128,1.5395606793003318,1.587373122756864,31564800,,,,,,,,,,,
1994-03-04,1.5491231679916382,1.5586856566829446,1.5395606793003318,1.5491231679916382,25705600,,,,,,,,,,,
1994-03-07,1.5539047718048096,1.573029750019958,1.5443422826972355,1.5539047718048098,30540800,,,,,,,,,,,
1994-03-08,1.5491231679916382,1.5539047041612872,1.5252172380873679,1.5539047041612872,24723200,,,,,,,,,,,
1994-03-09,1.5467325448989868,1.5634670444321594,1.5299980453658144,1.5539045566486231,37024000,,,,,,,,,,,
1994-03-10,1.5467325448989868,1.573029532215696,1.5395605331493507,1.5586855087164233,46588800,,,,,,,,,,,
1994-03-11,1.5634673833847046,1.5730298732413448,1.5443424036714242,1.549123356775713,34857600,,,,,,,,,,,
1994-03-14,1.6041080951690674,1.6112801097066984,1.5730301437035503,1.5778110976298625,69203200,,,,,,,,,,,
1994-03-15,1.6232330799102783,1.6304050944555957,1.5969360823428904,1.6064985738539257,62934400,,,,,,,,,,,
1994-03-16,1.6208422183990479,1.6304047076413783,1.61606068195387,1.6256231711962006,41286400,,,,,,,,,,,
1994-03-17,1.6160619258880615,1.6304059626166305,1.6160619258880615,1.6208434660137425,30992000,,,,,,,,,,,
1994-03-18,1.6208422183990479,1.6256231711962006,1.5969357034692089,1.61606068195387,36857600,,,,,,,,,,,
1994-03-21,1.5921545028686523,1.632794929911263,1.5873729671676744,1.625622918183763,65078400,,,,,,,,,,,
1994-03-22,1.6208422183990479,1.639967196883709,1.573029772187395,1.573029772187395,89024000,,,,,,,,,,,
1994-03-23,1.6495295763015747,1.6734355059917496,1.6256230629634139,1.6304045990902405,116441600,,,,,,,,,,,
1994-03-24,1.6686545610427856,1.6686545610427856,1.625623070299109,1.6399670950963308,60166400,,,,,,,,,,,
1994-03-25,1.6734354496002197,1.7069044504162074,1.66387296131679,1.66387296131679,102051200,,,,,,,,,,,
1994-03-28,1.651919960975647,1.6829979013094292,1.601717044490621,1.6734354132338074,118403200,,,,,,,,,,,
1994-03-29,1.577810287475586,1.6543101802016749,1.5778102874755857,1.6543101802016749,78339200,,,,,,,,,,,
1994-03-30,1.599326491355896,1.6256234878059685,1.5778110322822636,1.5825925696587033,86860800,,,,,,,,,,,
1994-03-31,1.6208422183990479,1.639967196883709,1.5778107249845477,1.5969357034692089,72297600,,,,,,,,,,,
1994-04-04,1.6160619258880615,1.6399684592195185,1.5682494428736218,1.5778119394765098,73996800,,,,,,,,,,,
1994-04-05,1.6782166957855225,1.6782166957855222,1.6256227274841608,1.6304042626242234,101878400,,,,,,,,,,,
1994-04-06,1.7021231651306152,1.7069047018005141,1.668654743033534,1.6734356960553802,80780800,,,,,,,,,,,
1994-04-07,1.7164678573608398,1.7236392896756199,1.6973428705582025,1.7069053639595213,76630400,,,,,,,,,,,
1994-04-08,1.6638730764389038,1.721248010109211,1.6590921237903817,1.7164670574606888,118710400,,,,,,,,,,,
1994-04-11,1.6638730764389038,1.668654612735433,1.6447480985488017,1.6638730764389038,40400000,,,,,,,,,,,
1994-04-12,1.6208422183990479,1.6590921753683703,1.6064981927115394,1.6590921753683703,84969600,,,,,,,,,,,
1994-04-13,1.6232330799102783,1.6351860483870315,1.5873735908318551,1.6208426029445604,69644800,,,,,,,,,,,
1994-04-14,1.6088887453079224,1.6304047848581957,1.6017173157725506,1.616060758491347,53088000,,,,,,,,,,,
1994-04-15,1.6232330799102783,1.6304050944555957,1.5969360823428904,1.5969360823428904,35241600,,,,,,,,,,,
1994-04-18,1.587372899055481,1.6399668712698279,1.5730294598638739,1.6208418965824125,78006400,,,,,,,,,,,
1994-04-19,1.6853880882263184,1.7116850718340564,1.6399667153967799,1.6638726396599208,291273600,,,,,,,,,,,
1994-04-20,1.7116856575012207,1.714076134015885,1.663873208967667,1.6925606780877993,104732800,,,,,,,,,,,
1994-04-21,1.7499359846115112,1.7547175222951938,1.7069050636992509,1.711686017734757,141980800,,,,,,,,,,,
1994-04-22,1.754716396331787,1.7738413674980855,1.7355914251654885,1.7594973472994608,66060800,,,,,,,,,,,
1994-04-25,1.7929664850234985,1.8025289713872297,1.7499350045627842,1.7594974909265153,142745600,,,,,,,,,,,
1994-04-26,1.8156782388687134,1.8216549420320944,1.7977484212026553,1.807310912804797,113193600,,,,,,,,,,,
1994-04-28,1.7618892192840576,1.8216552392860674,1.7547177871483586,1.8216552392860674,141382400,,,,,,,,,,,
1994-04-29,1.7690603733062744,1.788185350314991,1.745154443869369,1.7594978848019163,56803200,,,,,,,,,,,
1994-05-02,1.8264347314834595,1.827629896259654,1.7594973329474166,1.7738413530290387,79260800,,,,,,,,,,,
1994-05-03,1.7881861925125122,1.8264361645448655,1.7834052378325955,1.8216552098649488,41929600,,,,,,,,,,,
1994-05-04,1.8192627429962158,1.8216538021366786,1.7738413740444796,1.7929663452813593,68889600,,,,,,,,,,,
1994-05-05,1.804919958114624,1.8407794380438982,1.7977479453991663,1.8216544599013538,56374400,,,,,,,,,,,
1994-05-06,1.7690603733062744,1.8025293748955182,1.737982431579105,1.7834043978868017,96403200,,,,,,,,,,,
1994-05-09,1.7642790079116821,1.7905754074074598,1.7523254623432265,1.7547165216456238,47600000,,,,,,,,,,,
1994-05-10,1.7977474927902222,1.807309979454,1.7738415679547117,1.7786225194626666,65305600,,,,,,,,,,,
1994-05-11,1.7881861925125122,1.8025302238487722,1.7738427448245073,1.7977486855206006,57433600,,,,,,,,,,,
1994-05-12,1.8073102235794067,1.8225502928464132,1.7834042955147635,1.7881852476685136,58998400,,,,,,,,,,,
1994-05-13,1.8455605506896973,1.8646855304895904,1.8073105910899108,1.8646855304895904,179920000,,,,,,,,,,,
1994-05-16,1.8168734312057495,1.8503424441309968,1.812092477158244,1.8407799523878086,56633600,,,,,,,,,,,
1994-05-17,1.8097004890441895,1.8216540353333095,1.788185039560379,1.8168725000880859,122464000,,,,,,,,,,,
1994-05-18,1.8563179969787598,1.864685320611452,1.8120919239053852,1.8216544127290335,96953600,,,,,,,,,,,
