Date,Close_XOM,High_XOM,Low_XOM,Open_XOM,Volume_XOM,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
1991-01-02,4.015600204467773,4.1046159725471085,4.015600204467773,4.094725331649404,4578000,,,,,,,,,,,
1991-01-03,4.035382270812988,4.0452729136336085,3.9859290567098884,4.015600985171749,3455200,,,,,,,,,,,
1991-01-04,4.074946403503418,4.084837050113863,4.025493170451192,4.025493170451192,4079200,,,,,,,,,,,
1991-01-07,4.025490760803223,4.074943964252894,4.025490760803223,4.045272042183091,2706000,,,,,,,,,,,
1991-01-08,4.015600204467773,4.055162768058589,3.995818922672366,4.025490845365478,3521200,,,,,,,,,,,
1991-01-09,3.9463655948638916,4.094725203693361,3.9463655948638916,4.025490719572942,5142400,,,,,,,,,,,
1991-01-10,3.985928773880005,3.9958194159988136,3.956256847523578,3.976038131761196,3332400,,,,,,,,,,,
1991-01-11,3.9463655948638916,3.985928157218417,3.9364749542752606,3.9661468760411545,3324000,,,,,,,,,,,
1991-01-14,3.956258535385132,3.956258535385132,3.9265865963697437,3.9265865963697437,3927600,,,,,,,,,,,
1991-01-15,3.9463655948638916,3.956256235452523,3.926584313686629,3.956256235452523,3060000,,,,,,,,,,,
1991-01-16,3.936473846435547,3.9661457598508902,3.936473846435547,3.956255122045776,3162400,,,,,,,,,,,
1991-01-17,4.025490760803223,4.035381401493157,3.936474994593815,3.9562562759736832,5126800,,,,,,,,,,,
1991-01-18,4.084834575653076,4.1046158568911055,4.015600091319973,4.015600091319973,13982000,,,,,,,,,,,
1991-01-21,4.055163860321045,4.065054503882804,4.025491929635769,4.055163860321045,4510800,,,,,,,,,,,
1991-01-22,4.025490760803223,4.055162682873025,4.005709479423354,4.045272042183091,3615600,,,,,,,,,,,
1991-01-23,4.11450719833374,4.11450719833374,4.025491417600558,4.025491417600558,2986400,,,,,,,,,,,
1991-01-24,4.11450719833374,4.154069767548488,4.104616556030053,4.104616556030053,3537200,,,,,,,,,,,
1991-01-25,4.163959980010986,4.183741262576359,4.1046161323148675,4.1540693387283,5402000,,,,,,,,,,,
1991-01-28,4.154068946838379,4.19363150823684,4.134287666139149,4.163959587187994,2686000,,,,,,,,,,,
1991-01-29,4.11450719833374,4.134288482941114,4.104616556030053,4.134288482941114,2497200,,,,,,,,,,,
1991-01-30,4.094727516174316,4.124399454697318,4.0551649314769795,4.10461816234865,5111600,,,,,,,,,,,
1991-01-31,4.084834575653076,4.09472521627209,4.015600091319973,4.09472521627209,4871200,,,,,,,,,,,
1991-02-01,3.9958202838897705,4.055164149492094,3.985929639622717,4.055164149492094,5346400,,,,,,,,,,,
1991-02-04,4.055163860321045,4.065054503882804,4.005710642512252,4.01560128607401,9689200,,,,,,,,,,,
1991-02-05,4.05877161026001,4.068793268556949,4.018684977072256,4.048749951963072,4738000,,,,,,,,,,,
1991-02-06,4.23915958404541,4.23915958404541,4.03872650678558,4.048748160648572,9970400,,,,,,,,,,,
1991-02-07,4.3093109130859375,4.399505792662155,4.269224299940952,4.3093109130859375,10956800,,,,,,,,,,,
1991-02-08,4.2592034339904785,4.319333364823286,4.219116813435274,4.309311709684484,6700400,,,,,,,,,,,
1991-02-11,4.369442462921143,4.38948577697124,4.2792475496957065,4.299290863745803,5023600,,,,,,,,,,,
1991-02-12,4.279247283935547,4.419550473572778,4.279247283935547,4.349398878754163,7469200,,,,,,,,,,,
1991-02-13,4.389485836029053,4.399507493188937,4.289269264430216,4.289269264430216,4953200,,,,,,,,,,,
1991-02-14,4.3093109130859375,4.439592405807141,4.279245953227199,4.399505792662155,6528400,,,,,,,,,,,
1991-02-15,4.279247283935547,4.379463847962141,4.259203971130228,4.289268940338206,9771600,,,,,,,,,,,
1991-02-19,4.289267539978027,4.299289193108817,4.2291376211932885,4.249180927454868,5107200,,,,,,,,,,,
1991-02-20,4.299289703369141,4.3093113576893485,4.2291381231276866,4.269224740408517,4071600,,,,,,,,,,,
1991-02-21,4.319334506988525,4.369442795932708,4.279247875833179,4.299291191410853,3496000,,,,,,,,,,,
1991-02-22,4.3093109130859375,4.369440832803416,4.289267606513445,4.289267606513445,4560400,,,,,,,,,,,
1991-02-25,4.319334506988525,4.359421138143871,4.309312849199689,4.349399480355035,3364800,,,,,,,,,,,
1991-02-26,4.3093109130859375,4.3493975262309235,4.279245953227199,4.289267606513445,4530000,,,,,,,,,,,
1991-02-27,4.469659328460693,4.489702643834956,4.329356120840851,4.329356120840851,8453200,,,,,,,,,,,
1991-02-28,4.419552803039551,4.479682773148933,4.409531141354654,4.469661111464036,5306800,,,,,,,,,,,
1991-03-01,4.469659328460693,4.469659328460693,4.369442751589378,4.399507724650772,4546400,,,,,,,,,,,
1991-03-04,4.379465103149414,4.48970335517377,4.379465103149414,4.48970335517377,3552800,,,,,,,,,,,
1991-03-05,4.399508476257324,4.449616773253421,4.369443498059666,4.3894868168581045,3893200,,,,,,,,,,,
1991-03-06,4.399508476257324,4.439595113854201,4.379465157458885,4.4295734544549825,4509200,,,,,,,,,,,
1991-03-07,4.429572582244873,4.47968086937434,4.3894859525413,4.3894859525413,3357600,,,,,,,,,,,
1991-03-08,4.439593315124512,4.4997232471578,4.389485038430104,4.439593315124512,4501600,,,,,,,,,,,
1991-03-11,4.449614524841309,4.4997227965174496,4.409527907500396,4.459636179176537,3074000,,,,,,,,,,,
1991-03-12,4.5097432136535645,4.519764865239461,4.459634955724081,4.469656607309977,4706400,,,,,,,,,,,
1991-03-13,4.58991813659668,4.60996144723684,4.519766549356119,4.5297882046761995,5284400,,,,,,,,,,,
1991-03-14,4.569876670837402,4.630006627032632,4.529790033373916,4.609963308300888,5741200,,,,,,,,,,,
1991-03-15,4.579898834228516,4.599942155166058,4.549833852822202,4.599942155166058,13196400,,,,,,,,,,,
1991-03-18,4.519767761230469,4.5698760512662835,4.479681129201817,4.55985439325912,4265200,,,,,,,,,,,
1991-03-19,4.519767761230469,4.55985439325912,4.479681129201817,4.479681129201817,4446400,,,,,,,,,,,
1991-03-20,4.579898834228516,4.6099638156348295,4.519768871415887,4.519768871415887,4267600,,,,,,,,,,,
1991-03-21,4.58991813659668,4.65004806851716,4.58991813659668,4.61998310255692,4090800,,,,,,,,,,,
1991-03-22,4.640028476715088,4.640028476715088,4.569876858276631,4.579898518053554,3198800,,,,,,,,,,,
1991-03-25,4.7402424812316895,4.750264135526049,4.630004283993744,4.630004283993744,3603200,,,,,,,,,,,
