Date,Close_GOOG,High_GOOG,Low_GOOG,Open_GOOG,Volume_GOOG,SharesOutstanding
2022-01-03,144.0884552001953,144.56073291327203,142.52714869707975,143.49352743635552,25214000,5430000000
2022-01-04,143.4349365234375,145.6135245103162,142.8386599633397,144.56123164081836,22928000,5430000000
2022-01-05,136.71792602539062,143.31726666732538,136.58880473526747,143.20105750621457,49642000,5430000000
2022-01-06,136.61610412597656,138.7366029033195,135.83396560825292,136.56297041590392,29050000,5430000000
2022-01-07,136.07330322265625,137.3150496498337,134.86606490686677,136.96768011925698,19408000,5430000000
2022-01-10,137.63214111328125,137.69768682416424,132.23556950904512,134.1807540369648,34096000,5430000000
2022-01-11,139.0658416748047,139.3757175812923,135.88362358821269,137.24132167763923,23502000,5430000000
2022-01-12,140.68524169921875,141.8435746287931,140.152889270692,140.59238653568121,23642000,5430000000
2022-01-13,138.18536376953125,142.2123108764727,137.9698433838269,140.87645123802994,26566000,5430000000
2022-01-14,138.83641052246094,140.24080142733288,136.5654521731575,136.5654521731575,23826000,5430000000
2022-01-18,135.36415100097656,136.45766560995995,134.69523619519305,135.67155659072944,27382000,5430000000
2022-01-19,134.72999572753906,137.45883429829988,134.57903599165317,136.0077658521999,20796000,5430000000
2022-01-20,132.59910583496094,136.97466558096235,132.2395667003209,135.58617224187174,21930000,5430000000
2022-01-21,129.20779418945312,133.84456641229514,129.11742445284216,132.10794589942407,41920000,5430000000
2022-01-24,129.4858856201172,129.88963206882565,123.794789887795,125.17091648897643,55148000,5430000000
2022-01-25,125.87410736083984,128.4594198525649,125.51903901665523,127.56255743673402,36008000,5430000000
2022-01-26,128.361572265625,131.90481396879233,126.28925196599668,129.70487277094642,39630000,5430000000
2022-01-27,128.24339294433594,131.70863187790096,128.0685942727313,130.46815841958804,30248000,5430000000
2022-01-28,132.38357543945312,132.46401860176192,127.81980509066949,129.11642823265385,30518000,5430000000
2022-01-31,134.77618408203125,134.9202027873915,131.37496025728166,133.28587918578657,34056000,5430000000
2022-02-01,136.94137573242188,137.26069326120614,133.6536327473979,136.8981837553438,51204000,5430000000
2022-02-02,147.0303192138672,151.06620730263577,144.56816469067317,150.8313036002186,89750000,5430000000
2022-02-03,141.68093872070312,148.10419162889508,141.23847103420349,144.30746546228593,56930000,5430000000
2022-02-04,142.04396057128906,143.55287598104576,138.86719844155502,142.0449456514039,49224000,5430000000
2022-02-07,137.99368286132812,142.86881432216353,137.75630885004662,142.73225190017172,44610000,5430000000
2022-02-08,138.2667999267578,138.88665780131754,135.94270798535706,138.0465663228581,34256000,5430000000
2022-02-09,140.49160766601562,141.20920078126952,139.42291677460364,139.8924515137123,28628000,5430000000
2022-02-10,137.6604461669922,140.46972797265894,137.11171107310065,138.5518527480684,33018000,5430000000
2022-02-11,133.2183380126953,138.3365559992339,132.38255068479754,137.8069315319173,38808000,5430000000
2022-02-14,134.3804168701172,135.24102842531744,132.39599547702588,132.45905576690186,26792000,5430000000
2022-02-15,135.49826049804688,136.96272612403433,134.61828081664774,136.5371411862396,26578000,5430000000
2022-02-16,136.55303955078125,137.008419376831,133.90729609790216,135.50321689003454,25610000,5430000000
2022-02-17,131.40924072265625,135.9094355299163,131.3034582669167,135.22462294717934,30968000,5430000000
2022-02-18,129.5807342529297,132.91442702027302,129.42137861017235,132.1332736916678,31858000,5430000000
2022-02-22,128.5229949951172,131.00427573214853,126.87278857161775,129.1015401995207,38906000,5430000000
2022-02-23,126.71784210205078,130.85353451997378,126.63689882164768,130.18760516513512,26432000,5430000000
2022-02-24,131.77174377441406,132.13278321849418,123.91651024825589,124.15040615809976,43166000,5430000000
2022-02-25,133.60520935058594,134.4688063920162,130.86942958219572,132.61796201677484,26236000,5430000000
2022-02-28,133.9741973876953,134.71859977074612,131.92248747870286,132.37860992669,29676000,5430000000
2022-03-01,133.25608825683594,135.1858753146005,132.47194934752673,133.5659641440172,24640000,5430000000
2022-03-02,133.8356170654297,134.69374305838318,132.525581795612,133.6933411912823,23966000,5430000000
2022-03-03,133.3951416015625,135.78459743953013,132.524103437031,135.05428933843208,19780000,5430000000
2022-03-04,131.2239990234375,133.28689328782372,129.52214421761676,132.47594498459415,24446000,5430000000
2022-03-07,125.60494232177734,131.0074774343745,125.55081596205903,131.0074774343745,39178000,5430000000
2022-03-08,126.41341400146484,130.35444651271112,125.00529510468873,125.3924012564027,35250000,5430000000
2022-03-09,132.95614624023438,133.28639057084638,129.20382440838281,130.50690358230835,32258000,5430000000
2022-03-10,131.78021240234375,132.63088221284184,130.50791310372205,130.5689880772003,24266000,5430000000
2022-03-11,129.58868408203125,133.28787210455567,129.4108998529499,133.08873436948377,26600000,5430000000
2022-03-14,125.87957000732422,130.13544955613244,125.55380401021073,129.68552557565718,30254000,5430000000
2022-03-15,128.7792205810547,129.63013268589725,125.70773356047486,126.87325748501357,30292000,5430000000
2022-03-16,132.78184509277344,132.86178813394216,128.3228571601054,130.10962580669315,32058000,5430000000
2022-03-17,133.68565368652344,133.82371646057518,131.81694145631218,132.41485480698876,23994000,5430000000
2022-03-18,135.87167358398438,135.98291184726614,132.02848251805963,132.9740077559547,45900000,5430000000
2022-03-21,135.55088806152344,136.6473883125815,133.69657325725458,135.91738332870798,26632000,5430000000
2022-03-22,139.32406616210938,140.53826078027453,135.572244498286,135.572244498286,29776000,5430000000
2022-03-23,137.56211853027344,139.07327688827186,137.22741861816172,138.19281228361012,25302000,5430000000
2022-03-24,140.35153198242188,140.43546080800826,137.10117679824126,138.32590416951496,20544000,5430000000
2022-03-25,140.55963134765625,140.9946579427402,138.75000861157588,140.790549314188,19270000,5430000000
2022-03-28,140.98521423339844,141.01153860840063,138.87779419040578,139.72831246875776,23774000,5430000000
2022-03-29,142.2763671875,143.18267122550785,141.5155670635571,142.18748264880705,28678000,5430000000
2022-03-30,141.6749725341797,142.50528894244454,141.2017097613591,141.89893427546133,21046000,5430000000
2022-03-31,138.70034790039062,141.6749868930872,138.6700528965879,141.48031989766645,29516000,5430000000
2022-04-01,139.74368286132812,139.99198365360309,137.85361735177182,139.05837024983683,23480000,5430000000
2022-04-04,142.6662139892578,143.06473198373095,139.86735858397586,139.86735858397586,19076000,5430000000
2022-04-05,140.10423278808594,142.6140502336185,139.98553821089865,142.42485422983833,19256000,5430000000
2022-04-06,136.24362182617188,138.89795768736923,135.49088433500847,138.21563068129603,23574000,5430000000
2022-04-07,135.5374755859375,136.7655825379681,133.9406607258666,135.68943555938154,19448000,5430000000
2022-04-08,133.0996551513672,135.32393565189548,132.84341309108885,135.32393565189548,16434000,5430000000
2022-04-11,128.914306640625,132.03564686822963,128.73652239994706,131.99671346832326,24188000,5430000000
2022-04-12,127.50196838378906,131.5234443825534,126.7088955200656,131.5234443825534,23004000,5430000000
2022-04-13,129.40048217773438,129.76772007214777,127.56564150777218,127.75226116078501,19542000,5430000000
2022-04-14,126.38809204101562,129.82184647624504,126.24755899392567,129.76151410695084,23484000,5430000000
2022-04-18,127.0912857055664,127.837188413999,125.71813698453757,126.54403578071165,14918000,5430000000
2022-04-19,129.64381408691406,130.01402233925847,126.58523892006583,127.20648346666104,22720000,5430000000
2022-04-20,127.37385559082031,131.0268512342643,127.02479621022687,130.39170183056646,22610000,5430000000
2022-04-21,124.08833312988281,129.42182982228826,123.8027887062224,128.47084860610641,30158000,5430000000
2022-04-22,118.8010025024414,124.59932764537476,118.33072528694487,124.15039635679088,46410000,5430000000
2022-04-25,122.41230010986328,122.44010967951982,117.96200363333601,118.61776389439238,34522000,5430000000
2022-04-26,118.69373321533203,121.91568753036442,118.35192559807494,121.91568753036442,49394000,5430000000
