Date,Close_XOM,High_XOM,Low_XOM,Open_XOM,Volume_XOM,SharesOutstanding
2024-01-02,96.31442260742188,97.0107147777492,94.89360409413727,94.95946947269813,23483000,4263247021
2024-01-03,97.12364196777344,97.50001868281491,95.65578067577928,96.22974637220132,23490800,4263247021
2024-01-04,96.27678680419922,98.39389754457783,96.02273667402052,97.93283988228936,19395200,4263247021
2024-01-05,96.5684814453125,97.29300785365243,96.09801236205382,97.07658891668649,15827400,4263247021
2024-01-08,94.95948028564453,95.07239545265834,93.05878830303847,94.78070691135851,23370100,4263247021
2024-01-09,93.78329467773438,95.307616918655,93.33164842924597,95.307616918655,19496600,4263247021
2024-01-10,92.8611831665039,93.90562502933581,92.3624871232899,93.90562502933581,18206100,4263247021
2024-01-11,92.84237670898438,93.62335719036619,92.73887292572707,93.19052645073981,15833400,4263247021
2024-01-12,94.04676055908203,94.70542153870521,93.31282998706915,94.22554109593216,18041700,4263247021
2024-01-16,91.92024993896484,94.10322615430964,91.769696389526,93.92444560904809,20235700,4263247021
2024-01-17,91.252197265625,92.1743127569983,90.8758205190527,90.89463612592611,18384000,4263247021
2024-01-18,91.08282470703125,91.35569047990656,90.16070207110367,91.2710094839361,20940300,4263247021
2024-01-19,91.22396087646484,91.28982626710965,90.71586053651299,91.00754909811297,20088400,4263247021
2024-01-22,91.10163116455078,91.36509269727574,90.11364323804382,90.98871600247364,19955900,4263247021
2024-01-23,92.12725830078125,92.68240836700885,91.01695098953762,91.09222058613925,15863400,4263247021
2024-01-24,93.71743774414062,93.76448752287477,91.96729222129728,92.51303806794485,17330600,4263247021
2024-01-25,96.09800720214844,96.1450569794634,93.73625769972983,94.38550011819008,22089500,4263247021
2024-01-26,96.9166259765625,96.99190274877384,95.21353028331278,95.94746086540297,20817200,4263247021
2024-01-29,97.0389404296875,97.10480580733754,95.84395224124033,96.89780546242868,18317500,4263247021
2024-01-30,98.65736389160156,98.68559088758123,96.06978397123687,96.36147968019955,19610900,4263247021
2024-01-31,96.73785400390625,98.68559578993158,96.7002156144675,98.55386501629035,22415300,4263247021
2024-02-01,96.34265899658203,97.86698142179789,95.61813976175762,97.45296632830477,19240700,4263247021
2024-02-02,95.94747924804688,97.85758284144177,95.60874088698488,97.62234826730369,21973400,4263247021
2024-02-05,95.55227661132812,96.33324985760571,94.56428863467424,95.45817704876015,17190900,4263247021
2024-02-06,96.21092224121094,96.95426421338,95.57108403597606,96.04155309339029,13347900,4263247021
2024-02-07,96.18270874023438,96.66258925618195,95.2041321020697,96.2109357390332,13826800,4263247021
2024-02-08,97.82933807373047,98.25275735876329,96.07919258569527,96.29560433447624,19636900,4263247021
2024-02-09,95.75926971435547,98.64794946768914,95.69340433283145,97.95165726603679,20410500,4263247021
2024-02-12,97.07658386230469,97.29300278800257,95.97568798770779,96.12624153233033,18173100,4263247021
2024-02-13,96.24085235595703,97.90279727118447,95.53808910625935,97.58940745089667,18917400,4263247021
2024-02-14,95.76602172851562,97.4564634044599,95.36715664289642,96.74420121778032,17651300,4263247021
2024-02-15,98.51061248779297,98.71004503154883,95.5381003108228,95.5381003108228,23196300,4263247021
2024-02-16,98.51061248779297,99.36532131945933,98.31117269853144,98.77652254613412,20151400,4263247021
2024-02-20,97.57991790771484,98.88098608819969,97.48495106688142,98.61506879015842,17650000,4263247021
2024-02-21,99.57424926757812,99.69771268002987,97.8078385178564,97.83632784518974,20991300,4263247021
2024-02-22,99.48878479003906,100.1060801375255,98.24469523711869,98.91897648678454,20470700,4263247021
2024-02-23,98.61507415771484,98.8524948954738,97.70337939418118,98.65306234521698,15975900,4263247021
2024-02-26,99.00444793701172,99.65973149371786,97.86483129061538,98.50111713076157,13360800,4263247021
2024-02-27,98.7955093383789,99.85915677764982,98.62456612930868,99.41280466254948,16360000,4263247021
2024-02-28,99.07093048095703,100.12507919284027,98.76703221013072,99.21338438036136,14810500,4263247021
2024-02-29,99.26085662841797,99.78318513797736,98.97595609679938,99.41280937501915,17566100,4263247021
2024-03-01,100.51443481445312,101.03676330846753,100.0775815492345,100.40047750339946,18460100,4263247021
2024-03-04,99.1089096069336,100.52393512179749,98.79551250600566,100.34350029485874,18138000,4263247021
2024-03-05,100.32450866699219,100.92280633147425,99.07092743271592,99.27035998754327,19952700,4263247021
2024-03-06,101.39764404296875,102.157393291127,100.80884525887663,101.25519739875666,20472800,4263247021
2024-03-07,101.96745300292969,102.54676013692118,101.23619313093798,101.23619313093798,15195400,4263247021
2024-03-08,102.92662811279297,102.94562582791045,101.39763809357797,101.83449859521544,16281500,4263247021
2024-03-11,103.53443908691406,103.6294131848005,101.9389713322076,102.80318635353069,17577300,4263247021
2024-03-12,102.86964416503906,103.78133881511931,102.59423527405049,103.5724074326104,14957200,4263247021
2024-03-13,104.01876831054688,104.79750800945357,103.61990322597394,103.6483925540855,17122200,4263247021
2024-03-14,105.86116027832031,105.93713665373159,104.1707257757022,104.30368080991894,22121000,4263247021
2024-03-15,105.67120361328125,106.64938299873553,105.27233856999206,105.27233856999206,38264400,4263247021
2024-03-18,106.6493911743164,107.18121127280386,105.50976736190775,106.16505087290508,16770500,4263247021
2024-03-19,107.39964294433594,107.77951757911997,106.42147065048361,106.57342340259963,14878800,4263247021
2024-03-20,107.30467987060547,107.69405337746637,106.48795191302499,107.04826864927497,16119700,4263247021
2024-03-21,107.77951049804688,108.17838282339265,106.90580396729999,107.23819153383353,14878000,4263247021
2024-03-22,107.77951049804688,107.96945142571285,107.14322469275331,107.77001888579272,14701900,4263247021
2024-03-25,108.88114166259766,109.95428068911546,108.10240200496852,108.10240200496852,14011700,4263247021
2024-03-26,108.06442260742188,109.19454762453523,107.70354569861946,108.89064937356851,13152300,4263247021
2024-03-27,109.18504333496094,109.27051131746285,107.70354034088408,107.77001785355405,12415700,4263247021
2024-03-28,110.39114379882812,110.5905763483608,109.27051763085466,109.71686977550172,18482100,4263247021
2024-04-01,111.10340118408203,111.34082191066726,109.57441112523271,110.55259060498854,13817000,4263247021
2024-04-02,113.2781753540039,113.58207359272369,111.4262965939155,111.98660602806846,19919600,4263247021
2024-04-03,113.29717254638672,113.72452695197063,112.75585358474453,113.46811575772138,16504300,4263247021
2024-04-04,113.69605255126953,113.8479980671237,112.67039314860467,113.05976666546144,18467400,4263247021
2024-04-05,115.26302337646484,116.00377492542401,113.62006866888397,113.94296464270305,21720600,4263247021
2024-04-08,114.48428344726562,115.61440123996806,114.16138747398924,114.98761425555831,17513900,4263247021
2024-04-09,115.08257293701172,115.52892505473606,114.28483554149247,114.91162972693655,14132300,4263247021
2024-04-10,116.0512466430664,116.3076650816963,114.65521887638049,115.1205614652758,17409200,4263247021
2024-04-11,115.66188049316406,116.51659654659503,114.28483594999602,116.51659654659503,17555900,4263247021
2024-04-12,114.31333923339844,117.52326499414944,113.64855682148152,116.76351573638895,21556200,4263247021
2024-04-15,113.65804290771484,115.56690745034302,113.43961266586476,114.99709194830112,15029500,4263247021
2024-04-16,112.71786499023438,114.17087865855194,111.9866051044828,113.54408447076489,18082200,4263247021
2024-04-17,112.660888671875,113.34466157288897,111.22687259694936,112.5849195404893,14538600,4263247021
2024-04-18,112.55641174316406,113.69603554640236,112.03409050649705,113.01226271356046,13821400,4263247021
2024-04-19,113.84799194335938,114.84516196100898,112.9647864906002,113.16422629053497,21572400,4263247021
2024-04-22,114.49376678466797,115.45294853134465,112.47094483938471,113.25918337621312,16340700,4263247021
2024-04-23,114.94011688232422,114.96860620921414,113.4396162050758,113.96194468307534,13929800,4263247021
2024-04-24,114.95912170410156,115.15855425016535,113.3826445606843,114.24685950579983,12101200,4263247021
2024-04-25,115.22502899169922,115.63339293204854,113.39214068903912,114.94012122103483,16041000,4263247021
2024-04-26,112.02459716796875,113.10723512480396,110.37215090419487,113.0122682812318,27289500,4263247021
2024-04-29,113.62005615234375,114.00942960059841,111.83465499395756,111.83465499395756,17309900,4263247021
2024-04-30,112.31900024414062,114.15188864272957,112.04359856239161,113.11673769644918,21083300,4263247021
2024-05-01,110.19170379638672,112.50893235033438,109.84032576666887,112.32849028393521,27777700,4263247021
2024-05-02,110.39114379882812,111.35982446285067,110.0682550744912,110.41014151526318,25513600,4263247021
2024-05-03,110.16321563720703,110.2296931499265,108.3873060181218,110.16321563720703,28023300,4263247021
2024-05-06,110.87547302246094,112.3854652799993,110.5430854732077,110.79949665534443,31401300,4263247021
2024-05-07,110.32466125488281,111.66371762780393,110.09673938658975,111.37880985830843,30122000,4263247021
2024-05-08,110.30567169189453,111.06541367428754,109.60290836566695,109.88780889199973,18957200,4263247021
2024-05-09,112.48045349121094,112.56592148082444,110.34366680480043,110.35315841775343,17564000,4263247021
2024-05-10,112.02459716796875,112.68937956398531,111.66372026419225,112.57541500439528,13648100,4263247021
2024-05-13,111.97711944580078,113.05025856453082,111.22686905030594,112.46145253065355,15060600,4263247021
2024-05-14,112.65686798095703,112.72388545780952,111.51757087446478,111.81436151418905,15079100,4263247021
2024-05-15,113.5280990600586,113.7770169355128,111.13460738129714,112.59942312000204,18244300,4263247021
2024-05-16,112.84834289550781,114.21742036236854,112.53240025599612,113.48979688165099,15745200,4263247021
2024-05-17,114.54293060302734,114.72483829753946,112.93450399528311,113.26002264312814,15104500,4263247021
2024-05-20,113.6142578125,114.78228288504779,113.49937489018822,114.62910322051319,11551300,4263247021
2024-05-21,112.82919311523438,114.36102628585874,112.76217564228071,113.35576419155372,14495000,4263247021
2024-05-22,110.56017303466797,112.45581439144905,110.06232266515985,112.45581439144905,17879300,4263247021
2024-05-23,108.67408752441406,112.50367383325714,108.5304765769612,110.6750428646936,15979800,4263247021
2024-05-24,108.58792877197266,110.17721075339047,108.22412066622545,109.94743029300146,12212900,4263247021
2024-05-28,109.96658325195312,110.20593242195923,108.25284231818658,108.68366790245477,13978300,4263247021
2024-05-29,108.78897857666016,109.66978904489227,108.00391361679617,109.65063702147594,13902000,4263247021
2024-05-30,109.13365173339844,109.26768669189576,108.14753426544348,108.44432491577936,14683700,4263247021
2024-05-31,112.26434326171875,112.48454042046667,109.1336518458654,109.25811809628219,29037400,4263247021
2024-06-03,109.57404327392578,111.40267437489449,108.9134445547808,111.34523291349669,19589300,4263247021
2024-06-04,107.86988830566406,108.2719931810434,106.1944440205594,108.18583098104386,19412200,4263247021
2024-06-05,108.30072021484375,108.36773769345243,106.73059016941997,108.0805157540682,14863500,4263247021
2024-06-06,109.11449432373047,109.18151179518568,107.33373602008422,107.94646927463383,13154100,4263247021
2024-06-07,107.94647216796875,110.0048764240608,107.86987868300794,108.94216555938901,13289200,4263247021
2024-06-10,108.26241302490234,109.35384460229697,107.89859762953304,108.24326100180046,15239700,4263247021
2024-06-11,107.39118194580078,107.86988027734596,106.56782023119452,107.69754858581543,12462400,4263247021
2024-06-12,106.20401763916016,108.47305047798105,105.83063350553051,108.47305047798105,13606800,4263247021
2024-06-13,105.3519287109375,106.13699367525378,105.04556207374961,106.11784165172882,14466900,4263247021
2024-06-14,104.46154022216797,105.51467498713856,103.96368991587603,105.33276730164464,13313400,4263247021
2024-06-17,103.74349212646484,104.79662688464427,103.57116045299139,104.51898100491726,21147900,4263247021
2024-06-18,104.72003936767578,106.00295463308605,104.1647548809688,104.38495201250177,17762900,4263247021
2024-06-20,106.97949981689453,107.82201354518797,104.92109555484592,105.22746949557575,17433200,4263247021
2024-06-21,106.04125213623047,107.89859662012175,106.04125213623047,107.13268370341456,52212500,4263247021
2024-06-24,109.19109344482422,109.65063975728727,106.8837639574911,106.8837639574911,16266700,4263247021
2024-06-25,109.4974594116211,109.66979110381959,108.6262249387407,109.24853423303286,14188900,4263247021
