Date,Close_JPM,High_JPM,Low_JPM,Open_JPM,Volume_JPM,SharesOutstanding
2015-01-02,46.94807434082031,47.30117839850126,46.63253131278838,46.71517360265249,12600000,2749753854
2015-01-05,45.490577697753906,46.79030816158208,45.25016529207135,46.62502642388904,20100600,2749753854
2015-01-06,44.311058044433594,45.640840913734486,43.83774481767919,45.55819860332347,29074100,2749753854
2015-01-07,44.37867736816406,44.99473462373546,44.078160375520355,44.99473462373546,23843200,2749753854
2015-01-08,45.370365142822266,45.75352433106962,45.054824979269426,45.054824979269426,16971100,2749753854
2015-01-09,44.58151626586914,45.67088654615703,44.543952366398905,45.61829651371033,15396200,2749753854
2015-01-12,44.198360443115234,44.62659520735432,43.77763731248479,44.536438408399455,15455200,2749753854
2015-01-13,44.20588302612305,44.85199258229244,43.85277597427638,44.52142330279597,21644700,2749753854
2015-01-14,42.68075942993164,44.20587626583721,41.52377286051397,44.20587626583721,49602300,2749753854
2015-01-15,41.31340408325195,42.53049207096881,40.94527102767691,41.869356617049114,42458100,2749753854
2015-01-16,42.01962661743164,42.07221665897998,41.050462367282556,41.06548850285955,29368900,2749753854
2015-01-20,41.85432815551758,42.36520513247685,41.636453560591136,42.102255011663125,23477700,2749753854
2015-01-21,41.98955535888672,42.38773774082374,41.46365231527078,41.65898912349948,21842400,2749753854
2015-01-22,43.266754150390625,43.37193420173764,42.04215169697586,42.357694716958356,31423500,2749753854
2015-01-23,42.58307647705078,43.477109685517554,42.56805034758817,43.36441801345969,15458300,2749753854
2015-01-26,42.65070343017578,42.8159880301903,42.22246866281259,42.38023876322179,12577700,2749753854
2015-01-27,42.22246551513672,42.53049405932821,41.89189633975154,42.10977095699329,15220500,2749753854
2015-01-28,41.133087158203125,42.58307566538402,41.133087158203125,42.53799727785541,24354400,2749753854
2015-01-29,41.824283599853516,41.98956820106866,41.08050862626921,41.52376953012097,20393300,2749753854
2015-01-30,40.85512161254883,41.69656500477608,40.84760711302594,41.313408641422285,26943700,2749753854
2015-02-02,41.67402267456055,41.80925499174542,40.77247484864192,40.96780882571921,20308900,2749753854
2015-02-03,42.61315155029297,42.658227096872295,41.97455360297326,42.00460587798793,18812500,2749753854
2015-02-04,42.35771179199219,42.87610062514775,42.282581106499826,42.312633380696774,14934100,2749753854
2015-02-05,42.65070343017578,42.85355193039127,42.41780266342276,42.71831959691428,11293900,2749753854
2015-02-06,43.492149353027344,44.123232657192155,43.22919917043452,43.38696927999021,25214000,2749753854
2015-02-09,43.43954849243164,43.64990858608928,42.99628767655208,43.13903161639958,14372400,2749753854
2015-02-10,43.92039108276367,44.108213490267055,43.61236244909583,43.89033880973693,16367300,2749753854
2015-02-11,43.85276794433594,44.070642590301006,43.454585420700646,43.61987003018339,13061900,2749753854
2015-02-12,44.754310607910156,44.859490668365794,43.98799505409403,44.27348583671769,23211300,2749753854
2015-02-13,44.82944107055664,45.24265256970221,44.581517037011174,44.67167097048753,16479100,2749753854
2015-02-17,45.15249252319336,45.18254478750493,44.566487698826066,44.59653996313764,15308800,2749753854
2015-02-18,44.60404968261719,45.15249058603634,44.41622733764043,45.15249058603634,14278100,2749753854
2015-02-19,44.49887466430664,44.6866970305409,44.175819965108374,44.43877299740145,11256500,2749753854
2015-02-20,44.92710494995117,44.99472110969055,43.837734761235225,44.2960217476975,15379000,2749753854
2015-02-23,44.58903503417969,44.72426738666485,44.17582634200494,44.70172961656475,16814000,2749753854
2015-02-24,45.69343185424805,46.016486601706845,45.1374791720694,45.26519702453612,22937700,2749753854
2015-02-25,45.933841705322266,46.031510147323246,45.640839245261446,45.648350879595924,18307900,2749753854
