Date,Close_TSM,High_TSM,Low_TSM,Open_TSM,Volume_TSM,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2010-01-04,7.298706531524658,7.368037724784177,7.229375338265138,7.241980736545445,8096400,,,,,,,,,,,
2010-01-05,7.267193794250488,7.3491310055945025,7.223073988560354,7.311314201027893,14375900,,,,,,,,,,,
2010-01-06,7.241981506347656,7.317615707330598,7.172650305718425,7.286101907736437,13608400,,,,,,,,,,,
2010-01-07,7.002474784851074,7.210469043731685,6.97726337774698,7.191560638675455,27346600,,,,,,,,,,,
2010-01-08,6.996171474456787,7.071805685937361,6.952051066944326,7.021382878283645,16895300,,,,,,,,,,,
2010-01-11,6.958353519439697,7.084410528633178,6.857507912084913,7.0276847242243035,22214500,,,,,,,,,,,
2010-01-12,6.744054794311523,6.889020773263886,6.687329002594821,6.857506377744929,20863400,,,,,,,,,,,
2010-01-13,6.920536041259766,6.939445043249623,6.750359230961641,6.750359230961641,13482300,,,,,,,,,,,
2010-01-14,6.851203918457031,6.93944411264806,6.844900918638999,6.93944411264806,8692400,,,,,,,,,,,
2010-01-15,6.681028842926025,6.895325481866181,6.655817438280872,6.895325481866181,15426400,,,,,,,,,,,
2010-01-19,6.907930374145508,6.926838774317647,6.687330168150799,6.731450570002063,14898100,,,,,,,,,,,
2010-01-20,6.8070855140686035,6.8764167229849305,6.750359706279214,6.870113721877827,13604800,,,,,,,,,,,
2010-01-21,6.674725532531738,6.889022762639756,6.655817130194934,6.844902355737517,13943800,,,,,,,,,,,
2010-01-22,6.35958194732666,6.649513354078795,6.35958194732666,6.6243019535389225,21017600,,,,,,,,,,,
2010-01-25,6.397397994995117,6.548666981526085,6.3595811991777245,6.3595811991777245,20606500,,,,,,,,,,,
2010-01-26,6.302854061126709,6.4163056265748315,6.271339670603675,6.4036996299308155,21913300,,,,,,,,,,,
2010-01-27,6.296552658081055,6.391095853603347,6.265038259573624,6.321764056669568,22963800,,,,,,,,,,,
2010-01-28,6.334371089935303,6.428913699794697,6.233525479128681,6.416308298987497,40246500,,,,,,,,,,,
2010-01-29,6.403702735900879,6.536062759426232,6.36588592980066,6.454125544759366,30073000,,,,,,,,,,,
2010-02-01,6.3532795906066895,6.485639607122964,6.252433978229958,6.391096995791595,23074400,,,,,,,,,,,
2010-02-02,6.27764368057251,6.353277869364094,6.239826285633167,6.353277869364094,18259200,,,,,,,,,,,
