Date,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT,SharesOutstanding
2002-01-02,20.514223098754883,20.53564298743117,20.046043864406915,20.394883385473744,48124000,7433166379
2002-01-03,21.18434715270996,21.190466115703845,20.529506051996623,20.535627349581503,67590800,7433166379
2002-01-04,21.083377838134766,21.39243816010692,21.012996886452942,21.19047725626604,52731400,7433166379
2002-01-07,20.979337692260742,21.426096952970546,20.91507803845238,21.34347806510046,58508800,7433166379
2002-01-08,21.230260848999023,21.377141749539753,20.807982053657582,21.01912261862466,47736400,7433166379
2002-01-09,21.025238037109375,21.609698554977076,20.976279301588406,21.334298372070627,76304000,7433166379
2002-01-10,21.19966697692871,21.35878818935642,20.847766719983586,20.954868523753262,50296600,7433166379
2002-01-11,20.994632720947266,21.517891756252432,20.838572271423793,21.273091142670186,72993200,7433166379
2002-01-14,20.951791763305664,21.126211431747173,20.728411041116306,20.89977239464223,50997800,7433166379
2002-01-15,21.282270431518555,21.303690307435225,20.9609699581771,21.00993100861028,60717400,7433166379
2002-01-16,20.768203735351562,21.371021277799567,20.76208243302014,21.068082180992707,61955400,7433166379
2002-01-17,21.37714195251465,21.41998172920564,20.930382613742346,20.970161739357486,78958000,7433166379
2002-01-18,20.22657585144043,20.762075224468084,20.01849600168029,20.53257549317052,107140400,7433166379
2002-01-22,19.72474479675293,20.38876373407522,19.660485125521056,20.38264476592631,76837200,7433166379
2002-01-23,19.50441551208496,19.801234337848726,19.35141570820612,19.599275810716357,80403000,7433166379
2002-01-24,19.7675724029541,19.94505271967288,19.52277297239007,19.61457261293961,83886000,7433166379
2002-01-25,19.522783279418945,19.844082774619892,19.434043074209278,19.642124159164556,48981200,7433166379
2002-01-28,19.528900146484375,19.706380527205276,19.25044047493304,19.654361140143333,41622000,7433166379
2002-01-29,19.06989288330078,19.73697203138874,18.968913633389768,19.55337275848015,58666000,7433166379
2002-01-30,19.23207664489746,19.24737756052566,18.76695822565873,19.10967749094368,66100000,7433166379
2002-01-31,19.495237350463867,19.52583801573022,19.008697862041096,19.296338279064685,69566200,7433166379
2002-02-01,19.1739444732666,19.73698406538973,19.115804940432476,19.629884618775176,63462200,7433166379
2002-02-04,18.702693939208984,19.183113184792948,18.589474421836496,19.094374194039247,70308400,7433166379
2002-02-05,18.711877822875977,19.042356815954594,18.512977596654693,18.604777252104537,66772600,7433166379
2002-02-06,18.482378005981445,18.938316798209687,18.436477594843538,18.852637275867938,66103000,7433166379
2002-02-07,18.29877471923828,18.85263438134406,18.283474973639994,18.451774509812672,63314000,7433166379
2002-02-08,18.558881759643555,18.56194124294877,18.00196241439972,18.396701129358746,61283000,7433166379
2002-02-11,18.70575714111328,18.73941728615921,18.234517445062107,18.36303672546011,50899600,7433166379
2002-02-12,18.402822494506836,18.620082009894553,18.366102855906608,18.50992309409387,44973800,7433166379
2002-02-13,18.916894912719727,18.935255308688156,18.344675995605694,18.439535123203015,54168600,7433166379
2002-02-14,18.874055862426758,19.274915768020428,18.763895817085235,18.97197564333125,57267000,7433166379
2002-02-15,18.430360794067383,18.9903407750815,18.421181177098678,18.88018070227242,50179800,7433166379
2002-02-19,18.032567977905273,18.40282744898897,17.931587485447952,18.33244763635049,52262600,7433166379
2002-02-20,18.329381942749023,18.470141520342214,17.992781582548048,18.176382097374812,50492000,7433166379
2002-02-21,17.76327896118164,18.442598539059215,17.751038695366766,18.27429896964068,59398400,7433166379
2002-02-22,17.744918823242188,17.97747802536435,17.487879090740886,17.76327805373061,71347800,7433166379
2002-02-25,18.07846450805664,18.32632354090712,17.714324084314214,17.72962383726977,51832200,7433166379
2002-02-26,17.91628074645996,18.35998050888388,17.717381657991393,18.08458033433217,63276200,7433166379
2002-02-27,17.86732292175293,18.405883066293363,17.744923737845568,18.075402818421335,65750000,7433166379
2002-02-28,17.852025985717773,18.2681858447011,17.79082580046203,17.986665459443255,68068000,7433166379
2002-03-01,18.779199600219727,18.794499350406472,18.008080284387344,18.06928045243044,62115600,7433166379
2002-03-04,19.369773864746094,19.43097401636704,18.626194765696727,18.73941545474901,74464200,7433166379
2002-03-05,19.302461624145508,19.54726115053209,19.076021332677783,19.27798108785874,55926400,7433166379
2002-03-06,19.47075653076172,19.492176411199736,19.030116322217495,19.250436426489607,49835400,7433166379
