Date,Close_NVDA,High_NVDA,Low_NVDA,Open_NVDA,Volume_NVDA,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2014-01-02,0.37388479709625244,0.37671370569646606,0.3705844411993172,0.3752992513963592,260092000,,,,,,,,,,,
2014-01-03,0.36940574645996094,0.37529925933086294,0.36822704388578054,0.3745920321658575,259332000,,,,,,,,,,,
2014-01-06,0.3743562400341034,0.3771851200741716,0.36964140249734845,0.37317750957305396,409492000,,,,,,,,,,,
2014-01-07,0.3804855942726135,0.38190004878565864,0.375535059681935,0.37812818881919813,333288000,,,,,,,,,,,
2014-01-08,0.38567185401916504,0.38755778373475197,0.3804855402756796,0.38189999458799123,308192000,,,,,,,,,,,
2014-01-09,0.3712916076183319,0.3804854747577568,0.3701129052618682,0.37977824772338237,292172000,,,,,,,,,,,
2014-01-10,0.37082013487815857,0.37506346933304907,0.36751977924795665,0.37247034079574276,218492000,,,,,,,,,,,
2014-01-13,0.36209776997566223,0.3731775682683993,0.3613905428287885,0.37082016318047717,243332000,,,,,,,,,,,
2014-01-14,0.3734133243560791,0.3741205515111686,0.36233349783214375,0.3639837038948478,241828000,,,,,,,,,,,
2014-01-15,0.3774208426475525,0.3788352967149413,0.37341326025992533,0.37506343793689173,175044000,,,,,,,,,,,
2014-01-16,0.3785995543003082,0.3793067813513703,0.3757706741985415,0.377420851916032,220652000,,,,,,,,,,,
2014-01-17,0.3769495189189911,0.3830787848726317,0.37459211326028197,0.37859969725958903,340400000,,,,,,,,,,,
2014-01-21,0.3783639073371887,0.3807213125833249,0.37435632403925473,0.3774209283772419,246076000,,,,,,,,,,,
2014-01-22,0.3778923749923706,0.37954255279562765,0.37341328883783503,0.37907107743790897,337940000,,,,,,,,,,,
2014-01-23,0.376477986574173,0.3807213217397688,0.37364910583127176,0.3767137383454514,185028000,,,,,,,,,,,
2014-01-24,0.3668125867843628,0.3748277810897234,0.3668125867843628,0.3734133267703992,246696000,,,,,,,,,,,
2014-01-27,0.3644552230834961,0.37199891473829205,0.36233354136332624,0.3668126284820254,233812000,,,,,,,,,,,
2014-01-28,0.3679913282394409,0.36822708001840476,0.3623335384667074,0.363747992935513,167996000,,,,,,,,,,,
2014-01-29,0.3644552230834961,0.36869855842134663,0.36421947130264754,0.36657687670117683,162944000,,,,,,,,,,,
