Date,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
1995-01-03,0.28475481271743774,0.288464735387171,0.2810448900477045,0.288464735387171,103868800,,,,,,,,,,,
1995-01-04,0.2921754717826843,0.2940304205533423,0.28660975859120263,0.28660975859120263,158681600,,,,,,,,,,,
1995-01-05,0.2884646952152252,0.2921754594797965,0.2875372084849578,0.2912471306380427,73640000,,,,,,,,,,,
1995-01-06,0.31165340542793274,0.3200015546411758,0.30516104720396936,0.3088709697273752,1076622400,,,,,,,,,,,
1995-01-09,0.3057402968406677,0.31072591933296195,0.30423271898221776,0.3088709704509075,274086400,,,,,,,,,,,
1995-01-10,0.324175089597702,0.3264937684774356,0.30608839866312854,0.30608839866312854,614790400,,,,,,,,,,,
1995-01-11,0.34690025448799133,0.3566388069002764,0.31675463337245113,0.32463905373801166,873824000,,,,,,,,,,,
1995-01-12,0.3366970121860504,0.34411769882566245,0.33205962793197685,0.3422619079661186,551779200,,,,,,,,,,,
1995-01-13,0.3329871594905853,0.3422619794724245,0.3292764191077512,0.3422619794724245,351377600,,,,,,,,,,,
1995-01-16,0.33020374178886414,0.3357694784918711,0.3283487934369593,0.3329870188120433,188977600,,,,,,,,,,,
1995-01-17,0.3339146375656128,0.33762456050612605,0.32742143650004707,0.33020387251343447,330108800,,,,,,,,,,,
1995-01-18,0.33855196833610535,0.33855196833610535,0.3320596108990382,0.33391455955192123,127657600,,,,,,,,,,,
1995-01-19,0.34040695428848267,0.3413344411005441,0.3339145961400267,0.3376245186202854,314294400,,,,,,,,,,,
1995-01-20,0.31629085540771484,0.34875517703289766,0.31536336846571333,0.34875517703289766,1000361600,,,,,,,,,,,
1995-01-23,0.3135083317756653,0.31629079204425137,0.3042326964061586,0.3107258962750648,398540800,,,,,,,,,,,
1995-01-24,0.30887097120285034,0.3144358426305488,0.3070159975482925,0.3135083558032699,218097600,,,,,,,,,,,
1995-01-25,0.3041172921657562,0.31165349949180043,0.29310306393225943,0.29310306393225943,517070400,,,,,,,,,,,
1995-01-26,0.2931029796600342,0.3079434873095278,0.2912471638762205,0.3033052605533427,246388800,,,,,,,,,,,
1995-01-27,0.2958853542804718,0.299595276090602,0.28939215519333117,0.2958853542804718,298569600,,,,,,,,,,,
1995-01-30,0.2977403998374939,0.30052283590991374,0.2958854507118775,0.2977403998374939,230585600,,,,,,,,,,,
1995-01-31,0.29959529638290405,0.30330521844431607,0.29681286102884114,0.3005227583222689,212777600,,,,,,,,,,,
1995-02-01,0.2977403998374939,0.30237780980352075,0.2958854507118775,0.30237780980352075,158368000,,,,,,,,,,,
1995-02-02,0.30887097120285034,0.3107259200894207,0.2977403614678915,0.2977403614678915,203582400,,,,,,,,,,,
1995-02-03,0.30052295327186584,0.31258105609702214,0.299595490730855,0.3116535687880109,319211200,,,,,,,,,,,
1995-02-06,0.30052295327186584,0.3023779278898882,0.29310312910377734,0.3023779278898882,243028800,,,,,,,,,,,
1995-02-07,0.3028413951396942,0.3042326125063311,0.2968127948069272,0.299595229540201,201600000,,,,,,,,,,,
1995-02-08,0.3139721155166626,0.3144358465520918,0.3033052614463034,0.3042327235171618,402864000,,,,,,,,,,,
1995-02-09,0.32371145486831665,0.32556642838624833,0.31258087072115703,0.31258087072115703,475395200,,,,,,,,,,,
1995-02-10,0.3246389329433441,0.3278851241288976,0.32185649750886114,0.3237114462091881,350963200,,,,,,,,,,,
1995-02-13,0.3255314230918884,0.33111159278032576,0.3218113016875714,0.3236713748077682,283371200,,,,,,,,,,,
1995-02-14,0.3194863200187683,0.32832160794068166,0.31716042073757966,0.32553152224662146,165614400,,,,,,,,,,,
