Date,Close_ORCL,High_ORCL,Low_ORCL,Open_ORCL,Volume_ORCL,SharesOutstanding
2005-01-03,10.76882266998291,11.154284286745204,10.752762184115909,11.146253660890387,60319300,2850792605
2005-01-04,10.487754821777344,10.825032592211409,10.375328387737705,10.808972110687133,80906400,2850792605
2005-01-05,10.519878387451172,10.648365325449054,10.447604293366723,10.463664777695179,42548400,2850792605
2005-01-06,10.616246223449707,10.720642077920562,10.503819741901996,10.543972111443518,55580100,2850792605
2005-01-07,10.704577445983887,10.800942642970268,10.560029267583058,10.712608070526711,45685800,2850792605
2005-01-10,10.592151641845703,10.800943297557868,10.57609115762922,10.696547469701786,47571800,2850792605
2005-01-11,10.60018253326416,10.7527613492892,10.48775684339579,10.511847953247216,63973000,2850792605
2005-01-12,10.825032234191895,10.833062857609645,10.63230186722025,10.648363114055755,53420800,2850792605
2005-01-13,10.825032234191895,10.97761101575958,10.71260656971297,10.744728297541576,56987700,2850792605
2005-01-14,10.945487976074219,11.049883770465575,10.833061559227609,10.889275150572068,42509100,2850792605
2005-01-18,11.065947532653809,11.16231273318019,10.857156647767916,10.913369489947671,60758900,2850792605
2005-01-19,10.817004203796387,11.08200869460686,10.800942954247859,10.969582245294752,51115100,2850792605
2005-01-20,10.664422988891602,10.985641014762301,10.664422988891602,10.792909892902937,45253200,2850792605
2005-01-21,10.688518524169922,10.833065957844411,10.66442664702199,10.72064026119121,40716100,2850792605
2005-01-24,10.632302284240723,10.841093906237102,10.608211178884966,10.728667471506183,37540700,2850792605
2005-01-25,10.913369178771973,11.033825484534715,10.808973356384422,10.833064464368467,48682500,2850792605
2005-01-26,10.937459945678711,11.250647403074822,10.929429321320287,11.210495047125193,78543500,2850792605
2005-01-27,11.218527793884277,11.226557653919356,10.841096801900687,10.97761437845129,61917900,2850792605
2005-01-28,10.985638618469238,11.20246003023261,10.881242840271248,11.170338311236474,47465300,2850792605
2005-01-31,11.057917594909668,11.154282794749786,10.945491145508264,11.057917594909668,38555200,2850792605
2005-02-01,10.961551666259766,11.049887007460207,10.90533882429042,11.025795133036887,43567600,2850792605
2005-02-02,10.889278411865234,11.001704096540555,10.80094307008601,10.97761298780192,42057200,2850792605
2005-02-03,10.712604522705078,10.8812437530416,10.664421557247962,10.817000309660282,39310700,2850792605
2005-02-04,10.969581604003906,11.001703335380569,10.680486021613941,10.688516645918728,35832700,2850792605
2005-02-07,10.881243705749512,10.929425905154963,10.768817297399707,10.897304183603913,43465100,2850792605
2005-02-08,10.817004203796387,10.92140002833423,10.808973579022123,10.88124767030544,28869900,2850792605
2005-02-09,10.576088905334473,10.825032101493925,10.560027658695853,10.768819269943544,42305100,2850792605
2005-02-10,10.55199909210205,10.632303037591985,10.45563389800864,10.608211930529253,41274700,2850792605
2005-02-11,10.7206392288208,10.752760962748848,10.447604107511125,10.52790805940997,50626000,2850792605
2005-02-14,10.688518524169922,10.744731372496522,10.624274284284724,10.648366161432655,34744600,2850792605
2005-02-15,10.672456741333008,10.808974308336632,10.648365631227245,10.712609102071,43226900,2850792605
2005-02-16,10.704577445983887,10.808973267513094,10.624272732240646,10.632303356783472,28360700,2850792605
2005-02-17,10.407452583312988,10.744731199528337,10.3512397358913,10.680487726519948,44724400,2850792605
2005-02-18,10.391388893127441,10.431541245793987,10.311084953636778,10.415480764232827,34769400,2850792605
2005-02-22,10.16653823852539,10.335177531072413,10.150477754676526,10.24684295529732,50815200,2850792605
2005-02-23,10.399422645568848,10.43154438419765,10.11032699790962,10.222752700189101,40930600,2850792605
2005-02-24,10.447606086730957,10.53594068030677,10.303057873749907,10.311088500213897,39114400,2850792605
2005-02-25,10.543968200683594,10.551998824781888,10.407450654382455,10.471694115483878,29254000,2850792605
2005-02-28,10.399422645568848,10.6403360682062,10.367300906940045,10.503818487573122,37646400,2850792605
2005-03-01,10.56003189086914,10.632305998023636,10.42351430309792,10.463666669944049,47027400,2850792605
2005-03-02,10.479727745056152,10.600184077706292,10.295027167037562,10.463666492253369,49438200,2850792605
2005-03-03,10.51184368133545,10.576087125393054,10.407447893281276,10.503813059367683,35449800,2850792605
2005-03-04,10.664422988891602,10.808971138825534,10.584119056805694,10.616240782808529,55955700,2850792605
2005-03-07,10.921399116516113,11.049886038806955,10.712607484872262,10.736698591341177,54894700,2850792605
2005-03-08,10.937459945678711,11.082008120760376,10.91336883844593,10.921399462804354,38824300,2850792605
2005-03-09,10.7206392288208,10.95352199125978,10.688517494892753,10.792912555776997,38544700,2850792605
2005-03-10,10.648366928100586,10.776853885436628,10.616245188766575,10.728670893514273,28878100,2850792605
2005-03-11,10.51184368133545,10.74472635750483,10.439569615310079,10.70457401350826,36704200,2850792605
2005-03-14,10.56003189086914,10.640336624561401,10.447606182711215,10.51988028986571,30111500,2850792605
2005-03-15,10.56003189086914,10.672458364869765,10.527910150560777,10.656397877636932,34154200,2850792605
