Date,Close_TSM,High_TSM,Low_TSM,Open_TSM,Volume_TSM,SharesOutstanding
1998-01-02,1.9568179845809937,1.9568179845809937,1.9170182882845719,1.9236516305234632,568789,5186523104
1998-01-05,1.9501845836639404,1.9700847288274914,1.9170182306043364,1.9568179257032445,1749650,5186523104
1998-01-06,1.9103846549987793,1.930284798969389,1.9037517895396465,1.930284798969389,1504069,5186523104
1998-01-07,1.7246530055999756,1.8705854513074374,1.7246530055999756,1.8705854513074374,1337054,5186523104
1998-01-08,1.6450533866882324,1.7047533386940323,1.6450533866882324,1.698119878420472,4584186,5186523104
1998-01-09,1.5455541610717773,1.6516867914840745,1.5389212957710614,1.6450534500008431,5332692,5186523104
1998-01-12,1.5986207723617554,1.618520439655514,1.4195219810334976,1.5123878093448098,3469190,5186523104
1998-01-13,1.7843527793884277,1.7976195839931015,1.6583204570342427,1.6649539188594056,2123668,5186523104
1998-01-14,1.817518711090088,1.8904849884176427,1.7710860367665278,1.8904849884176427,2803486,5186523104
1998-01-15,1.7909854650497437,1.8175184692957882,1.764452460803699,1.804252264786787,1833863,5186523104
1998-01-16,1.8506855964660645,1.8639522819140513,1.8440521346964198,1.8639522819140513,2319380,5186523104
1998-01-20,1.9568179845809937,1.983351115445275,1.8971186187048243,1.8971186187048243,3270655,5186523104
1998-01-21,1.9966180324554443,2.003251494512532,1.9435515264553056,1.950184869466737,2871233,5186523104
1998-01-22,2.0496835708618164,2.0563170313285335,1.9634512037983036,1.9966175537668676,1798578,5186523104
1998-01-23,2.0961170196533203,2.109383227438841,2.0563172058403802,2.1027502425917186,1195445,5186523104
1998-01-26,2.2553153038024902,2.2553153038024902,2.1956158279727584,2.2420486213451896,3288062,5186523104
1998-01-27,2.321648597717285,2.3349152822192374,2.2619491126867124,2.268582573983331,2171655,5186523104
1998-01-28,2.4410462379455566,2.4410462379455566,2.334914237944475,2.334914237944475,3175151,5186523104
1998-01-29,2.33491587638855,2.4410479508640353,2.33491587638855,2.4410479508640353,3233489,5186523104
1998-01-30,2.5206458568573,2.5339125355504675,2.3548139207853804,2.3614473791775548,4949265,5186523104
1998-02-02,2.6002469062805176,2.6267798023154465,2.5538136239454494,2.5604470860454955,2354194,5186523104
1998-02-03,2.7727115154266357,2.7793447384651913,2.673212217483188,2.706378570767244,5174617,5186523104
1998-02-04,2.6201469898223877,2.7329130061382387,2.5869806264783617,2.7329130061382387,2420059,5186523104
1998-02-05,2.6400463581085205,2.7594455855965516,2.633413371920321,2.73291268847846,1634387,5186523104
1998-02-06,2.626779317855835,2.640045763426555,2.5538131529430625,2.6201460950704747,1084886,5186523104
1998-02-09,2.5339136123657227,2.640045896557274,2.527280389245866,2.626779450317561,1854563,5186523104
1998-02-10,2.6135125160217285,2.6466788665401557,2.5670799586236934,2.573712704926608,1728950,5186523104
1998-02-11,2.69311261177063,2.699746073513755,2.640046108282135,2.699746073513755,3018958,5186523104
1998-02-12,2.8125112056732178,2.8125112056732178,2.739545035019693,2.752811957816754,3442374,5186523104
1998-02-13,2.746178150177002,2.772711278151931,2.7329119433264255,2.772711278151931,1759530,5186523104
1998-02-17,2.8456783294677734,2.878844690284955,2.832411880377434,2.8523115540129433,2100145,5186523104
1998-02-18,2.892110586166382,2.8987440469879266,2.845677550871908,2.8523107736021847,1625918,5186523104
1998-02-19,2.958444356918335,2.958444356918335,2.9319112204694084,2.958444356918335,1120642,5186523104
1998-02-20,2.878844738006592,2.9717105974523728,2.872211275260128,2.9717105974523728,1716718,5186523104
1998-02-23,2.8125112056732178,2.878844153019501,2.7992449971500233,2.8655779444963065,1026549,5186523104
1998-02-24,2.872211456298828,2.8921116077012106,2.819145417621668,2.839045092841346,2524972,5186523104
1998-02-25,3.084474802017212,3.1242746028398742,2.912009395271005,2.9186428541355807,3695012,5186523104
1998-02-26,3.1574413776397705,3.223774070649244,3.1441746961831374,3.223774070649244,1549703,5186523104
1998-02-27,3.044675350189209,3.1176415013336727,3.0115090044294437,3.1176415013336727,980914,5186523104
1998-03-02,2.991609811782837,3.0513092911868127,2.991609811782837,3.0446758305153887,777204,5186523104
1998-03-03,2.9650769233703613,2.998243515138265,2.9053769629516224,2.9584437002532935,2350431,5186523104
1998-03-04,2.8191444873809814,2.8655777618459073,2.812511026405264,2.839044156034312,1772232,5186523104
1998-03-05,2.5604472160339355,2.653313071144731,2.5538137535971224,2.6466796087079176,2942272,5186523104
1998-03-06,2.7992448806762695,2.8456776799862284,2.659946006563836,2.659946006563836,2974264,5186523104
1998-03-09,2.7196450233459473,2.7528116118970023,2.653312322426355,2.6798454504124436,866592,5186523104
1998-03-10,2.7793450355529785,2.7793450355529785,2.732912469319854,2.732912469319854,1178038,5186523104
1998-03-11,2.892110586166382,2.9186437151787574,2.885477363436105,2.892110586166382,1091002,5186523104
1998-03-12,2.852311611175537,2.8921114354268416,2.812511786924232,2.8921114354268416,471874,5186523104
1998-03-13,2.852311611175537,2.8854782107487367,2.825778712463118,2.878844747979294,891056,5186523104
1998-03-16,2.8390443325042725,2.8921108331521617,2.8390443325042725,2.8921108331521617,1242491,5186523104
1998-03-17,2.72627854347229,2.845677502972585,2.7196450827624012,2.845677502972585,2250222,5186523104
1998-03-18,2.666578531265259,2.693111654532941,2.6599453099711425,2.693111654532941,2122256,5186523104
1998-03-19,2.732912063598633,2.746178271033039,2.6931122508390675,2.6931122508390675,1310238,5186523104
1998-03-20,2.72627854347229,2.7594448946566756,2.713011860143777,2.7395447506182746,1988174,5186523104
1998-03-23,2.653313159942627,2.6665798471689204,2.6400464727163335,2.646679697283813,727335,5186523104
1998-03-24,2.746178150177002,2.759444833210096,2.706378339168979,2.706378339168979,931045,5186523104
1998-03-25,2.8655781745910645,2.892111069950519,2.839044564957686,2.8655781745910645,2439818,5186523104
1998-03-26,2.8456783294677734,2.8523115540129433,2.8257786558322646,2.8390448668312707,907522,5186523104
1998-03-27,2.8390443325042725,2.8788441484673672,2.825778124002055,2.8655779399651498,705694,5186523104
1998-03-30,2.7926106452941895,2.8324102071451467,2.772710507231922,2.825776986518519,666175,5186523104
1998-03-31,2.746178150177002,2.792611421747201,2.7395446896148257,2.792611421747201,3265951,5186523104
1998-04-01,2.72627854347229,2.7329120041821784,2.6997456529977923,2.7329120041821784,1167217,5186523104
