Date,Close_TSM,High_TSM,Low_TSM,Open_TSM,Volume_TSM,SharesOutstanding
2023-01-03,71.06710815429688,72.92946619288129,70.81751204136263,72.81426629674752,9276200,5186523104
2023-01-04,73.26544952392578,73.54384375248213,71.48949341324658,71.9886782659396,12316400,5186523104
2023-01-05,72.69906616210938,73.38064899756542,72.32466836963263,72.95825674639231,10039200,5186523104
2023-01-06,74.9454116821289,75.5885945794539,73.10225741335695,73.4382479325533,13744100,5186523104
2023-01-09,77.09576416015625,77.96934690018406,76.85576986771493,77.33575845259757,22247600,5186523104
2023-01-10,78.01734924316406,78.31494717619582,77.23977000082125,77.28777179377501,10269000,5186523104
2023-01-11,78.50694274902344,78.61254083838675,77.40296738461782,78.30534839406955,11771400,5186523104
2023-01-12,83.51801300048828,85.27477296275198,81.0412701675307,81.55965871331563,36086800,5186523104
2023-01-13,83.32601928710938,83.61400803677546,81.50206124304665,81.9916516387367,18719900,5186523104
2023-01-17,85.42837524414062,86.13876369756571,82.71164513512021,82.76924142765102,21850000,5186523104
2023-01-18,85.88916778564453,87.56912801336495,85.78356969969276,86.85874688209014,19209800,5186523104
2023-01-19,84.86199188232422,86.40755586838584,84.72759565084453,85.46677492398278,13651100,5186523104
2023-01-20,87.38672637939453,87.38672637939453,85.62996628460546,86.39795100089813,14287200,5186523104
2023-01-23,91.8314208984375,91.8986190083275,88.04910845137073,88.08750841759998,22875100,5186523104
2023-01-24,90.77545166015625,94.07777593461698,87.8859252440487,91.9562269684463,11370500,5186523104
2023-01-25,88.71148681640625,89.27786978660812,87.47311548564221,88.9706774093364,14147300,5186523104
2023-01-26,89.70986938476562,90.50665224495418,88.93229017067887,90.13226171046463,15759400,5186523104
2023-01-27,89.56587982177734,90.35306086913248,88.54829896248036,89.10508752193878,13646600,5186523104
2023-01-30,89.40267181396484,90.4778488883391,88.87468876129786,89.13387937638244,14079800,5186523104
2023-01-31,89.01868438720703,89.04748252987453,86.39794354379892,87.35792069428557,13342100,5186523104
2023-02-01,90.9482421875,91.93701757851302,88.86509332254585,89.27788383107067,16788500,5186523104
2023-02-02,92.78179168701172,93.59777078804737,92.00420522626858,92.73378990057961,14925300,5186523104
2023-02-03,90.87144470214844,93.06978603131115,90.53544682500315,91.23623339922264,12242200,5186523104
2023-02-06,88.15471649169922,88.36591266780943,87.10833743480198,88.12591834478337,12425200,5186523104
