Date,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2014-01-02,17.1733341217041,17.29441987289749,17.13887178975653,17.252505957050168,234684800,,,,,,,,,,,
2014-01-03,16.796100616455078,17.191024459141047,16.779023662203507,17.164945583864927,392467600,,,,,,,,,,,
2014-01-06,16.8876953125,16.97680092758169,16.566973795590943,16.686507538147357,412610800,,,,,,,,,,,
2014-01-07,16.766921997070312,16.950722751425502,16.701101333420812,16.899805254968708,317209200,,,,,,,,,,,
2014-01-08,16.87310218811035,16.938301048173493,16.725005715858895,16.72872984901171,258529600,,,,,,,,,,,
2014-01-09,16.657629013061523,16.978660519940444,16.621302967916062,16.97679679551359,279148800,,,,,,,,,,,
2014-01-10,16.546478271484375,16.790511754314466,16.489661207970492,16.76039536125421,304976000,,,,,,,,,,,
2014-01-13,16.633108139038086,16.843299520052955,16.45147950585868,16.452411368408516,378492800,,,,,,,,,,,
2014-01-14,16.96407699584961,16.974632578799252,16.693030982270226,16.710418013814362,332561600,,,,,,,,,,,
2014-01-15,17.304662704467773,17.392838108831608,17.12769175957041,17.18544069678474,391638800,,,,,,,,,,,
2014-01-16,17.208105087280273,17.288828906901596,17.128311471890473,17.228286042185605,229278000,,,,,,,,,,,
2014-01-17,16.786476135253906,17.140417959533895,16.762569392901856,17.12210073226499,426739600,,,,,,,,,,,
2014-01-21,17.04728126525879,17.07832787149393,16.77871916748624,16.796416263638115,328526800,,,,,,,,,,,
2014-01-22,17.123035430908203,17.302488575112164,17.008159353001627,17.104406474408147,379985200,,,,,,,,,,,
2014-01-23,17.268030166625977,17.277965612346645,16.9150200659854,17.074293949428323,403239200,,,,,,,,,,,
2014-01-24,16.954137802124023,17.25064084489763,16.91315409397089,17.200343486677898,429354800,,,,,,,,,,,
2014-01-27,17.091676712036133,17.22518175634849,16.944202021959807,17.078327202475812,554878800,,,,,,,,,,,
2014-01-28,15.725586891174316,15.98948967628995,15.588044323863048,15.795753481340933,1065523200,,,,,,,,,,,
2014-01-29,15.547060012817383,15.752595347382627,15.480929292095958,15.64641278605177,502810000,,,,,,,,,,,
2014-01-30,15.516946792602539,15.725587824928015,15.421321449081576,15.602638349072224,678501600,,,,,,,,,,,
2014-01-31,15.542401313781738,15.571275778921644,15.323516485816397,15.374123902293658,464797200,,,,,,,,,,,
2014-02-03,15.571274757385254,15.763770626316836,15.502040048942556,15.604806873511148,401464000,,,,,,,,,,,
2014-02-04,15.796684265136719,15.817487017518078,15.609467784296065,15.705404851889963,376681200,,,,,,,,,,,
2014-02-05,15.914667129516602,15.998184896775316,15.717825258080778,15.727450635573618,328344800,,,,,,,,,,,
2014-02-06,16.007431030273438,16.038353223653672,15.86063317987853,15.930909527343339,257765200,,,,,,,,,,,
2014-02-07,16.231372833251953,16.33288162147074,16.159536871154668,16.284469994480784,370280400,,,,,,,,,,,
2014-02-10,16.522151947021484,16.61585259948989,16.178897036085715,16.1995107125767,345559200,,,,,,,,,,,
2014-02-11,16.739850997924805,16.795757133692618,16.538081156811717,16.5727514346472,282256800,,,,,,,,,,,
2014-02-12,16.738603591918945,16.852294104724493,16.65489949815013,16.77077514801626,308100800,,,,,,,,,,,
2014-02-13,17.00439453125,17.017512020544054,16.684875911369012,16.69924276478835,307398000,,,,,,,,,,,
2014-02-14,16.990659713745117,17.052816032044348,16.903833026778692,16.943185517488388,272924400,,,,,,,,,,,
2014-02-18,17.05312156677246,17.21553393229013,17.041251771122766,17.053433490857127,260251600,,,,,,,,,,,
2014-02-19,16.78388786315918,17.081229886995843,16.68956336291843,17.014389732628807,313768000,,,,,,,,,,,
2014-02-20,16.589622497558594,16.772338341575768,16.522470392386523,16.647091608778556,305858000,,,,,,,,,,,
2014-02-21,16.405345916748047,16.696441244988808,16.3850441556184,16.64084534502568,278784800,,,,,,,,,,,
2014-02-24,16.477174758911133,16.551199174770804,16.316949212698674,16.339749693576266,288909600,,,,,,,,,,,
2014-02-25,16.305709838867188,16.540271795549184,16.272602509832236,16.53433856452453,231952000,,,,,,,,,,,
2014-02-26,16.158601760864258,16.397537352806403,16.10394330302157,16.35412317793239,276217200,,,,,,,,,,,
2014-02-27,16.48092269897461,16.515591302545165,16.11798992545261,16.1520346809797,301882000,,,,,,,,,,,
2014-02-28,16.436262130737305,16.63959159222252,16.30757927032451,16.52496366378077,371968800,,,,,,,,,,,
2014-03-03,16.48373794555664,16.57400244404136,16.329132010474165,16.34818440175355,238781200,,,,,,,,,,,
2014-03-04,16.592426300048828,16.63615404882417,16.48404687037387,16.584931782587542,259140000,,,,,,,,,,,
2014-03-05,16.627416610717773,16.70206324203938,16.526531649287595,16.582441143793584,200062800,,,,,,,,,,,
2014-03-06,16.577119827270508,16.692371579205485,16.49435154158704,16.64083572764409,185488800,,,,,,,,,,,
2014-03-07,16.56744956970215,16.61554928513373,16.430334688713398,16.587751332655323,220729600,,,,,,,,,,,
2014-03-10,16.582443237304688,16.65771539458135,16.50186002766866,16.502485544199676,178584000,,,,,,,,,,,
2014-03-11,16.74390983581543,16.826678141632957,16.634592953710282,16.72392167361044,279224400,,,,,,,,,,,
2014-03-12,16.760156631469727,16.783269045648446,16.61617109510229,16.694567483236362,199326400,,,,,,,,,,,
2014-03-13,16.573999404907227,16.855411612801223,16.527461003644436,16.786074399048836,257742800,,,,,,,,,,,
2014-03-14,16.387853622436523,16.5815001299098,16.335068385477975,16.515909322904456,237199200,,,,,,,,,,,
2014-03-17,16.451889038085938,16.552772356123704,16.424091080164324,16.481873802058274,199544800,,,,,,,,,,,
2014-03-18,16.597423553466797,16.61522657681048,16.40377710110902,16.42564014120699,209647200,,,,,,,,,,,
2014-03-19,16.593059539794922,16.748601291302702,16.522471260793697,16.624293660601623,224756000,,,,,,,,,,,
2014-03-20,16.513099670410156,16.637097028526977,16.470934863941277,16.55026701821218,208398400,,,,,,,,,,,
2014-03-21,16.643339157104492,16.67082517477366,16.43907390939657,16.613979926797718,374046400,,,,,,,,,,,
2014-03-24,16.84073829650879,16.881653737901424,16.711743481016246,16.81668844392617,355700800,,,,,,,,,,,
2014-03-25,17.02189826965332,17.04563620798798,16.853237307048285,16.91289491118988,282293200,,,,,,,,,,,
2014-03-26,16.859167098999023,17.147139846520435,16.830433376715188,17.069680897159323,299768000,,,,,,,,,,,
2014-03-27,16.786697387695312,16.912881502336194,16.71361208493793,16.866655027491614,222031600,,,,,,,,,,,
2014-03-28,16.767961502075195,16.832926789385226,16.68644255180615,16.813562473253505,200564000,,,,,,,,,,,
