Date,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2010-01-04,23.173341751098633,23.28565168121336,22.903796776344695,22.926259333606936,38409100,,,,,,,,,,,
2010-01-05,23.180824279785156,23.285648102801957,22.941229418200507,23.0984644386767,49749600,,,,,,,,,,,
2010-01-06,23.038570404052734,23.270677794858127,22.85138670189715,23.120930261894337,58182400,,,,,,,,,,,
2010-01-07,22.79897689819336,22.986160611879352,22.604305664588118,22.933747972444618,50559700,,,,,,,,,,,
2010-01-08,22.956209182739258,23.120930326984503,22.641740505108654,22.671690583025054,51197400,,,,,,,,,,,
2010-01-11,22.664213180541992,23.031093230198234,22.551903194418482,22.993655616091097,68754700,,,,,,,,,,,
2010-01-12,22.514455795288086,22.761538228614725,22.394658338408405,22.574354523727926,65912100,,,,,,,,,,,
2010-01-13,22.724105834960938,22.85139083255895,22.469535839764912,22.656719575756192,51863500,,,,,,,,,,,
2010-01-14,23.180824279785156,23.285648102801957,22.656710877093243,22.694147038679084,63228100,,,,,,,,,,,
2010-01-15,23.105966567993164,23.390485289019804,22.9936551560179,23.270687782471857,79913200,,,,,,,,,,,
2010-01-19,23.285655975341797,23.390478405699508,22.971187256170165,23.02359847134902,46575700,,,,,,,,,,,
2010-01-20,22.903799057006836,23.165856538767923,22.694152785978293,23.068520209037445,54849500,,,,,,,,,,,
2010-01-21,22.469533920288086,23.001134999603583,22.462046400116233,22.9187751339101,73086700,,,,,,,,,,,
2010-01-22,21.683361053466797,22.611793544872384,21.593513669200725,22.462046000297697,102004600,,,,,,,,,,,
2010-01-25,21.95290756225586,22.207477548565663,21.788186394448907,21.893008825953466,63373000,,,,,,,,,,,
2010-01-26,22.087682723999023,22.349740262276377,21.78070148513371,21.863062792960545,66639900,,,,,,,,,,,
2010-01-27,22.214963912963867,22.327273859173502,21.72828652732316,21.97536898022373,63949500,,,,,,,,,,,
2010-01-28,21.83310890197754,22.364711407329473,21.630950142417014,22.342248846901043,117513700,,,,,,,,,,,
2010-01-29,21.09935188293457,22.402150571701963,20.71000935210331,22.38717552941646,193888500,,,,,,,,,,,
2010-02-01,21.271554946899414,21.323966152908454,20.904675076737867,21.256579908583042,85931100,,,,,,,,,,,
2010-02-02,21.308990478515625,21.338940554254354,21.06939558499866,21.241605664299914,54413700,,,,,,,,,,,
