Date,Close_GOOG,High_GOOG,Low_GOOG,Open_GOOG,Volume_GOOG,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2018-01-02,52.8880729675293,52.98441380384693,51.90629286000406,52.060734479904,24752000,,,,,,,,,,,
2018-01-03,53.75613021850586,53.94533379021749,52.799177971146435,52.853804449918876,28604000,,,,,,,,,,,
2018-01-04,53.950801849365234,54.30686664970962,53.831717024674354,54.03025993034952,20092000,,,,,,,,,,,
2018-01-05,54.73692321777344,54.83723847831633,54.228898428695565,54.32822103152564,25582000,,,,,,,,,,,
2018-01-08,54.970821380615234,55.18584922125656,54.70663046318352,54.73692167765171,20952000,,,,,,,,,,,
2018-01-09,54.93705749511719,55.151092699188574,54.68731692102582,55.09299190873267,18050000,,,,,,,,,,,
2018-01-10,54.755794525146484,54.854617009347734,54.43300269957067,54.48216577724561,20856000,,,,,,,,,,,
2018-01-11,54.900306701660156,54.95021237906043,54.60582077077541,54.93903929656321,19566000,,,,,,,,,,,
2018-01-12,55.73161315917969,55.83242474434469,54.68328709430971,54.74585862651807,34410000,,,,,,,,,,,
2018-01-16,55.706783294677734,56.60811263801479,55.51171849196348,56.24062850846902,31506000,,,,,,,,,,,
2018-01-17,56.21431350708008,56.245104840653894,55.470900006749574,55.92827274039836,24052000,,,,,,,,,,,
2018-01-18,56.105552673339844,56.24062989033983,55.49523113023211,56.186003408944515,23964000,,,,,,,,,,,
2018-01-19,56.48893356323242,56.50631643945255,56.03156462934742,56.20686343426298,35564000,,,,,,,,,,,
2018-01-22,57.3977165222168,57.59983224401274,56.36975124793285,56.48794192654838,32360000,,,,,,,,,,,
2018-01-23,58.10090255737305,58.18318706020457,57.54371470214178,57.598341185327385,26662000,,,,,,,,,,,
2018-01-24,57.81635665893555,58.59204673689008,57.657940599368324,58.46640732831578,28332000,,,,,,,,,,,
2018-01-25,58.12076187133789,58.397368564408744,57.74284727127152,58.228025723948306,29610000,,,,,,,,,,,
2018-01-26,58.39240646362305,58.39240646362305,57.51193046149692,58.35466652766521,40376000,,,,,,,,,,,
2018-01-29,58.37948989868164,58.941148457153886,58.200713020582356,58.424186012591214,27578000,,,,,,,,,,,
2018-01-30,57.78903579711914,58.42617425367636,57.780590629458416,57.99462580733628,31126000,,,,,,,,,,,
2018-01-31,58.09940719604492,58.25136715909191,57.56258024869863,58.1306910649708,30774000,,,,,,,,,,,
2018-02-01,57.98816680908203,58.30102823997457,57.48262750486018,57.73539905135586,48242000,,,,,,,,,,,
2018-02-02,55.21713638305664,55.7718387966346,54.987605133735364,55.7187013008152,97158000,,,,,,,,,,,
2018-02-05,52.43119812011719,55.122777897330806,52.243979861490146,54.15936957572796,75966000,,,,,,,,,,,
2018-02-06,53.66277313232422,53.71789594583136,50.80915119580008,51.009929479955936,68960000,,,,,,,,,,,
2018-02-07,52.072654724121094,53.72137198913794,52.056760834929456,53.70945251943666,47384000,,,,,,,,,,,
2018-02-08,49.73564910888672,52.57124410115747,49.692942094047645,52.411835394420486,57182000,,,,,,,,,,,
2018-02-09,51.53632736206055,51.84372542844399,49.29069306410907,50.516803449999195,70118000,,,,,,,,,,,
2018-02-12,52.2395133972168,52.714265204821956,51.69265372159088,52.043853743983924,41154000,,,,,,,,,,,
2018-02-13,52.24745559692383,52.55882426476499,51.849528697529536,51.89486890399878,25302000,,,,,,,,,,,
2018-02-14,53.12147521972656,53.22178668459579,51.981775425674854,52.0910245981142,31116000,,,,,,,,,,,
2018-02-15,54.105743408203125,54.203027650932064,52.85529781602886,53.58679181686359,36868000,,,,,,,,,,,
2018-02-16,54.367950439453125,54.8580960266974,54.04580269931168,54.05062201465221,33590000,,,,,,,,,,,
2018-02-20,54.74834060668945,55.318933081882676,54.05607558783214,54.15787982424785,28462000,,,,,,,,,,,
2018-02-21,55.189327239990234,56.313136978449826,54.94053009453812,54.94748248709305,30258000,,,,,,,,,,,
2018-02-22,54.955421447753906,55.7594172508266,54.754794743575836,55.43017319301921,26344000,,,,,,,,,,,
2018-02-23,55.956573486328125,55.98090496485596,54.86027405166285,55.25388175040145,25220000,,,,,,,,,,,
2018-02-26,56.798805236816406,56.80923571882851,55.95185237069528,56.006725117146885,31182000,,,,,,,,,,,
2018-02-27,55.53446960449219,56.8132173954044,55.520068489404466,56.67416953333667,35482000,,,,,,,,,,,
2018-02-28,54.8610725402832,55.99332366867216,54.787077865678945,55.769854447089536,37652000,,,,,,,,,,,
2018-03-01,53.1125373840332,55.12873871823473,52.98744357728,55.017004113184036,50318000,,,,,,,,,,,
2018-03-02,53.579341888427734,53.732245268704624,52.04956169802064,52.29612346619665,45432000,,,,,,,,,,,
2018-03-05,54.17576217651367,54.48216377240962,53.086714419889816,53.39162702928644,24044000,,,,,,,,,,,
2018-03-06,54.380859375,54.718052324199114,54.11840749086809,54.58744584602216,30656000,,,,,,,,,,,
2018-03-07,55.10490417480469,55.23302900747795,53.90521669832355,54.08935470562029,25850000,,,,,,,,,,,
2018-03-08,55.91734313964844,55.99680121956863,55.26182913538599,55.386972201367485,27102000,,,,,,,,,,,
2018-03-09,57.60777282714844,57.64551655047141,56.238197005229466,56.41394287453876,42560000,,,,,,,,,,,
2018-03-12,57.82925796508789,58.45249543196276,57.477663922141424,57.79698143568713,43446000,,,,,,,,,,,
2018-03-13,56.521705627441406,58.43809179988872,56.28134987436981,58.10238787169141,38144000,,,,,,,,,,,
2018-03-14,57.0838623046875,57.535771628609325,56.68409782151433,56.87131988833076,25828000,,,,,,,,,,,
2018-03-15,57.08833312988281,57.659425790721365,56.34144533214492,57.10720499300261,27908000,,,,,,,,,,,
2018-03-16,56.40053176879883,57.401183675892725,56.21331351376442,57.314776999155065,61840000,,,,,,,,,,,
2018-03-19,54.61724090576172,55.718204341443595,54.0804139139647,55.619878189864316,56118000,,,,,,,,,,,
2018-03-20,54.51246643066406,54.88441758369372,53.80480750082079,54.5765269580591,36638000,,,,,,,,,,,
2018-03-21,54.173282623291016,54.939042320496,53.88873083147711,54.2656528390508,37578000,,,,,,,,,,,
2018-03-22,52.09748458862305,53.77699325186029,51.940064987171965,53.726341186785326,53340000,,,,,,,,,,,
2018-03-23,50.73133087158203,52.80662947936399,50.713951784929556,51.99568121097577,43134000,,,,,,,,,,,
2018-03-26,52.302581787109375,52.42276156835437,50.077308406348244,51.944531665199065,53302000,,,,,,,,,,,
2018-03-27,49.913429260253906,52.880077561910994,49.50720874616309,52.7887530585986,61906000,,,,,,,,,,,
2018-03-28,49.88661193847656,50.86342494052389,48.698741736807605,49.560842161521364,67386000,,,,,,,,,,,
2018-03-29,51.238861083984375,51.79555261409075,49.80417897504424,50.237712752736996,54536000,,,,,,,,,,,
2018-04-02,49.981468200683594,51.38834077611302,49.18193923537116,50.793409176318754,53608000,,,,,,,,,,,
2018-04-03,50.32610321044922,50.702525031699146,49.36567289041611,50.35093101657945,45502000,,,,,,,,,,,
2018-04-04,50.90861892700195,51.08630464932609,49.3125428509459,49.332903699420676,49694000,,,,,,,,,,,
2018-04-05,51.04121017456055,51.78511994615038,50.65987050626826,51.71261804955385,27260000,,,,,,,,,,,
2018-04-06,50.009769439697266,51.22048212741883,49.81063171022314,50.65336394061128,34928000,,,,,,,,,,,
2018-04-09,50.427406311035156,51.626699576137234,50.35937137960036,50.494448584897086,35032000,,,,,,,,,,,
2018-04-10,51.23141098022461,51.46183258935683,50.22331028352031,50.97317601244859,39490000,,,,,,,,,,,
2018-04-11,50.651878356933594,51.217704611324045,50.4482698656689,51.050153842637805,29678000,,,,,,,,,,,
2018-04-12,51.27461242675781,51.6808329367038,50.724627054430854,50.903650206687104,27140000,,,,,,,,,,,
2018-04-13,51.11371612548828,51.96538608874161,50.80135100759755,51.69026836576851,24460000,,,,,,,,,,,
