Date,Close_TSM,High_TSM,Low_TSM,Open_TSM,Volume_TSM,SharesOutstanding
2019-01-02,31.420387268066406,31.618269924089404,30.97299910931207,31.145071982989442,5273100,5186523104
2019-01-03,29.562007904052734,30.560026648195763,29.48457527381676,30.405161387723815,15998000,5186523104
2019-01-04,30.08683204650879,30.138451617729796,29.4329557002244,29.648045999025253,14178200,5186523104
2019-01-07,30.31052589416504,30.517014034509454,30.086833417308103,30.1212453723508,6850800,5186523104
2019-01-08,30.061012268066406,30.267500352906563,29.802904623528782,30.207275345248345,11462600,5186523104
2019-01-09,30.637462615966797,30.938587720789553,30.396562532108593,30.396562532108593,11770300,5186523104
2019-01-10,31.3343563079834,31.38597916641814,30.456790688717597,30.50841026513451,7894600,5186523104
2019-01-11,31.497817993164062,31.63547562738152,31.17948532941436,31.360160358946604,7232700,5186523104
2019-01-14,30.766508102416992,31.136463597220978,30.73209615654112,31.084844037398785,6146200,5186523104
2019-01-15,31.007417678833008,31.170885121316672,30.800929551785412,31.007417678833008,10165800,5186523104
2019-01-16,30.66327476501465,30.998815131113854,30.66327476501465,30.88697053042595,8727400,5186523104
2019-01-17,31.22250747680664,31.446199935699752,29.966380963137304,30.043810317278574,21916900,5186523104
2019-01-18,31.69570541381836,31.841965236333603,31.110659559722613,31.179490028212644,12905900,5186523104
2019-01-22,31.291337966918945,31.626878331691483,31.059040033918482,31.403185849182368,13381700,5186523104
2019-01-23,31.39457893371582,31.60966921522876,31.179488652202885,31.428990884424792,13918600,5186523104
2019-01-24,32.38399124145508,32.38399124145508,31.644080171187362,31.73011825029822,14094100,5186523104
2019-01-25,32.814178466796875,32.9174209007168,32.590485979634074,32.693728413554,16763700,5186523104
2019-01-28,32.21192169189453,32.40120220346898,31.74732914478424,31.764533480366033,14086500,5186523104
2019-01-29,31.25691795349121,32.082863758788115,31.231104890689075,32.082863758788115,10100800,5186523104
2019-01-30,32.160308837890625,32.2205338710575,31.222514815983125,31.669903120950003,9281600,5186523104
2019-01-31,32.36678695678711,32.779759932970556,32.100077089136796,32.100077089136796,7633400,5186523104
2019-02-01,32.32376480102539,32.5818724629365,32.21191694412435,32.478630054575454,6438300,5186523104
2019-02-04,32.64209747314453,32.70232248485378,32.16029737947052,32.263539787826815,7283800,5186523104
2019-02-05,32.90882110595703,32.92602872652127,32.5904883305638,32.62490028967424,7314000,5186523104
2019-02-06,33.33040237426758,33.39922958022555,32.96044670644083,33.055083704380756,8795200,5186523104
2019-02-07,32.79696273803711,33.08948563016198,32.547460524591145,33.01205300336372,7916200,5186523104
2019-02-08,32.51305389404297,32.62489849854308,32.26354833258668,32.44422341556488,7147200,5186523104
2019-02-11,32.94322967529297,32.94322967529297,32.54746432852166,32.624893682352365,8860700,5186523104
2019-02-12,33.244354248046875,33.35620211630034,33.07228136196862,33.244354248046875,8831200,5186523104
2019-02-13,32.80556869506836,33.106693758386285,32.736738233728815,33.012053515052926,7155600,5186523104
2019-02-14,32.745338439941406,32.8743906112665,32.487227533258185,32.62488515188153,7782800,5186523104
2019-02-15,32.77116394042969,32.93463141534157,32.58188339325524,32.61629863492661,6257600,5186523104
2019-02-19,33.08949279785156,33.26156570378987,32.77976222356615,32.88300793633975,8105700,5186523104
2019-02-20,33.55408477783203,33.992867519300674,33.45944452641281,33.49385976002295,7178600,5186523104
2019-02-21,33.53688430786133,33.70895723056408,33.38201900563065,33.614316958976666,4607300,5186523104
2019-02-22,33.889625549316406,33.90683316634937,33.62291569034887,33.65732764239743,5117800,5186523104
2019-02-25,34.053096771240234,34.3456164190532,33.967058684809295,34.302599016846436,5101500,5186523104
2019-02-26,34.070308685302734,34.13053371819249,33.88103141708557,33.906841207747426,5587300,5186523104
2019-02-27,33.941246032714844,34.06169606152578,33.60570572902234,33.99286559819546,8194900,5186523104
2019-02-28,33.59709548950195,33.80358356803275,33.5540780970629,33.657320495319965,5705100,5186523104
2019-03-01,33.889625549316406,34.00147341902199,33.72615811052929,33.863815764775644,5299200,5186523104
2019-03-04,33.683143615722656,33.83800890036644,33.304582572363344,33.83800890036644,7081100,5186523104
2019-03-05,33.57128143310547,33.7519564275396,33.26155099578054,33.51105643496076,7192400,5186523104
2019-03-06,33.37339401245117,33.74334939454453,33.36478856709136,33.6056918069295,4433400,5186523104
2019-03-07,33.235755920410156,33.450846232353236,33.012060158059434,33.35620596997545,4231300,5186523104
2019-03-08,32.86579895019531,33.02066423089501,32.642103197176844,32.65070864722547,5066200,5186523104
2019-03-11,33.244354248046875,33.28737164906211,32.86579652428857,32.89160630849425,6005400,5186523104
2019-03-12,33.46805191040039,33.700346545653005,33.43363667480092,33.597104120872125,5580200,5186523104
2019-03-13,33.734745025634766,33.93262760901967,33.571277660755726,33.74335047126917,6086400,5186523104
2019-03-14,33.39922332763672,33.59710602049592,33.33039613456371,33.55408861457308,4935000,5186523104
2019-03-15,34.11332321166992,34.474673343679115,33.90683507765213,33.90683507765213,8871300,5186523104
2019-03-18,34.28538513183594,34.397232982740505,34.10471010638634,34.29399057991457,6290900,5186523104
2019-03-19,34.207969665527344,34.483288347838375,34.07031196538106,34.39725023398541,8033600,5186523104
2019-03-20,34.28538513183594,34.54349606192599,34.10471010638634,34.21655795729092,5394000,5186523104
2019-03-21,35.30922317504883,35.48129606530886,34.60372727879835,34.62953706363127,6509600,5186523104
2019-03-22,34.78439712524414,35.29201027035076,34.70696450032899,35.13714502052047,6759100,5186523104
2019-03-25,34.345619201660156,34.81021505997555,34.21656698458433,34.4144496763814,4901800,5186523104
2019-03-26,34.75858688354492,34.95646952636799,34.474666168613865,34.50908139745706,5573500,5186523104
2019-03-27,34.586524963378906,34.63814454095756,34.24237913010433,34.5779195124372,7660300,5186523104
2019-03-28,34.70697021484375,34.87904310765558,34.5865201744807,34.62093540944655,6632700,5186523104
2019-03-29,35.240394592285156,35.317827232945675,34.93066402964308,35.11994454726159,6116300,5186523104
2019-04-01,35.593135833740234,35.593135833740234,35.05111073355328,35.34363362277255,6834200,5186523104
2019-04-02,35.507102966308594,35.58453559653578,35.27480507562704,35.42967033608141,5580200,5186523104
2019-04-03,35.95449447631836,36.100754301454124,35.7135911143044,35.79102375173434,6821100,5186523104
2019-04-04,36.169586181640625,36.290036226335936,35.83404583369867,35.90287302408846,7610300,5186523104
2019-04-05,36.33305358886719,36.42769384730987,36.186793758195826,36.42769384730987,4430600,5186523104
2019-04-08,36.47071075439453,36.55674884363221,36.204000882801516,36.341658543564286,6830300,5186523104
2019-04-09,36.31584548950195,36.39327812883636,36.160980210833145,36.341658557291765,5049900,5186523104
2019-04-10,36.4535026550293,36.565350528552116,36.290035210663234,36.35886239912672,4040200,5186523104
2019-04-11,36.22119140625,36.30722946267842,36.09213924463177,36.21258924161529,5172200,5186523104
2019-04-12,36.63417053222656,36.69439553568168,36.37605962368573,36.53953030336379,6555700,5186523104
2019-04-15,36.65998077392578,36.79763839528085,36.53092531802315,36.634170995551884,5274400,5186523104
2019-04-16,37.00413513183594,37.064363437511986,36.780442655678634,36.84927312958404,6639100,5186523104
2019-04-17,38.19144058227539,38.25166561544536,37.73545010769757,37.769865350085595,15795700,5186523104
2019-04-18,39.060394287109375,39.26687910807482,37.85588746408177,37.90751031033166,16569800,5186523104
2019-04-22,38.84531021118164,38.85391237925301,38.36350674874524,38.53557964833092,10872000,5186523104
2019-04-23,39.07761001586914,39.07761001586914,38.767882694101885,38.8453153450482,11437500,5186523104
2019-04-24,39.06900405883789,39.223869345716004,38.664633222876404,38.78508655423981,10776800,5186523104
