Date,Close_JPM,High_JPM,Low_JPM,Open_JPM,Volume_JPM,SharesOutstanding
1992-01-02,2.924248218536377,2.924248218536377,2.7365959340937933,2.7365959340937933,4324800,2749753854
1992-01-03,2.9867961406707764,3.0806222011936075,2.9398831104093612,2.9711587025289825,4539900,2749753854
1992-01-06,3.096261978149414,3.127537232359993,2.9555227973244405,2.971160603388853,3015900,2749753854
1992-01-07,3.143174409866333,3.205725263697094,3.0337105051420448,3.0337105051420448,3713400,2749753854
1992-01-08,3.283914089202881,3.3151893421749263,3.0962618555341446,3.0962618555341446,4961700,2749753854
1992-01-09,3.440290927886963,3.4872039843676115,3.2839139536453956,3.2839139536453956,6048300,2749753854
1992-01-10,3.3777377605438232,3.502839039776493,3.2995495057631516,3.4402885791191444,9599400,2749753854
1992-01-13,3.3777377605438232,3.424650784995821,3.3151869419685025,3.3151869419685025,3025500,2749753854
1992-01-14,3.5497541427612305,3.5653919460411556,3.3621019350748536,3.3621019350748536,3663600,2749753854
1992-01-15,3.7686822414398193,3.8155952969020652,3.5497544106705328,3.5653922151306845,8030700,2749753854
1992-01-16,3.721768617630005,3.7530438638560875,3.643579965187567,3.721768617630005,5595000,2749753854
1992-01-17,3.5810277462005615,3.690491234174871,3.53411472052072,3.690491234174871,3268200,2749753854
1992-01-20,3.502840518951416,3.502840518951416,3.455927474689039,3.487203076142706,2588400,2749753854
1992-01-21,3.487205982208252,3.487205982208252,3.4090172713335916,3.487205982208252,4138800,2749753854
1992-01-22,3.455930233001709,3.4715680462096907,3.424654964504154,3.424654964504154,32742000,2749753854
1992-01-23,3.471567392349243,3.4872052026118854,3.440292129742301,3.4559295820866014,11320800,2749753854
1992-01-24,3.53411865234375,3.5497561063555567,3.4559299506111953,3.4559299506111953,8689200,2749753854
1992-01-27,3.5810277462005615,3.6123029773477953,3.5497521571353463,3.5497521571353463,7053300,2749753854
1992-01-28,3.596667766571045,3.6123055723374597,3.5810303187228687,3.596667766571045,5907600,2749753854
1992-01-29,3.455930233001709,3.6123072913263,3.455930233001709,3.581032022828745,7375500,2749753854
1992-01-30,3.53411865234375,3.5497561063555567,3.471567762541382,3.471567762541382,2984700,2749753854
1992-01-31,3.502840518951416,3.5810291646674592,3.502840518951416,3.5497535632137924,3478800,2749753854
1992-02-03,3.53411865234375,3.5497561063555567,3.487205574471569,3.502843028483376,2772300,2749753854
1992-02-04,3.627943754196167,3.6748568184404355,3.5497550751768694,3.5497550751768694,5485200,2749753854
1992-02-05,3.7061331272125244,3.753046204772177,3.6592200496528724,3.6748578614788823,5142900,2749753854
1992-02-06,3.815596103668213,3.846871361283119,3.6904943573720193,3.6904943573720193,5051700,2749753854
1992-02-07,3.8468713760375977,3.9094222494256052,3.7217699871798686,3.8468713760375977,5868000,2749753854
1992-02-10,4.018885135650635,4.050160745896688,3.862508516093262,3.878145963298065,7356300,2749753854
1992-02-11,3.9563374519348145,4.159627273892347,3.940699635661743,4.003250542835549,9260400,2749753854
1992-02-12,4.08143424987793,4.128347287232848,3.9563329362375033,3.9563329362375033,5765400,2749753854
1992-02-13,4.065797805786133,4.097073413052815,4.0188847528043,4.050160360070982,4781100,2749753854
1992-02-14,4.050160884857178,4.112711391658936,3.9876100201371822,4.00324782579674,3196500,2749753854
1992-02-18,4.034522533416748,4.128348638845044,4.034522533416748,4.05016033696086,4693200,2749753854
1992-02-19,3.9563374519348145,4.034525817463213,3.940699635661743,4.003250542835549,4288200,2749753854
1992-02-20,4.065797805786133,4.065797805786133,3.971971699822467,3.971971699822467,3012300,2749753854
1992-02-21,4.19089937210083,4.253449868605052,4.081435466341176,4.09707326942632,5331300,2749753854
1992-02-24,4.23781156539917,4.25344900739999,4.175260723641576,4.1908985235605005,4579500,2749753854
1992-02-25,4.128347873687744,4.253449205099514,4.112710073041978,4.222173961726102,4043400,2749753854
1992-02-26,4.143988132476807,4.159625584480322,4.050161988782375,4.112712512633107,4650900,2749753854
1992-02-27,4.222174167633057,4.26908721394009,4.143985876427379,4.159623319917632,3431700,2749753854
1992-02-28,4.206538200378418,4.253451267140699,4.206538200378418,4.237813816832135,2998200,2749753854
1992-03-02,4.1596245765686035,4.222175443181072,4.112711516088814,4.206537637048394,4319400,2749753854
1992-03-03,4.1596245765686035,4.206537637048394,4.143987128354172,4.175262382701283,2363100,2749753854
1992-03-04,4.08143424987793,4.206535563518356,4.050159010947341,4.190898123012097,3682200,2749753854
1992-03-05,3.9406962394714355,4.08143539088113,3.8312323357356166,4.08143539088113,6107400,2749753854
1992-03-06,3.893782138824463,3.940695176641625,3.784318264611726,3.940695176641625,4411200,2749753854
1992-03-09,4.08143424987793,4.08143424987793,3.9250573393888435,3.9406951378131736,2289000,2749753854
1992-03-10,4.050160884857178,4.112711391658936,4.050160884857178,4.112711391658936,3104700,2749753854
1992-03-11,4.003245830535889,4.081434104027328,3.956332794857414,4.018883270483342,2337300,2749753854
