Date,Close_TSLA,High_TSLA,Low_TSLA,Open_TSLA,Volume_TSLA,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2012-01-03,1.871999979019165,1.9666670560836792,1.8433330059051514,1.929332971572876,13921500,,,,,,,,,,,
2012-01-04,1.8473329544067383,1.9113329648971558,1.8333330154418945,1.880666971206665,9451500,,,,,,,,,,,
2012-01-05,1.8079999685287476,1.8619999885559082,1.7899999618530273,1.8506669998168945,15082500,,,,,,,,,,,
2012-01-06,1.7940000295639038,1.852666974067688,1.7606669664382935,1.8133330345153809,14794500,,,,,,,,,,,
2012-01-09,1.8166669607162476,1.8326669931411743,1.7413330078125,1.7999999523162842,13455000,,,,,,,,,,,
2012-01-10,1.841333031654358,1.8506669998168945,1.8166669607162476,1.829332947731018,10077000,,,,,,,,,,,
2012-01-11,1.8819999694824219,1.8919999599456787,1.8200000524520874,1.841333031654358,10084500,,,,,,,,,,,
2012-01-12,1.8833329677581787,1.9079999923706055,1.8539999723434448,1.8986669778823853,10939500,,,,,,,,,,,
2012-01-13,1.519333004951477,1.899999976158142,1.5093330144882202,1.8933329582214355,82506000,,,,,,,,,,,
2012-01-17,1.773332953453064,1.8226670026779175,1.7606669664382935,1.7746670246124268,69774000,,,,,,,,,,,
2012-01-18,1.7873330116271973,1.7920000553131104,1.75,1.7793329954147339,18903000,,,,,,,,,,,
2012-01-19,1.784000039100647,1.8493330478668213,1.7740000486373901,1.8126670122146606,18694500,,,,,,,,,,,
2012-01-20,1.773332953453064,1.7999999523162842,1.7599999904632568,1.7933330535888672,9934500,,,,,,,,,,,
2012-01-23,1.7846670150756836,1.8140000104904175,1.773332953453064,1.7873330116271973,8919000,,,,,,,,,,,
2012-01-24,1.8279999494552612,1.8453329801559448,1.762666940689087,1.775333046913147,12870000,,,,,,,,,,,
2012-01-25,1.8646670579910278,1.8673330545425415,1.803333044052124,1.8179999589920044,9168000,,,,,,,,,,,
2012-01-26,1.929332971572876,1.972000002861023,1.8666670322418213,1.8713330030441284,19066500,,,,,,,,,,,
2012-01-27,1.9553329944610596,1.9813330173492432,1.899999976158142,1.899999976158142,11226000,,,,,,,,,,,
2012-01-30,1.9713330268859863,1.9739999771118164,1.9019999504089355,1.965999960899353,10935000,,,,,,,,,,,
2012-01-31,1.937999963760376,2.0,1.9246670007705688,1.9933329820632935,14346000,,,,,,,,,,,
