Date,Close_ORCL,High_ORCL,Low_ORCL,Open_ORCL,Volume_ORCL,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2004-01-02,10.552000999450684,10.68851857388682,10.52790912219069,10.640335585209455,20730800,,,,,,,,,,,
2004-01-05,10.881246566772461,10.88927719073229,10.64836383283456,10.664424314911768,35329600,,,,,,,,,,,
2004-01-06,10.921401977539062,11.009736568293953,10.760792516759016,10.857158499564111,40106000,,,,,,,,,,,
2004-01-07,11.218528747558594,11.23458923483667,10.91337183084812,10.977615311645831,45151100,,,,,,,,,,,
2004-01-08,11.435344696044922,11.547771115229802,11.041853377661331,11.234583725541988,70741300,,,,,,,,,,,
2004-01-09,11.379135131835938,11.53171317619253,11.242617571486202,11.298830414274018,41121800,,,,,,,,,,,
2004-01-12,11.772625923156738,12.45521368780464,11.435347353076892,11.467469085187235,62729400,,,,,,,,,,,
2004-01-13,11.53171157836914,11.628076766585645,11.27473774312513,11.595955037180143,78363800,,,,,,,,,,,
2004-01-14,11.716412544250488,11.780656005514773,11.555803891089774,11.628077210630243,30545500,,,,,,,,,,,
2004-01-15,11.95732593536377,12.029599255076205,11.595955507589242,11.595955507589242,50439200,,,,,,,,,,,
2004-01-16,11.925201416015625,12.069748787481396,11.780653278707561,12.037627064284303,46809800,,,,,,,,,,,
2004-01-20,11.812777519226074,12.021569147422147,11.692321223028124,11.973386169437495,40751300,,,,,,,,,,,
2004-01-21,11.812777519226074,11.981416793408679,11.652168869014655,11.748534059141507,36834500,,,,,,,,,,,
2004-01-22,11.668230056762695,11.97338689354029,11.579895485264904,11.877021697585654,34476800,,,,,,,,,,,
2004-01-23,11.67625904083252,11.780654846577528,11.523681026800519,11.684289664161149,28790500,,,,,,,,,,,
2004-01-26,11.62004566192627,11.676258490894334,11.467466889238159,11.612015038975873,33787100,,,,,,,,,,,
2004-01-27,11.403228759765625,11.788690417032598,11.387168272210971,11.5798987179231,32503900,,,,,,,,,,,
2004-01-28,11.19443416595459,11.563834474303185,11.13019070066288,11.491561150231897,44593900,,,,,,,,,,,
2004-01-29,11.395196914672852,11.419288792192958,11.025796550300171,11.282771216282882,50196100,,,,,,,,,,,
2004-01-30,11.130189895629883,11.483529695020174,11.065946434984824,11.330950901606311,45136500,,,,,,,,,,,
2004-02-02,10.953520774841309,11.162311639265546,10.849124959707959,11.049885965923831,42162300,,,,,,,,,,,
2004-02-03,11.170340538024902,11.234583988823998,10.8571539068399,10.897305489207577,32484300,,,,,,,,,,,
2004-02-04,10.656391143798828,10.993668820987496,10.535934119377961,10.592146937935704,47107800,,,,,,,,,,,
2004-02-05,10.889278411865234,11.057917704720754,10.696547244428542,10.79291244522562,39729800,,,,,,,,,,,
2004-02-06,10.776850700378418,11.049885786944339,10.728667722696365,10.905337619740628,41298900,,,,,,,,,,,
2004-02-09,10.66442584991455,10.945491602224669,10.640334740409918,10.873217507868207,33219100,,,,,,,,,,,
2004-02-10,10.752758979797363,10.865184644891471,10.648363172322545,10.65639379578424,30386400,,,,,,,,,,,
2004-02-11,11.001700401306152,11.07397446908929,10.704574273852803,10.865182887902954,38713100,,,,,,,,,,,
2004-02-12,11.017766952514648,11.122162793391732,10.849127635073616,10.937462223888385,27981100,,,,,,,,,,,
2004-02-13,11.073975563049316,11.32291951380108,10.969579762143246,11.06594494009292,41834100,,,,,,,,,,,
