Date,Close_TSLA,High_TSLA,Low_TSLA,Open_TSLA,Volume_TSLA,address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketState,shortName,longName,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,regularMarketChangePercent,regularMarketPrice,displayName,trailingPegRatio
2017-01-03,14.465999603271484,14.688667297363281,14.064000129699707,14.324000358581543,88849500,1 Tesla Road,Austin,TX,78725,United States,512 516 8177,https://www.tesla.com,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,125665,4,9,10,9,10,1759276800,1735603200,86400,2,459.46,470.54,435.57,470.75,459.46,470.54,435.57,470.75,0.0,2.086,256.47058,134.5679,135146121,135146121,88369109,90709170,90709170,435.76,437.52,2,2,1449765765120,212.11,488.54,488.54,0.998667,15.635956,359.1052,335.1319,0.0,0.0,USD,False,1383405715456,0.063439995,2724568931,86213226,76710309,1755216000,1757894400,0.025899999,0.12560001,0.49394,1.03,0.0296,3325150886,23.981,18.181059,1735603200,1767139200,1751241600,-0.163,5879000064,1.7,3.24,3:1,1661385600,14.92,120.927,0.90916646,0.16766965,EQUITY,436.0,600.0,115.0,345.4979,352.0,2.53333,hold,38,36781998080,11.404,11440000000,13134000128,1.359,2.037,92719996928,16.823,28.862,0.0296,0.08177,16206999552,1398375040,15765000192,-0.175,-0.118,0.1748,0.123380005,0.04103,USD,TSLA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,1761163200,1761163200,1761163200,1761168600,1761168600,False,1.7,3.24,1.70409,255.85503,76.894806,0.21412891,100.8681,0.3009803,POSTPOST,"Tesla, Inc.","Tesla, Inc.",1759449599,1759435200,NMS,finmb_27444752,America/New_York,EDT,-14400000,us_market,False,15,0,2.5 - Hold,False,True,1277818200000,0.76835,439.35,3.35001,-23.46,435.57 - 470.75,NasdaqGS,88369109,223.89,1.0555372,212.11 - 488.54,-52.54001,-0.10754494,90.91665,-5.10599,436.0,Tesla,8.1322
2017-01-04,15.13266658782959,15.199999809265137,14.287332534790039,14.316666603088379,168202500,1 Tesla Road,Austin,TX,78725,United States,512 516 8177,https://www.tesla.com,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,125665,4,9,10,9,10,1759276800,1735603200,86400,2,459.46,470.54,435.57,470.75,459.46,470.54,435.57,470.75,0.0,2.086,256.47058,134.5679,135146121,135146121,88369109,90709170,90709170,435.76,437.52,2,2,1449765765120,212.11,488.54,488.54,0.998667,15.635956,359.1052,335.1319,0.0,0.0,USD,False,1383405715456,0.063439995,2724568931,86213226,76710309,1755216000,1757894400,0.025899999,0.12560001,0.49394,1.03,0.0296,3325150886,23.981,18.181059,1735603200,1767139200,1751241600,-0.163,5879000064,1.7,3.24,3:1,1661385600,14.92,120.927,0.90916646,0.16766965,EQUITY,436.0,600.0,115.0,345.4979,352.0,2.53333,hold,38,36781998080,11.404,11440000000,13134000128,1.359,2.037,92719996928,16.823,28.862,0.0296,0.08177,16206999552,1398375040,15765000192,-0.175,-0.118,0.1748,0.123380005,0.04103,USD,TSLA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,1761163200,1761163200,1761163200,1761168600,1761168600,False,1.7,3.24,1.70409,255.85503,76.894806,0.21412891,100.8681,0.3009803,POSTPOST,"Tesla, Inc.","Tesla, Inc.",1759449599,1759435200,NMS,finmb_27444752,America/New_York,EDT,-14400000,us_market,False,15,0,2.5 - Hold,False,True,1277818200000,0.76835,439.35,3.35001,-23.46,435.57 - 470.75,NasdaqGS,88369109,223.89,1.0555372,212.11 - 488.54,-52.54001,-0.10754494,90.91665,-5.10599,436.0,Tesla,8.1322
2017-01-05,15.116666793823242,15.165332794189453,14.796667098999023,15.094667434692383,88675500,1 Tesla Road,Austin,TX,78725,United States,512 516 8177,https://www.tesla.com,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,125665,4,9,10,9,10,1759276800,1735603200,86400,2,459.46,470.54,435.57,470.75,459.46,470.54,435.57,470.75,0.0,2.086,256.47058,134.5679,135146121,135146121,88369109,90709170,90709170,435.76,437.52,2,2,1449765765120,212.11,488.54,488.54,0.998667,15.635956,359.1052,335.1319,0.0,0.0,USD,False,1383405715456,0.063439995,2724568931,86213226,76710309,1755216000,1757894400,0.025899999,0.12560001,0.49394,1.03,0.0296,3325150886,23.981,18.181059,1735603200,1767139200,1751241600,-0.163,5879000064,1.7,3.24,3:1,1661385600,14.92,120.927,0.90916646,0.16766965,EQUITY,436.0,600.0,115.0,345.4979,352.0,2.53333,hold,38,36781998080,11.404,11440000000,13134000128,1.359,2.037,92719996928,16.823,28.862,0.0296,0.08177,16206999552,1398375040,15765000192,-0.175,-0.118,0.1748,0.123380005,0.04103,USD,TSLA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,1761163200,1761163200,1761163200,1761168600,1761168600,False,1.7,3.24,1.70409,255.85503,76.894806,0.21412891,100.8681,0.3009803,POSTPOST,"Tesla, Inc.","Tesla, Inc.",1759449599,1759435200,NMS,finmb_27444752,America/New_York,EDT,-14400000,us_market,False,15,0,2.5 - Hold,False,True,1277818200000,0.76835,439.35,3.35001,-23.46,435.57 - 470.75,NasdaqGS,88369109,223.89,1.0555372,212.11 - 488.54,-52.54001,-0.10754494,90.91665,-5.10599,436.0,Tesla,8.1322
2017-01-06,15.267333030700684,15.354000091552734,15.029999732971191,15.128666877746582,82918500,1 Tesla Road,Austin,TX,78725,United States,512 516 8177,https://www.tesla.com,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,125665,4,9,10,9,10,1759276800,1735603200,86400,2,459.46,470.54,435.57,470.75,459.46,470.54,435.57,470.75,0.0,2.086,256.47058,134.5679,135146121,135146121,88369109,90709170,90709170,435.76,437.52,2,2,1449765765120,212.11,488.54,488.54,0.998667,15.635956,359.1052,335.1319,0.0,0.0,USD,False,1383405715456,0.063439995,2724568931,86213226,76710309,1755216000,1757894400,0.025899999,0.12560001,0.49394,1.03,0.0296,3325150886,23.981,18.181059,1735603200,1767139200,1751241600,-0.163,5879000064,1.7,3.24,3:1,1661385600,14.92,120.927,0.90916646,0.16766965,EQUITY,436.0,600.0,115.0,345.4979,352.0,2.53333,hold,38,36781998080,11.404,11440000000,13134000128,1.359,2.037,92719996928,16.823,28.862,0.0296,0.08177,16206999552,1398375040,15765000192,-0.175,-0.118,0.1748,0.123380005,0.04103,USD,TSLA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,1761163200,1761163200,1761163200,1761168600,1761168600,False,1.7,3.24,1.70409,255.85503,76.894806,0.21412891,100.8681,0.3009803,POSTPOST,"Tesla, Inc.","Tesla, Inc.",1759449599,1759435200,NMS,finmb_27444752,America/New_York,EDT,-14400000,us_market,False,15,0,2.5 - Hold,False,True,1277818200000,0.76835,439.35,3.35001,-23.46,435.57 - 470.75,NasdaqGS,88369109,223.89,1.0555372,212.11 - 488.54,-52.54001,-0.10754494,90.91665,-5.10599,436.0,Tesla,8.1322
2017-01-09,15.41866683959961,15.461333274841309,15.199999809265137,15.264666557312012,59692500,1 Tesla Road,Austin,TX,78725,United States,512 516 8177,https://www.tesla.com,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,125665,4,9,10,9,10,1759276800,1735603200,86400,2,459.46,470.54,435.57,470.75,459.46,470.54,435.57,470.75,0.0,2.086,256.47058,134.5679,135146121,135146121,88369109,90709170,90709170,435.76,437.52,2,2,1449765765120,212.11,488.54,488.54,0.998667,15.635956,359.1052,335.1319,0.0,0.0,USD,False,1383405715456,0.063439995,2724568931,86213226,76710309,1755216000,1757894400,0.025899999,0.12560001,0.49394,1.03,0.0296,3325150886,23.981,18.181059,1735603200,1767139200,1751241600,-0.163,5879000064,1.7,3.24,3:1,1661385600,14.92,120.927,0.90916646,0.16766965,EQUITY,436.0,600.0,115.0,345.4979,352.0,2.53333,hold,38,36781998080,11.404,11440000000,13134000128,1.359,2.037,92719996928,16.823,28.862,0.0296,0.08177,16206999552,1398375040,15765000192,-0.175,-0.118,0.1748,0.123380005,0.04103,USD,TSLA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,1761163200,1761163200,1761163200,1761168600,1761168600,False,1.7,3.24,1.70409,255.85503,76.894806,0.21412891,100.8681,0.3009803,POSTPOST,"Tesla, Inc.","Tesla, Inc.",1759449599,1759435200,NMS,finmb_27444752,America/New_York,EDT,-14400000,us_market,False,15,0,2.5 - Hold,False,True,1277818200000,0.76835,439.35,3.35001,-23.46,435.57 - 470.75,NasdaqGS,88369109,223.89,1.0555372,212.11 - 488.54,-52.54001,-0.10754494,90.91665,-5.10599,436.0,Tesla,8.1322
2017-01-10,15.324666976928711,15.466667175292969,15.12600040435791,15.466667175292969,54900000,1 Tesla Road,Austin,TX,78725,United States,512 516 8177,https://www.tesla.com,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,125665,4,9,10,9,10,1759276800,1735603200,86400,2,459.46,470.54,435.57,470.75,459.46,470.54,435.57,470.75,0.0,2.086,256.47058,134.5679,135146121,135146121,88369109,90709170,90709170,435.76,437.52,2,2,1449765765120,212.11,488.54,488.54,0.998667,15.635956,359.1052,335.1319,0.0,0.0,USD,False,1383405715456,0.063439995,2724568931,86213226,76710309,1755216000,1757894400,0.025899999,0.12560001,0.49394,1.03,0.0296,3325150886,23.981,18.181059,1735603200,1767139200,1751241600,-0.163,5879000064,1.7,3.24,3:1,1661385600,14.92,120.927,0.90916646,0.16766965,EQUITY,436.0,600.0,115.0,345.4979,352.0,2.53333,hold,38,36781998080,11.404,11440000000,13134000128,1.359,2.037,92719996928,16.823,28.862,0.0296,0.08177,16206999552,1398375040,15765000192,-0.175,-0.118,0.1748,0.123380005,0.04103,USD,TSLA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,1761163200,1761163200,1761163200,1761168600,1761168600,False,1.7,3.24,1.70409,255.85503,76.894806,0.21412891,100.8681,0.3009803,POSTPOST,"Tesla, Inc.","Tesla, Inc.",1759449599,1759435200,NMS,finmb_27444752,America/New_York,EDT,-14400000,us_market,False,15,0,2.5 - Hold,False,True,1277818200000,0.76835,439.35,3.35001,-23.46,435.57 - 470.75,NasdaqGS,88369109,223.89,1.0555372,212.11 - 488.54,-52.54001,-0.10754494,90.91665,-5.10599,436.0,Tesla,8.1322
2017-01-11,15.315333366394043,15.331999778747559,15.112000465393066,15.271332740783691,54762000,1 Tesla Road,Austin,TX,78725,United States,512 516 8177,https://www.tesla.com,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,125665,4,9,10,9,10,1759276800,1735603200,86400,2,459.46,470.54,435.57,470.75,459.46,470.54,435.57,470.75,0.0,2.086,256.47058,134.5679,135146121,135146121,88369109,90709170,90709170,435.76,437.52,2,2,1449765765120,212.11,488.54,488.54,0.998667,15.635956,359.1052,335.1319,0.0,0.0,USD,False,1383405715456,0.063439995,2724568931,86213226,76710309,1755216000,1757894400,0.025899999,0.12560001,0.49394,1.03,0.0296,3325150886,23.981,18.181059,1735603200,1767139200,1751241600,-0.163,5879000064,1.7,3.24,3:1,1661385600,14.92,120.927,0.90916646,0.16766965,EQUITY,436.0,600.0,115.0,345.4979,352.0,2.53333,hold,38,36781998080,11.404,11440000000,13134000128,1.359,2.037,92719996928,16.823,28.862,0.0296,0.08177,16206999552,1398375040,15765000192,-0.175,-0.118,0.1748,0.123380005,0.04103,USD,TSLA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,1761163200,1761163200,1761163200,1761168600,1761168600,False,1.7,3.24,1.70409,255.85503,76.894806,0.21412891,100.8681,0.3009803,POSTPOST,"Tesla, Inc.","Tesla, Inc.",1759449599,1759435200,NMS,finmb_27444752,America/New_York,EDT,-14400000,us_market,False,15,0,2.5 - Hold,False,True,1277818200000,0.76835,439.35,3.35001,-23.46,435.57 - 470.75,NasdaqGS,88369109,223.89,1.0555372,212.11 - 488.54,-52.54001,-0.10754494,90.91665,-5.10599,436.0,Tesla,8.1322
2017-01-12,15.305999755859375,15.380000114440918,15.038666725158691,15.27066707611084,56853000,1 Tesla Road,Austin,TX,78725,United States,512 516 8177,https://www.tesla.com,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,125665,4,9,10,9,10,1759276800,1735603200,86400,2,459.46,470.54,435.57,470.75,459.46,470.54,435.57,470.75,0.0,2.086,256.47058,134.5679,135146121,135146121,88369109,90709170,90709170,435.76,437.52,2,2,1449765765120,212.11,488.54,488.54,0.998667,15.635956,359.1052,335.1319,0.0,0.0,USD,False,1383405715456,0.063439995,2724568931,86213226,76710309,1755216000,1757894400,0.025899999,0.12560001,0.49394,1.03,0.0296,3325150886,23.981,18.181059,1735603200,1767139200,1751241600,-0.163,5879000064,1.7,3.24,3:1,1661385600,14.92,120.927,0.90916646,0.16766965,EQUITY,436.0,600.0,115.0,345.4979,352.0,2.53333,hold,38,36781998080,11.404,11440000000,13134000128,1.359,2.037,92719996928,16.823,28.862,0.0296,0.08177,16206999552,1398375040,15765000192,-0.175,-0.118,0.1748,0.123380005,0.04103,USD,TSLA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,1761163200,1761163200,1761163200,1761168600,1761168600,False,1.7,3.24,1.70409,255.85503,76.894806,0.21412891,100.8681,0.3009803,POSTPOST,"Tesla, Inc.","Tesla, Inc.",1759449599,1759435200,NMS,finmb_27444752,America/New_York,EDT,-14400000,us_market,False,15,0,2.5 - Hold,False,True,1277818200000,0.76835,439.35,3.35001,-23.46,435.57 - 470.75,NasdaqGS,88369109,223.89,1.0555372,212.11 - 488.54,-52.54001,-0.10754494,90.91665,-5.10599,436.0,Tesla,8.1322
2017-01-13,15.850000381469727,15.856666564941406,15.305999755859375,15.333333015441895,91395000,1 Tesla Road,Austin,TX,78725,United States,512 516 8177,https://www.tesla.com,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,125665,4,9,10,9,10,1759276800,1735603200,86400,2,459.46,470.54,435.57,470.75,459.46,470.54,435.57,470.75,0.0,2.086,256.47058,134.5679,135146121,135146121,88369109,90709170,90709170,435.76,437.52,2,2,1449765765120,212.11,488.54,488.54,0.998667,15.635956,359.1052,335.1319,0.0,0.0,USD,False,1383405715456,0.063439995,2724568931,86213226,76710309,1755216000,1757894400,0.025899999,0.12560001,0.49394,1.03,0.0296,3325150886,23.981,18.181059,1735603200,1767139200,1751241600,-0.163,5879000064,1.7,3.24,3:1,1661385600,14.92,120.927,0.90916646,0.16766965,EQUITY,436.0,600.0,115.0,345.4979,352.0,2.53333,hold,38,36781998080,11.404,11440000000,13134000128,1.359,2.037,92719996928,16.823,28.862,0.0296,0.08177,16206999552,1398375040,15765000192,-0.175,-0.118,0.1748,0.123380005,0.04103,USD,TSLA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,1761163200,1761163200,1761163200,1761168600,1761168600,False,1.7,3.24,1.70409,255.85503,76.894806,0.21412891,100.8681,0.3009803,POSTPOST,"Tesla, Inc.","Tesla, Inc.",1759449599,1759435200,NMS,finmb_27444752,America/New_York,EDT,-14400000,us_market,False,15,0,2.5 - Hold,False,True,1277818200000,0.76835,439.35,3.35001,-23.46,435.57 - 470.75,NasdaqGS,88369109,223.89,1.0555372,212.11 - 488.54,-52.54001,-0.10754494,90.91665,-5.10599,436.0,Tesla,8.1322
2017-01-17,15.70533275604248,15.997332572937012,15.624667167663574,15.779999732971191,69262500,1 Tesla Road,Austin,TX,78725,United States,512 516 8177,https://www.tesla.com,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,125665,4,9,10,9,10,1759276800,1735603200,86400,2,459.46,470.54,435.57,470.75,459.46,470.54,435.57,470.75,0.0,2.086,256.47058,134.5679,135146121,135146121,88369109,90709170,90709170,435.76,437.52,2,2,1449765765120,212.11,488.54,488.54,0.998667,15.635956,359.1052,335.1319,0.0,0.0,USD,False,1383405715456,0.063439995,2724568931,86213226,76710309,1755216000,1757894400,0.025899999,0.12560001,0.49394,1.03,0.0296,3325150886,23.981,18.181059,1735603200,1767139200,1751241600,-0.163,5879000064,1.7,3.24,3:1,1661385600,14.92,120.927,0.90916646,0.16766965,EQUITY,436.0,600.0,115.0,345.4979,352.0,2.53333,hold,38,36781998080,11.404,11440000000,13134000128,1.359,2.037,92719996928,16.823,28.862,0.0296,0.08177,16206999552,1398375040,15765000192,-0.175,-0.118,0.1748,0.123380005,0.04103,USD,TSLA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,1761163200,1761163200,1761163200,1761168600,1761168600,False,1.7,3.24,1.70409,255.85503,76.894806,0.21412891,100.8681,0.3009803,POSTPOST,"Tesla, Inc.","Tesla, Inc.",1759449599,1759435200,NMS,finmb_27444752,America/New_York,EDT,-14400000,us_market,False,15,0,2.5 - Hold,False,True,1277818200000,0.76835,439.35,3.35001,-23.46,435.57 - 470.75,NasdaqGS,88369109,223.89,1.0555372,212.11 - 488.54,-52.54001,-0.10754494,90.91665,-5.10599,436.0,Tesla,8.1322
