Date,Close_JPM,High_JPM,Low_JPM,Open_JPM,Volume_JPM,SharesOutstanding
1994-01-03,5.401625156402588,5.401625156402588,5.301285367845476,5.368178687805523,3214200,2749753854
1994-01-04,5.418346881866455,5.43507030230032,5.38490042376452,5.43507030230032,2440200,2749753854
1994-01-05,5.368180751800537,5.401627233257336,5.351457319689106,5.384904183911969,1745100,2749753854
1994-01-06,5.2845659255981445,5.418352273908391,5.251119051445949,5.418352273908391,3106800,2749753854
1994-01-07,5.435075283050537,5.451798336043757,5.318011998267259,5.318011998267259,3071700,2749753854
1994-01-10,5.518691062927246,5.552137547841134,5.418351225419478,5.435074659259474,2181600,2749753854
1994-01-11,5.4852423667907715,5.535412265320059,5.435072468261484,5.535412265320059,2348700,2749753854
1994-01-12,5.501964092254639,5.552133978757769,5.451794205751509,5.518687515344301,2001300,2749753854
1994-01-13,5.552134990692139,5.568858416829819,5.468518625535589,5.48524205167327,3096600,2749753854
1994-01-14,5.552134990692139,5.602304886339254,5.518688521182704,5.552134990692139,2769000,2749753854
1994-01-17,5.552134990692139,5.6357517386146165,5.501965095045023,5.585581842967501,3430500,2749753854
1994-01-18,5.418346881866455,5.585579937907722,5.401623461432589,5.568856517473857,3756600,2749753854
1994-01-19,5.167499542236328,5.418349034577897,5.150776115158241,5.40162560749981,8145300,2749753854
1994-01-20,5.0838823318481445,5.184222112195372,5.067158907534978,5.167498687882206,5243700,2749753854
1994-01-21,5.033714771270752,5.100607733949617,5.000267907165257,5.083884684662932,8094600,2749753854
1994-01-24,5.050438404083252,5.117331757257014,5.016991918879425,5.033715352864392,7584900,2749753854
1994-01-25,4.983541965484619,5.067158311686208,4.966818543137966,5.050434889339553,5227200,2749753854
1994-01-26,5.067159175872803,5.117329068703227,4.983542815410732,5.000265857843603,6293700,2749753854
1994-01-27,5.150777816772461,5.167501249375312,5.083884851893206,5.100607901729982,3560100,2749753854
1994-01-28,5.23439359664917,5.25111664328992,5.2009467378356655,5.25111664328992,4384500,2749753854
1994-01-31,5.2845659255981445,5.351458908370179,5.251119051445949,5.2845659255981445,5171700,2749753854
1994-02-01,5.167499542236328,5.284562766251043,5.150776115158241,5.267839339172956,5022000,2749753854
1994-02-02,5.23439359664917,5.23439359664917,5.150776832381411,5.2009467378356655,3367200,2749753854
1994-02-03,5.067159175872803,5.234392279562851,5.033712708241156,5.217668854364074,4615200,2749753854
1994-02-04,4.950097560882568,5.100607287896897,4.916651082468061,5.067160809482389,9891300,2749753854
1994-02-07,4.983541965484619,5.03371184975874,4.933372081210498,4.950095120791311,5472600,2749753854
1994-02-08,4.93337345123291,5.000266393664348,4.916650024242077,4.983543349439462,3797700,2749753854
1994-02-09,5.0002641677856445,5.01698758733201,4.9333712551317355,4.9333712551317355,2974200,2749753854
1994-02-10,4.950097560882568,5.033714331067881,4.933374513058329,5.016990900477613,2718600,2749753854
1994-02-11,4.899927139282227,5.016990375635723,4.899927139282227,4.950097043038584,2242500,2749753854
1994-02-14,4.883200645446777,4.933370513780937,4.866477228413484,4.916647096747644,3293400,2749753854
1994-02-15,4.899927139282227,4.899927139282227,4.833034189451077,4.883204093207434,6871500,2749753854
1994-02-16,4.916651725769043,4.933375158547427,4.883205242978355,4.916651725769043,2501100,2749753854
1994-02-17,4.899927139282227,5.000266946794941,4.866480664366652,4.950097043038584,4932300,2749753854
1994-02-18,4.883200645446777,4.95009354804851,4.866477228413484,4.933370513780937,3020400,2749753854
1994-02-22,4.966822624206543,4.983546060294273,4.866482773212471,4.916652698709507,3284100,2749753854
1994-02-23,5.016990661621094,5.033714091415168,4.966820755004883,4.983544184798957,2510400,2749753854
1994-02-24,5.0002641677856445,5.06715746320533,4.91664783558537,5.0002641677856445,3522000,2749753854
1994-02-25,5.067159175872803,5.067159175872803,4.950095965013179,5.033712708241156,1742400,2749753854
1994-02-28,4.983541965484619,5.117328195960328,4.983541965484619,5.100604773613674,2007900,2749753854
1994-03-01,4.983541965484619,5.050434889339553,4.950095120791311,5.000265005065432,3124800,2749753854
1994-03-02,4.950097560882568,4.9668209914728365,4.899927651877793,4.899927651877793,2757600,2749753854
1994-03-03,4.816311836242676,4.966821581125259,4.816311836242676,4.966821581125259,3877500,2749753854
1994-03-04,4.866479396820068,4.899925863024016,4.799586081646282,4.899925863024016,3477300,2749753854
1994-03-07,4.866479396820068,4.9333727119938535,4.866479396820068,4.8832028213049865,3264300,2749753854
1994-03-08,4.866479396820068,4.8832028213049865,4.83303293061612,4.8832028213049865,2622000,2749753854
1994-03-09,4.799587249755859,4.866480581209949,4.766140775411806,4.866480581209949,3395100,2749753854
1994-03-10,4.799587249755859,4.799587249755859,4.766140775411806,4.799587249755859,3537000,2749753854
1994-03-11,4.866479396820068,4.899925863024016,4.782863039927253,4.799586081646282,5129400,2749753854
1994-03-14,5.067159175872803,5.1006056435044504,4.9333729225803085,4.950095965013179,5596800,2749753854
1994-03-15,5.100605010986328,5.1173284341112595,5.067158547502325,5.067158547502325,3251400,2749753854
1994-03-16,5.217671871185303,5.217671871185303,5.083885540538491,5.100608592640513,4234800,2749753854
1994-03-17,5.18422269821167,5.234392594056409,5.134052802366931,5.217669167852853,2315400,2749753854
1994-03-18,5.134054660797119,5.167501142545293,5.1173312285399986,5.167501142545293,3957600,2749753854
1994-03-21,5.100605010986328,5.13405185723619,5.067158547502325,5.13405185723619,2065200,2749753854
1994-03-22,5.134054660797119,5.217671056550587,5.083884746791825,5.083884746791825,2269500,2749753854
1994-03-23,5.117331504821777,5.200947905089646,5.0838850212678475,5.134054937981786,1848600,2749753854
1994-03-24,5.0838823318481445,5.134052222021758,5.050435483221812,5.1006053733954255,2156700,2749753854
1994-03-25,4.983541965484619,5.100604773613674,4.983541965484619,5.083881734032861,1749300,2749753854
1994-03-28,4.966822624206543,5.033715985791309,4.916652698709507,5.016992549703579,1930800,2749753854
1994-03-29,4.899927139282227,4.966820471879366,4.899927139282227,4.950097043038584,2843400,2749753854
1994-03-30,4.7992095947265625,4.951297226814153,4.782311226791619,4.866804226802886,4096500,2749753854
1994-03-31,4.917503833770752,4.985098517113226,4.664024254710404,4.799213234616208,5024700,2749753854
1994-04-04,4.849905490875244,4.900601368434145,4.799209613316343,4.833007122874845,2387700,2749753854
1994-04-05,4.917503833770752,4.951300982052417,4.799213234616208,4.900605066240348,2484600,2749753854
1994-04-06,4.917503833770752,4.951300982052417,4.833010769677017,4.917503833770752,2445900,2749753854
1994-04-07,5.137186527252197,5.1878824456567285,4.934402853634073,4.951301235249475,4100100,2749753854
1994-04-08,5.08648681640625,5.187878577618474,5.035790935800137,5.103385185422371,3961200,2749753854
