Date,Close_XOM,High_XOM,Low_XOM,Open_XOM,Volume_XOM,SharesOutstanding
2014-01-02,61.047672271728516,61.66580038607783,60.82734947194542,61.56787706651161,11028100,4263247021
2014-01-03,60.900779724121094,61.304701663064826,60.67433559505693,61.05989808258139,9295600,4263247021
2014-01-06,60.99259567260742,61.28635630133094,60.52134785472032,61.16395681756964,11848500,4263247021
2014-01-07,61.85549545288086,61.947297359776506,60.84568381550657,60.961966542190325,11187000,4263247021
2014-01-08,61.653564453125,61.928970317924055,61.29248267809421,61.928970317924055,11180400,4263247021
2014-01-09,61.05379867553711,61.43936127229604,60.60703166438742,61.32307848804312,11674300,4263247021
2014-01-10,61.51891326904297,61.58623438159521,60.66210759881563,61.194550455422515,10535400,4263247021
2014-01-13,60.313270568847656,61.261878284672626,60.141904746773086,61.14560017053069,12110900,4263247021
2014-01-14,60.66212463378906,60.753921931919756,60.37448064833418,60.46628261570689,9265000,4263247021
2014-01-15,60.45402526855469,60.802868924960904,60.36222332334444,60.68659081898609,9425500,4263247021
2014-01-16,60.551937103271484,60.61313683205651,60.12965103694682,60.46013517547395,9421700,4263247021
2014-01-17,60.68661117553711,61.40877489135474,60.38672440930772,60.6988492600245,15998000,4263247021
2014-01-21,60.28266525268555,60.52134751314168,60.00114270623066,60.32550553868432,13847300,4263247021
2014-01-22,59.9031982421875,60.55804505089945,59.878717420365454,60.5152047800207,11642800,4263247021
2014-01-23,59.34630584716797,59.6033476072557,58.75877982300668,59.51766702055979,15393200,4263247021
2014-01-24,58.0488395690918,58.90564995685793,58.0304801135864,58.86280967093167,14584300,4263247021
2014-01-27,58.09165954589844,58.495586102766495,57.9876195549134,58.18958283334743,12474600,4263247021
2014-01-28,58.5384521484375,58.70369193221425,57.99988316881262,58.35484823824876,10773600,4263247021
2014-01-29,58.20795440673828,58.87503943178605,57.92643190054232,58.097793020032015,13191500,4263247021
2014-01-30,57.52252197265625,58.11004798271476,56.95335542084306,57.52864334848525,14628400,4263247021
2014-01-31,56.40254211425781,57.08798665912281,56.12101491134167,56.82482358015049,17361400,4263247021
2014-02-03,55.111202239990234,56.49433394578168,54.860277265244164,56.25565171915217,20377900,4263247021
2014-02-04,55.09286117553711,55.47230714887271,54.707298494823554,55.30706733406469,17414400,4263247021
2014-02-05,54.823570251464844,55.453936508234996,54.70116608994941,55.27033260058251,16393600,4263247021
2014-02-06,55.347442626953125,55.58165059429393,55.00845307998986,55.16870311149161,13646100,4263247021
