Price,Close,High,Low,Open,Volume,SharesOutstanding,TrailingPE,ForwardPE,EarningsPerShare
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,,,,
Date,,,,,,,,,
2024-01-02,366.1054992675781,371.07087861520614,362.058165157809,369.057077669641,25258600,7433166379,37.86637,34.497658,13.62
2024-01-03,365.83905029296875,368.4648819106026,363.7759033345844,364.2694800267969,23083500,7433166379,37.86637,34.497658,13.62
2024-01-04,363.2131652832031,368.30687961312606,362.4530681341208,365.9081044717195,20901500,7433166379,37.86637,34.497658,13.62
2024-01-05,363.025634765625,367.2802631804361,361.7916931110851,364.22996302547705,21004600,7433166379,37.86637,34.497658,13.62
2024-01-08,369.8764953613281,370.3799532157685,364.2694714991835,364.5557242835835,23134000,7433166379,37.86637,34.497658,13.62
2024-01-09,370.96234130859375,371.1597538902258,366.421430173672,367.2309030972876,20830000,7433166379,37.86637,34.497658,13.62
2024-01-10,377.8526916503906,379.2347304946399,371.4855703702305,371.53491598944055,25514200,7433166379,37.86637,34.497658,13.62
2024-01-11,379.68878173828125,385.66104720244766,375.49338017859446,381.04117695037814,27850800,7433166379,37.86637,34.497658,13.62
2024-01-12,383.47943115234375,383.6867249034369,379.7084984391716,380.53770356907125,21661200,7433166379,37.86637,34.497658,13.62
2024-01-16,385.25634765625,388.96805409085823,382.64039716399947,388.602812151916,27202300,7433166379,37.86637,34.497658,13.62
2024-01-17,384.46661376953125,385.09837624388496,379.86647557529443,382.99576492837696,22234100,7433166379,37.86637,34.497658,13.62
2024-01-18,388.8100891113281,388.92854269445195,385.1082640110595,386.68771541228006,23392100,7433166379,37.86637,34.497658,13.62
2024-01-19,393.54840087890625,393.54840087890625,388.4448053024204,390.67578129578703,29331100,7433166379,37.86637,34.497658,13.62
2024-01-22,391.4161682128906,395.4733538528461,388.5336672952226,394.8810558423085,27016900,7433166379,37.86637,34.497658,13.62
2024-01-23,393.77545166015625,394.24929609694567,388.8692984754516,390.6659247403921,20525900,7433166379,37.86637,34.497658,13.62
2024-01-24,397.388427734375,400.4189955779341,395.30554874370245,396.38154221940175,24867000,7433166379,37.86637,34.497658,13.62
2024-01-25,399.66876220703125,401.7812847845524,397.3588270396622,399.12583992803854,21021200,7433166379,37.86637,34.497658,13.62
2024-01-26,398.7408142089844,400.95205802517637,397.260084299944,399.1751640590117,17803300,7433166379,37.86637,34.497658,13.62
2024-01-29,404.4564514160156,404.71312091427023,399.13568066698633,400.8434667217464,24510200,7433166379,37.86637,34.497658,13.62
2024-01-30,403.3409729003906,407.7436682887795,401.22848045302675,406.96383885346637,33477600,7433166379,37.86637,34.497658,13.62
2024-01-31,392.472412109375,409.98453286629814,392.1071701932433,401.7319152692152,47871100,7433166379,37.86637,34.497658,13.62
2024-02-01,398.5927734375,402.75856172705096,396.63819898392825,396.6678123790341,30657700,7433166379,37.86637,34.497658,13.62
2024-02-02,405.9371337890625,407.3487556129593,398.3755367797246,398.62232507588243,28256700,7433166379,37.86637,34.497658,13.62
2024-02-05,400.4387512207031,405.8779758304878,398.8000730412909,404.6341529667765,25352300,7433166379,37.86637,34.497658,13.62
2024-02-06,400.2807922363281,402.72894332826615,397.7339499122829,400.6657964934495,18382600,7433166379,37.86637,34.497658,13.62
2024-02-07,408.7308349609375,408.977623299913,402.16627116929635,402.2057657386807,22340500,7433166379,37.86637,34.497658,13.62
2024-02-08,408.7900390625,410.22142339932105,407.23035010197816,408.7308122744756,21225300,7433166379,37.86637,34.497658,13.62
2024-02-09,415.1473083496094,415.4138590210017,409.757459765656,409.9154079087516,22032800,7433166379,37.86637,34.497658,13.62
2024-02-12,409.92529296875,415.3348738248099,409.4218351407045,415.1571934592156,21202900,7433166379,37.86637,34.497658,13.62
2024-02-13,401.10009765625,404.8019221765738,398.20774599449635,399.7378214126868,27824900,7433166379,37.86637,34.497658,13.62
2024-02-14,404.9768981933594,405.3230467916911,400.1111396506927,403.5725652715375,20401200,7433166379,37.86637,34.497658,13.62
2024-02-15,402.0791931152344,404.62087571418016,399.8342222462888,403.6417964220221,21825500,7433166379,37.86637,34.497658,13.62
2024-02-16,399.6067810058594,403.7901722944783,398.99361896429224,403.4637923812322,22296500,7433166379,37.86637,34.497658,13.62
2024-02-20,398.3507995605469,400.0320454973026,393.62348186339256,398.7958219344355,24307900,7433166379,37.86637,34.497658,13.62
2024-02-21,397.7474670410156,397.85627039792524,392.8421408842448,395.75964027371015,18518900,7433166379,37.86637,34.497658,13.62
2024-02-22,407.1131286621094,408.28011643608824,404.0670871504759,405.6692280234365,27009900,7433166379,37.86637,34.497658,13.62
2024-02-23,405.8175354003906,411.2766872182918,404.46263934607134,411.0888090231092,16295900,7433166379,37.86637,34.497658,13.62
2024-02-26,403.04840087890625,407.61747779162243,402.870361769412,406.9251806067473,16193500,7433166379,37.86637,34.497658,13.62
2024-02-27,402.98907470703125,403.819813241038,399.39907699066305,403.49343334978465,14835800,7433166379,37.86637,34.497658,13.62
2024-02-28,403.22650146484375,404.7890749368065,400.85295800482464,403.6814233342138,13183100,7433166379,37.86637,34.497658,13.62
2024-02-29,409.08123779296875,409.6350635504339,401.4463196436388,404.13634340042967,31947300,7433166379,37.86637,34.497658,13.62
2024-03-01,410.920654296875,411.2865715908373,406.3515774824272,406.73726348535894,17823400,7433166379,37.86637,34.497658,13.62
2024-03-04,410.34710693359375,412.75031823241517,407.7757559549475,408.8834074088287,17596000,7433166379,37.86637,34.497658,13.62
2024-03-05,398.2123107910156,409.6844709938999,396.22448391124544,409.39765868898735,26919200,7433166379,37.86637,34.497658,13.62
2024-03-06,397.6584777832031,400.69464990996806,393.9992743713947,398.52878394681863,22344100,7433166379,37.86637,34.497658,13.62
2024-03-07,404.63079833984375,405.26372907387855,397.8068205149772,401.644063065413,18718500,7433166379,37.86637,34.497658,13.62
2024-03-08,401.7429504394531,405.8966732764971,399.87376610841244,403.46376381248507,18002200,7433166379,37.86637,34.497658,13.62
2024-03-11,400.0616455078125,401.20886440048105,396.8375955282925,399.3100422328625,16120800,7433166379,37.86637,34.497658,13.62
2024-03-12,410.7030944824219,410.98990677094014,402.306674544951,403.1275136284859,22457000,7433166379,37.86637,34.497658,13.62
2024-03-13,410.5251159667969,413.571157465626,406.9153492946695,413.49205243943396,17115900,7433166379,37.86637,34.497658,13.62
2024-03-14,420.5335388183594,423.10488956508317,413.3832117005198,415.60841385381684,34157300,7433166379,37.86637,34.497658,13.62
2024-03-15,411.8305358886719,417.94241719453214,408.2405382709743,414.66890001382535,45079900,7433166379,37.86637,34.497658,13.62
2024-03-18,412.72064208984375,416.09306343618266,409.2196486698743,409.6844699154105,20106000,7433166379,37.86637,34.497658,13.62
2024-03-19,416.7655944824219,417.02273864986034,410.97016253691675,413.2250331816933,19837900,7433166379,37.86637,34.497658,13.62
2024-03-20,420.5434875488281,421.2654227938467,416.0238469576272,417.3490749958178,17860100,7433166379,37.86637,34.497658,13.62
2024-03-21,424.6378173828125,426.07184869793537,422.4521827120365,425.0927391745549,21296200,7433166379,37.86637,34.497658,13.62
