Date,Close_JPM,High_JPM,Low_JPM,Open_JPM,Volume_JPM,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2013-01-02,31.797229766845703,32.03930462151515,31.483957543863983,32.0250646046516,31413000,,,,,,,,,,,
2013-01-03,31.733158111572266,31.86131557586181,31.469724530979814,31.854196923848438,24227700,,,,,,,,,,,
2013-01-04,32.29561996459961,32.34545866634701,31.640592759339434,31.647714125877943,24487700,,,,,,,,,,,
2013-01-07,32.331233978271484,32.388194073563504,32.053560303739964,32.103399029117064,24456900,,,,,,,,,,,
2013-01-08,32.395294189453125,32.395294189453125,32.010821914264504,32.3240968270872,19624200,,,,,,,,,,,
2013-01-09,32.37393569946289,32.89368405236673,32.138979513572025,32.43801441234174,25920600,,,,,,,,,,,
2013-01-10,32.85809326171875,32.86521191330134,32.41666081543182,32.67297572850011,23413600,,,,,,,,,,,
2013-01-11,32.85097122192383,32.85809258936664,32.37394281147911,32.72993513545489,19723900,,,,,,,,,,,
2013-01-14,32.66585922241211,32.87945409199595,32.38106425229623,32.67297787446225,19079500,,,,,,,,,,,
2013-01-15,33.00049591064453,33.08593604609691,32.28851107791428,32.38819123594206,29898000,,,,,,,,,,,
2013-01-16,33.33511734008789,33.34223870674888,32.44513662785571,32.68721149022309,43453600,,,,,,,,,,,
2013-01-17,33.06455993652344,33.37071349560281,32.95776388875495,33.03608262005507,41086800,,,,,,,,,,,
2013-01-18,33.07879638671875,33.17847377362583,32.879441612904586,33.021839043916884,28679100,,,,,,,,,,,
2013-01-22,33.13576126098633,33.14287991136917,32.843847707191024,32.92928509181257,24257300,,,,,,,,,,,
2013-01-23,32.915061950683594,33.06457812943002,32.6943456515768,32.915061950683594,19105100,,,,,,,,,,,
2013-01-24,33.01473617553711,33.32088987313871,32.8082626366949,32.9221801021276,20008200,,,,,,,,,,,
2013-01-25,33.57719421386719,33.57719421386719,33.18560322022824,33.2781619803266,26009100,,,,,,,,,,,
2013-01-28,33.206966400146484,33.46328133000109,33.0930489553229,33.3493638851775,19706800,,,,,,,,,,,
2013-01-29,33.548702239990234,33.57718226619511,32.92927660806049,32.95063526971175,19907400,,,,,,,,,,,
2013-01-30,33.55583953857422,33.71247432506968,33.43480072773046,33.491760807187774,18631300,,,,,,,,,,,
2013-01-31,33.49888229370117,33.619921114786905,33.377846188621746,33.47040225156261,19536000,,,,,,,,,,,
2013-02-01,34.068458557128906,34.17525732266441,33.61278889405425,33.748067692533276,24520000,,,,,,,,,,,
2013-02-04,33.947425842285156,34.03998460048594,33.73383100613434,33.84774843314849,20822600,,,,,,,,,,,
2013-02-05,34.73772430419922,34.74484295413584,34.1254172014476,34.13253585138422,28067500,,,,,,,,,,,
2013-02-06,34.60956573486328,34.76620318835168,34.40308958544771,34.47428694648504,28282600,,,,,,,,,,,
2013-02-07,34.339027404785156,34.709259835619214,34.104073827452055,34.638062440307735,21429600,,,,,,,,,,,
2013-02-08,34.62382125854492,34.66653860789866,34.360384929500164,34.41022636375693,15218300,,,,,,,,,,,
2013-02-11,34.64517593383789,34.816053459546325,34.44582108384983,34.538377140769356,13935900,,,,,,,,,,,
2013-02-12,34.9869270324707,35.107965841403434,34.60245465022231,34.74485213061128,16388000,,,,,,,,,,,
2013-02-13,34.65941619873047,35.207644756075126,34.53125873254568,35.13644465485794,21635600,,,,,,,,,,,
2013-02-14,35.04387283325195,35.09371152368162,34.4386844671697,34.460045845928796,18017800,,,,,,,,,,,
2013-02-15,34.80181884765625,35.21476863194825,34.58110257515117,35.136449866994624,20016200,,,,,,,,,,,
2013-02-19,35.2076416015625,35.37139774568068,34.97268536260648,34.97268536260648,20445900,,,,,,,,,,,
2013-02-20,34.60956573486328,35.27171151333031,34.43156961626473,35.136432724952066,24786700,,,,,,,,,,,
2013-02-21,34.35326385498047,34.4956613468034,34.054231566557945,34.46718130523757,24437700,,,,,,,,,,,
2013-02-22,34.82317352294922,34.82317352294922,34.467181152967726,34.62381866488158,23584100,,,,,,,,,,,
2013-02-25,33.96166229248047,35.029639077049005,33.92606360952927,34.95843899514119,32775500,,,,,,,,,,,
2013-02-26,33.89046096801758,34.36037062735881,33.35647259531138,34.33189331164519,39401400,,,,,,,,,,,
2013-02-27,35.08659362792969,35.17203371940404,34.004376913301314,34.06845562390448,31921200,,,,,,,,,,,
2013-02-28,34.830291748046875,35.27884288920298,34.709255647420896,35.0011692785846,24711500,,,,,,,,,,,
2013-03-01,34.82317352294922,35.18628454528759,34.43870111152771,34.60245727579845,25923400,,,,,,,,,,,
2013-03-04,34.95844650268555,34.98692654156494,34.41022069229022,34.69501293306615,17695200,,,,,,,,,,,
2013-03-05,35.236122131347656,35.677551861480445,35.10796467485653,35.236122131347656,25561100,,,,,,,,,,,
2013-03-06,35.620567321777344,35.73448468086742,35.32865391935877,35.51377132538269,19607900,,,,,,,,,,,
2013-03-07,36.04777908325195,36.211535206358285,35.606346699916024,35.63482673419684,24245400,,,,,,,,,,,
2013-03-08,35.74163055419922,36.20441895461853,35.32155949523052,36.01930413765199,32711900,,,,,,,,,,,
2013-03-11,35.94097900390625,36.14745517091495,35.53514803620251,35.762982870141265,19473000,,,,,,,,,,,
2013-03-12,35.798583984375,36.07625753734122,35.63482785611301,35.84842268793275,18003400,,,,,,,,,,,
2013-03-13,35.71314239501953,35.905378535852215,35.67754371323688,35.80570114045867,16680200,,,,,,,,,,,
2013-03-14,36.31122589111328,36.31122589111328,35.73451720802147,35.7772372750675,26378700,,,,,,,,,,,
2013-03-15,35.613460540771484,35.80569665753594,34.994034864089336,35.57786186344584,60880800,,,,,,,,,,,
2013-03-18,35.250343322753906,35.35714205968436,34.85163383235693,35.022508552240005,28011400,,,,,,,,,,,
2013-03-19,35.02964401245117,35.59211251674597,34.65941168238393,35.35003763616377,24411500,,,,,,,,,,,
2013-03-20,34.97269821166992,35.3429306928334,34.91574083087926,35.29309196613898,19385300,,,,,,,,,,,
2013-03-21,34.42445755004883,35.05100481725391,34.42445755004883,34.737732541654346,23535900,,,,,,,,,,,
2013-03-22,34.73060607910156,34.88724355192587,34.417333849458515,34.62381002436227,22791500,,,,,,,,,,,
2013-03-25,34.54550552368164,35.115092865027066,34.28919054107453,34.915737974557835,23581400,,,,,,,,,,,
2013-03-26,34.63093566894531,34.86589192563312,34.40310078028168,34.70213576915651,16417500,,,,,,,,,,,
2013-03-27,34.01152038574219,34.39599289926072,33.862004202487306,34.31767412250617,26530100,,,,,,,,,,,
2013-03-28,33.79079818725586,34.125431914666514,33.662640705098866,34.06135317358802,27506700,,,,,,,,,,,
2013-04-01,34.054222106933594,34.168139525546565,33.81214725288034,33.854864587356765,17442200,,,,,,,,,,,
2013-04-02,34.37461853027344,34.44581862590723,34.089826295756076,34.1823823460711,17273700,,,,,,,,,,,
