Date,Close_JPM,High_JPM,Low_JPM,Open_JPM,Volume_JPM,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2023-01-03,126.10233306884766,127.61422690683374,124.95442501295355,126.21433417120107,11054800,,,,,,,,,,,
2023-01-04,127.27826690673828,128.4914960265873,126.52232701991184,126.91429532269419,11687600,,,,,,,,,,,
2023-01-05,127.25004577636719,127.58850231187499,125.69878067794237,127.54149167029236,8381300,,,,,,,,,,,
2023-01-06,129.68504333496094,130.0987140227333,126.44150994494,127.98336428850658,10029100,,,,,,,,,,,
2023-01-09,129.149169921875,130.5688140562293,128.68850286000773,130.30557163640916,8482300,,,,,,,,,,,
2023-01-10,130.3055419921875,130.41835604769236,129.0927335129797,129.54400408063174,9048700,,,,,,,,,,,
2023-01-11,131.27391052246094,131.38672458624345,129.83547382669875,130.58758671276058,8703700,,,,,,,,,,,
2023-01-12,131.1422882080078,132.43029657725668,130.88844222104066,131.62176232060477,11001700,,,,,,,,,,,
2023-01-13,134.45162963867188,134.90291459661373,126.7329612039139,127.48508845484956,20200000,,,,,,,,,,,
2023-01-17,132.3739013671875,133.06960727751925,130.89785030058704,132.72175432235338,14292900,,,,,,,,,,,
2023-01-18,128.39703369140625,132.3080693693128,128.24660537997008,130.60639033988718,13392600,,,,,,,,,,,
2023-01-19,126.68597412109375,127.76714738275932,125.5953901216996,127.22186972869902,13303400,,,,,,,,,,,
2023-01-20,126.99620056152344,127.38166774096074,125.557763863266,127.07141471938685,13092500,,,,,,,,,,,
2023-01-23,129.05516052246094,129.7038701681591,126.75178221989053,127.03381741746739,10487100,,,,,,,,,,,
2023-01-24,130.16452026367188,131.89440286307692,126.92098680337895,128.2560058319829,6945000,,,,,,,,,,,
2023-01-25,130.79443359375,130.79443359375,129.0363473318177,129.78847462983688,8967000,,,,,,,,,,,
2023-01-26,131.6029510498047,131.67816520452345,130.0799038672407,131.0764663124064,7487600,,,,,,,,,,,
2023-01-27,131.92263793945312,132.80637213477434,131.386742372672,132.19527674571384,7489900,,,,,,,,,,,
2023-01-30,130.80384826660156,131.7063895748768,130.5970128947811,130.89785521566105,6729300,,,,,,,,,,,
2023-01-31,131.58413696289062,131.68755461567835,129.97646515057806,131.5089228203513,9188700,,,,,,,,,,,
2023-02-01,131.23629760742188,132.4491061879715,129.85426792947493,129.9388928238075,8841800,,,,,,,,,,,
2023-02-02,130.6251983642578,132.05423864147,129.74144996052968,131.62176082952286,11822100,,,,,,,,,,,
2023-02-03,132.6465301513672,133.81232808393597,129.86367802871555,129.91067432511738,11501200,,,,,,,,,,,
2023-02-06,133.4268798828125,133.72773655812986,131.6499863879224,131.83801463717785,8406200,,,,,,,,,,,
2023-02-07,135.05332946777344,135.70203904669592,132.73114427585617,132.91918684906528,10447900,,,,,,,,,,,
2023-02-08,134.103759765625,135.41997152930162,133.76530326273212,134.1131561547826,6958000,,,,,,,,,,,
2023-02-09,132.01661682128906,134.76186881114253,131.4995284928368,134.55503347976162,6443100,,,,,,,,,,,
2023-02-10,132.59951782226562,132.82516029378564,130.29613984816245,131.41492712446123,6582900,,,,,,,,,,,
2023-02-13,134.03794860839844,134.18836255439356,132.317462680202,132.84394735526357,7134600,,,,,,,,,,,
2023-02-14,134.63023376464844,135.20372906156447,133.12599391801848,133.9721279351459,9249400,,,,,,,,,,,
2023-02-15,135.19435119628906,135.27896174046816,132.84396266487107,133.1354085474656,6728300,,,,,,,,,,,
2023-02-16,133.33285522460938,134.80889184816675,133.2012196874121,134.35762124075458,8165300,,,,,,,,,,,
2023-02-17,133.7277069091797,134.28239514247505,131.68757144852603,132.54310194480274,7948800,,,,,,,,,,,
2023-02-21,131.27391052246094,132.88156831389693,130.44656913303243,132.27047300756325,9996300,,,,,,,,,,,
2023-02-22,130.26792907714844,131.08585967919916,129.21495962663414,130.60638559276128,11107500,,,,,,,,,,,
2023-02-23,131.31150817871094,131.7815858972625,129.68504328929998,130.42775977253268,8068000,,,,,,,,,,,
2023-02-24,132.49612426757812,132.90039864277054,130.61581303287318,130.78504850372747,9126900,,,,,,,,,,,
2023-02-27,133.6525115966797,134.73368470181907,133.23884087434072,133.60550095175304,10014700,,,,,,,,,,,
2023-02-28,134.7712860107422,135.15673883259325,133.40804916698676,134.38581884325777,11019800,,,,,,,,,,,
2023-03-01,134.01914978027344,134.87469460301577,133.31403325846802,133.59608273631667,7139200,,,,,,,,,,,
2023-03-02,132.6277618408203,133.90635972803452,131.18931052643143,133.72774220835828,11106800,,,,,,,,,,,
2023-03-03,135.06271362304688,135.1379277684013,132.63711123148448,133.0413711239292,9513100,,,,,,,,,,,
2023-03-06,134.27301025390625,135.41998672199898,134.12258193671465,134.8559020509813,9261300,,,,,,,,,,,
