Date,Close_NVDA,High_NVDA,Low_NVDA,Open_NVDA,Volume_NVDA,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2024-01-02,48.143856048583984,49.27029006493009,47.57114520519551,49.21931693922932,411254000,,,,,,,,,,,
2024-01-03,47.54515838623047,48.159848009515486,47.29628263742881,47.461200853543446,320896000,,,,,,,,,,,
2024-01-04,47.97394943237305,48.47569678347226,47.48419329239884,47.743062379627034,306535000,,,,,,,,,,,
2024-01-05,49.07239532470703,49.52217057126956,48.281791365683425,48.43771523045836,415039000,,,,,,,,,,,
2024-01-08,52.226810455322266,52.248802601709635,49.45420245341726,49.48718686021287,642510000,,,,,,,,,,,
2024-01-09,53.11336898803711,54.29777651370217,51.66409487363166,52.37474091414494,773100000,,,,,,,,,,,
2024-01-10,54.32276153564453,54.57263625073542,53.462192955866946,53.58913202583644,533796000,,,,,,,,,,,
2024-01-11,54.794525146484375,55.3182646237258,53.53316035979794,54.971438397001265,596759000,,,,,,,,,,,
2024-01-12,54.68257522583008,54.942447033748536,54.30276844931097,54.59262018659447,352994000,,,,,,,,,,,
2024-01-16,56.35374450683594,56.80651660434578,54.87248875685251,54.990429652443055,449580000,,,,,,,,,,,
2024-01-17,56.02490997314453,56.442699756892196,54.71256826860131,56.318761351488625,474394000,,,,,,,,,,,
2024-01-18,57.0783805847168,57.57113355960741,56.07888171171816,57.23130379027645,491650000,,,,,,,,,,,
2024-01-19,59.46118927001953,59.470183631396026,57.19632214390486,57.9599392307051,543501000,,,,,,,,,,,
2024-01-22,59.62410354614258,60.30076621768796,59.04039658553907,60.018906048230285,452955000,,,,,,,,,,,
2024-01-23,59.84299850463867,59.879978713200884,58.555641913303255,59.54014893601341,294654000,,,,,,,,,,,
2024-01-24,61.33124923706055,62.81750357026873,59.90796305820768,60.27378077359489,560271000,,,,,,,,,,,
2024-01-25,61.58612060546875,62.687569516767255,60.81950289051068,62.31875115055073,482777000,,,,,,,,,,,
2024-01-26,61.00041198730469,61.75203783033358,60.54264514796327,60.92944842366768,390309000,,,,,,,,,,,
2024-01-29,62.433692932128906,62.45767916479008,60.8764751379027,61.20130919891072,348733000,,,,,,,,,,,
2024-01-30,62.74253845214844,63.461179887339625,62.22879610932244,62.86847856975012,410735000,,,,,,,,,,,
2024-01-31,61.49617004394531,62.237798816895705,60.66958477846298,61.409211838884005,453795000,,,,,,,,,,,
2024-02-01,62.99541091918945,63.15933018552209,61.61910217787421,62.068873584965374,369146000,,,,,,,,,,,
2024-02-02,66.1268539428711,66.56662829382361,63.65808651280487,63.941944610064006,476578000,,,,,,,,,,,
2024-02-05,69.29725646972656,69.46217469854224,67.17132346877767,68.19080896214494,680078000,,,,,,,,,,,
2024-02-06,68.18881225585938,69.71904328530657,66.26677937017486,69.59510487406826,683111000,,,,,,,,,,,
2024-02-07,70.0638656616211,70.1848072130282,67.56611760223609,68.28475901119934,495575000,,,,,,,,,,,
2024-02-08,69.60609436035156,70.75851634793179,69.42019057387394,70.03887599609345,414422000,,,,,,,,,,,
2024-02-09,72.09687042236328,72.14883870113421,70.17682744191819,70.49766579276313,436637000,,,,,,,,,,,
2024-02-12,72.2117919921875,74.57360667156944,71.21429106971823,72.56361295434608,613710000,,,,,,,,,,,
2024-02-13,72.09186553955078,73.41320187519852,69.58512632462431,70.36473436037795,602580000,,,,,,,,,,,
2024-02-14,73.86297607421875,74.19880626705748,71.9019610905451,73.1653277390137,504917000,,,,,,,,,,,
2024-02-15,72.62158203125,73.93792331267274,72.36371572931519,73.8319812576461,420122000,,,,,,,,,,,
2024-02-16,72.57659912109375,74.36470378549747,72.46465575310286,74.06285322156347,495327000,,,,,,,,,,,
2024-02-20,69.41720581054688,71.91994903053357,67.7000642651573,71.91095085561923,704833000,,,,,,,,,,,
2024-02-21,67.43818664550781,68.85347738557593,66.21480102707116,67.97191561607241,673755000,,,,,,,,,,,
2024-02-22,78.49864196777344,78.53561836150196,74.1828051803666,74.98740205219113,865100000,,,,,,,,,,,
2024-02-23,78.77749633789062,82.35269930987084,77.53111971760488,80.74950699510057,829388000,,,,,,,,,,,
2024-02-26,79.0523681640625,80.60559027528652,78.46565670997347,79.66005756473585,503973000,,,,,,,,,,,
2024-02-27,78.66154479980469,79.44016125360511,77.12332243829638,79.34120423128547,391705000,,,,,,,,,,,
2024-02-28,77.62408447265625,78.89344471041017,77.08635205553938,77.58110675234951,393110000,,,,,,,,,,,
2024-02-29,79.07234954833984,79.94990785839042,78.31073041631178,79.05436082688792,507289000,,,,,,,,,,,
2024-03-01,82.23775482177734,82.25874801625466,79.39517868225165,79.95989790136245,479135000,,,,,,,,,,,
2024-03-04,85.19428253173828,87.6510508748539,83.67704554275812,84.08783505356324,615616000,,,,,,,,,,,
2024-03-05,85.92495727539062,86.05790010828508,83.3791168960246,85.23127220389335,520639000,,,,,,,,,,,
2024-03-06,88.65969848632812,89.68323533367624,86.99045903620946,87.98201274018054,582520000,,,,,,,,,,,
2024-03-07,92.62689971923828,92.7248547713437,89.56129169773,90.11703886606277,608119000,,,,,,,,,,,
2024-03-08,87.48824310302734,97.3557607121787,86.46670414122495,95.09478711569938,1142269000,,,,,,,,,,,
2024-03-11,85.73503875732422,88.75666054013853,84.12776749206648,86.38973999977979,678364000,,,,,,,,,,,
