Date,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2016-01-04,23.77617645263672,23.78069116662558,23.020123714236984,23.15779321929633,270597600,,,,,,,,,,,
2016-01-05,23.18036460876465,23.88902327269363,23.112659386942752,23.866454865419666,223164000,,,,,,,,,,,
2016-01-06,22.72673225402832,23.103631715714023,22.5394129236889,22.695136139423642,273829600,,,,,,,,,,,
2016-01-07,21.767560958862305,22.598091114446778,21.763047966009083,22.270844894024773,324377600,,,,,,,,,,,
2016-01-08,21.88266372680664,22.367892283398735,21.837526907436846,22.241507811675877,283192000,,,,,,,,,,,
2016-01-11,22.23699188232422,22.356605996795746,21.968423172719636,22.336294945746253,198957600,,,,,,,,,,,
2016-01-12,22.55971908569336,22.724471694885743,22.306948501764648,22.692875587126995,196616800,,,,,,,,,,,
2016-01-13,21.979703903198242,22.8373170301346,21.959392856154345,22.640968299416002,249758400,,,,,,,,,,,
2016-01-14,22.46042251586914,22.677084062682308,21.607323917031994,22.108350515551393,252680400,,,,,,,,,,,
2016-01-15,21.921030044555664,22.051929230429984,21.521563858119055,21.71114056439832,319335600,,,,,,,,,,,
2016-01-19,21.814958572387695,22.26407629753309,21.553160197941185,22.209911769732166,212350800,,,,,,,,,,,
2016-01-20,21.84429168701172,22.16025450759533,21.08372424940403,21.46287928973259,289337600,,,,,,,,,,,
2016-01-21,21.733699798583984,22.09028462282256,21.426764761672455,21.90522100249576,208646000,,,,,,,,,,,
2016-01-22,22.88922882080078,22.898256528600793,22.200882889177166,22.259560407088433,263202000,,,,,,,,,,,
2016-01-25,22.442365646362305,22.914051696874395,22.39045676352377,22.91179433974429,207178000,,,,,,,,,,,
2016-01-26,22.566490173339844,22.76735188861004,22.133170634005857,22.55294947581653,300308000,,,,,,,,,,,
2016-01-27,21.083723068237305,21.808179641485392,21.065667657362017,21.675024860462337,533478800,,,,,,,,,,,
2016-01-28,21.23493194580078,21.331977620925375,20.85126395867116,21.16722674199719,222715200,,,,,,,,,,,
2016-01-29,21.968421936035156,21.968421936035156,21.29361674669528,21.39291980452718,257666000,,,,,,,,,,,
2016-02-01,21.763046264648438,21.826238490808326,21.53058840904926,21.77207397150828,163774000,,,,,,,,,,,
2016-02-02,21.322956085205078,21.67502803961913,21.27781755139622,21.535101167600182,149428800,,,,,,,,,,,
2016-02-03,21.7449893951416,21.855575783517853,21.23267954862153,21.440311626920305,183857200,,,,,,,,,,,
2016-02-04,21.919715881347656,22.085362531753155,21.599770613033634,21.75180135564528,185886800,,,,,,,,,,,
2016-02-05,21.334274291992188,21.992319710087394,21.259394616770418,21.9015545263498,185672400,,,,,,,,,,,
2016-02-08,21.558923721313477,21.715491926616043,21.111906511618695,21.132327774013778,216085600,,,,,,,,,,,
2016-02-09,21.55438232421875,21.769949882242138,21.31385602508739,21.395544528792783,177324800,,,,,,,,,,,
2016-02-10,21.391006469726562,21.86298413186225,21.352431821787203,21.765411843355377,169374400,,,,,,,,,,,
