Date,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT,SharesOutstanding
2005-01-03,18.454885482788086,18.59981982416829,18.392770953107462,18.49629473044975,65002900,7433166379
2005-01-04,18.523902893066406,18.70334473228405,18.399673826194476,18.54460817633717,109442100,7433166379
2005-01-05,18.482500076293945,18.703351242550713,18.468696549308703,18.523909340872894,72463500,7433166379
2005-01-06,18.461782455444336,18.675731715314697,18.38586442410689,18.53079872789875,76890500,7433166379
2005-01-07,18.406578063964844,18.55841287925146,18.372070570246777,18.51010186149556,68723300,7433166379
2005-01-10,18.496299743652344,18.5377103189141,18.316859183024473,18.358268441909626,70376600,7433166379
2005-01-11,18.447980880737305,18.510095400850982,18.365162398169762,18.420375158673473,64712000,7433166379
2005-01-12,18.482500076293945,18.530811104365515,18.372074493165563,18.475598312801324,72940600,7433166379
2005-01-13,18.1304988861084,18.496282750221006,18.05458088425466,18.413464308540014,89861600,7433166379
2005-01-14,18.02698516845703,18.254737983889772,17.971772404605947,18.220229183747765,92180800,7433166379
2005-01-18,18.165016174316406,18.185721454121687,17.83373959568856,17.96487040170312,69146400,7433166379
2005-01-19,17.93035888671875,18.12360418650868,17.888949649755162,18.089095392059097,58114100,7433166379
2005-01-20,17.8475399017334,18.013178161220665,17.76472011380183,17.833736384348825,58380100,7433166379
2005-01-21,17.70260238647461,18.033878845276615,17.695700629035947,17.909651160507586,76501000,7433166379
2005-01-24,17.71640968322754,17.94416246181866,17.69570440649165,17.77852419705929,69010900,7433166379
2005-01-25,17.95796775817871,18.07529503855021,17.771624198228203,17.778525957823707,67580700,7433166379
2005-01-26,17.951066970825195,18.061492497581913,17.87514892753891,17.992476214264936,64974500,7433166379
2005-01-27,18.02008056640625,18.05458804472981,17.840638783096704,17.90965505611975,93204100,7433166379
2005-01-28,18.068391799926758,18.392766576106826,17.916555734006607,18.316849859522687,110466500,7433166379
2005-01-31,18.137414932250977,18.303053262489964,18.054595108943268,18.18572594735696,71442100,7433166379
2005-02-01,18.21332550048828,18.240932537686728,18.09599822514685,18.116703503045684,57981700,7433166379
