Date,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT,SharesOutstanding
2007-01-03,21.16160011291504,21.437990299094743,20.83560021869227,21.197034266933755,76935100,7433166379
2007-01-04,21.126169204711914,21.239560144319885,20.863953163765967,21.048213778560573,45774500,7433166379
2007-01-05,21.00568962097168,21.083646393129012,20.871038734897315,20.998602518800418,44607200,7433166379
2007-01-08,21.211206436157227,21.331684440690015,20.927729175999545,21.01277167818375,50220200,7433166379
2007-01-09,21.232471466064453,21.388385010250754,21.06947217143925,21.260819874726153,44636600,7433166379
2007-01-10,21.019861221313477,21.182860495880064,20.85686194674689,21.119077935966814,55017400,7433166379
2007-01-11,21.75690269470215,21.792336848073532,21.01277330836629,21.090730067854906,99464300,7433166379
2007-01-12,22.118335723876953,22.24590084073269,21.714380421651335,21.72146752277958,103972500,7433166379
2007-01-16,22.082904815673828,22.28842672342122,21.99077519091824,22.15377448564626,62379600,7433166379
2007-01-17,22.040380477905273,22.281336511142104,21.976597919005737,22.153771393343035,58519600,7433166379
2007-01-18,21.969512939453125,22.23173030155463,21.827773605604776,22.075816763976153,56364300,7433166379
2007-01-19,22.047473907470703,22.047473907470703,21.74982233107873,21.778169392211584,75826900,7433166379
2007-01-22,21.771081924438477,22.054560641380515,21.622256814597936,22.01203802280319,56143900,7433166379
2007-01-23,21.785249710083008,21.94116187706934,21.629337543096675,21.707292950726693,49171200,7433166379
2007-01-24,22.033294677734375,22.182119756136807,21.721468966004846,21.813599935067085,58527800,7433166379
2007-01-25,21.579727172851562,22.30968093602681,21.579727172851562,22.026203680826413,97378700,7433166379
2007-01-26,21.686031341552734,22.13250785708277,21.686031341552734,22.125420756617064,96103700,7433166379
2007-01-29,21.63641357421875,21.813586953580014,21.50176142742102,21.721456039345814,57605900,7433166379
2007-01-30,21.600994110107422,21.71438504886967,21.360038027305993,21.664776682127012,61900400,7433166379
2007-01-31,21.87029457092285,22.040380947704957,21.508860513363487,21.551381769627422,73968400,7433166379
2007-02-01,21.657682418823242,21.926986823138602,21.52303156839173,21.856117171912132,55355800,7433166379
2007-02-02,21.395463943481445,21.856114594542298,21.352941346724315,21.841940395623254,60401700,7433166379
2007-02-05,20.984432220458984,21.27499668621621,20.842692863233985,21.239561171046613,99102100,7433166379
2007-02-06,20.913555145263672,21.083641502742516,20.708033285147852,20.970250597756618,79281100,7433166379
2007-02-07,20.814342498779297,21.04821145486776,20.72929862759873,21.00568884341424,65145500,7433166379
2007-02-08,20.736387252807617,21.119081321916777,20.693865989956947,20.722213047948536,48749000,7433166379
2007-02-09,20.53795051574707,20.835602031267744,20.502516358645792,20.800167874166462,69823100,7433166379
2007-02-12,20.509601593017578,20.61590540636893,20.431644832420968,20.474166087416243,52774400,7433166379
2007-02-13,20.6304988861084,20.76561800969714,20.594940508104294,20.651833912910863,50348100,7433166379
2007-02-14,20.907854080200195,21.114088668759464,20.730066203061735,20.744289558772138,55588600,7433166379
2007-02-15,20.950511932373047,21.085631028762613,20.779835821550353,21.03585066599097,63858100,7433166379
2007-02-16,20.438488006591797,20.580718807816616,20.374484281681976,20.55938378070886,109340300,7433166379
2007-02-20,20.502487182617188,20.523822204991344,20.246472339779878,20.36025641294909,53978200,7433166379
2007-02-21,20.87228775024414,20.900733092580744,20.438485089201556,20.44559676388902,68604900,7433166379
2007-02-22,20.900733947753906,21.007407716017283,20.73716949248958,20.843841904339648,57754400,7433166379
2007-02-23,20.552278518676758,20.822516854053458,20.545166840754856,20.77984678652206,63787100,7433166379
2007-02-26,20.673166275024414,20.68738962532595,20.495378465495257,20.594939204779315,63481900,7433166379
2007-02-27,19.819787979125977,20.602053349701468,19.762895927512968,20.417153842855814,87143300,7433166379
