Date,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
1999-01-04,0.3095828592777252,0.3170873846744329,0.3002013320186183,0.3161493346565571,952884800,,,,,,,,,,,
1999-01-05,0.32506170868873596,0.3297520574924651,0.3114588855141962,0.31474213468695306,1410113600,,,,,,,,,,,
1999-01-06,0.31333526968955994,0.33115940510419156,0.30770599017469114,0.33115940510419156,1348569600,,,,,,,,,,,
1999-01-07,0.33772656321525574,0.3381955881879264,0.3161493102103897,0.3170873601557311,1429019200,,,,,,,,,,,
1999-01-08,0.33772656321525574,0.35179843967859825,0.33022116162299403,0.34945326471376836,678832000,,,,,,,,,,,
1999-01-11,0.3442930281162262,0.3457001280442294,0.33678847846638404,0.3433549531473115,560974400,,,,,,,,,,,
1999-01-12,0.34616923332214355,0.3499223354206099,0.33115927990094957,0.3475763334747991,820736000,,,,,,,,,,,
1999-01-13,0.3489842414855957,0.35508166636374733,0.3170873617407834,0.32177856341899486,1047816000,,,,,,,,,,,
1999-01-14,0.31052079796791077,0.34523101600535444,0.30817479698840045,0.34147874212689294,1723859200,,,,,,,,,,,
1999-01-15,0.3100517988204956,0.3161492475096202,0.30020124926776715,0.3138040730099005,1006006400,,,,,,,,,,,
1999-01-19,0.30676770210266113,0.3175563257362404,0.3030154281668658,0.31474212654707673,534889600,,,,,,,,,,,
1999-01-20,0.30442264676094055,0.3152112746118185,0.30395359667890615,0.3081749221635088,778120000,,,,,,,,,,,
1999-01-21,0.2912887632846832,0.30442256276985485,0.2814381882141941,0.30348448791534505,600488000,,,,,,,,,,,
1999-01-22,0.2908196449279785,0.2964489194052061,0.2781548983743212,0.28284607316695626,345766400,,,,,,,,,,,
1999-01-25,0.2955108880996704,0.2969179877314135,0.29128873747954387,0.29457196160336696,385336000,,,,,,,,,,,
1999-01-26,0.303953617811203,0.30676784334684354,0.2973871416628614,0.29973231708385695,560044800,,,,,,,,,,,
1999-01-27,0.30113929510116577,0.3105208196519383,0.29973219542982477,0.30770576858433496,364952000,,,,,,,,,,,
1999-01-28,0.30676770210266113,0.3095827530166996,0.3025463782681841,0.30676770210266113,336280000,,,,,,,,,,,
