Date,Close_JPM,High_JPM,Low_JPM,Open_JPM,Volume_JPM,SharesOutstanding
1993-01-04,5.000646591186523,5.033013112320721,4.968280070052325,5.016830036957049,1710900,2749753854
1993-01-05,4.919731140136719,5.016831094413056,4.919731140136719,4.968281117274887,3233700,2749753854
1993-01-06,4.968279838562012,4.968279838562012,4.887362983886449,4.903546428902929,2238600,2749753854
1993-01-07,4.87117862701416,4.9844616010890155,4.87117862701416,4.9682785307393145,4186800,2749753854
1993-01-08,4.90354585647583,4.919729299603096,4.790262495398547,4.871179340628088,2413200,2749753854
1993-01-11,4.968279838562012,4.984462913171656,4.919729873919408,4.919729873919408,2197500,2749753854
1993-01-12,5.000646591186523,5.016830036957049,4.935913178511274,4.935913178511274,3238200,2749753854
1993-01-13,5.065380573272705,5.081563650455554,5.016830600910369,5.033013678093218,3203100,2749753854
1993-01-14,5.2272138595581055,5.2272138595581055,5.081563934334441,5.097747382828263,5953500,2749753854
1993-01-15,5.243393421173096,5.308126796755224,5.227209984675904,5.243393421173096,3752400,2749753854
1993-01-18,5.3404974937438965,5.405230920167345,5.227214090104595,5.243397539312189,2661000,2749753854
1993-01-19,5.3890485763549805,5.567065072525332,5.275765149479117,5.3728651238278555,9706200,2749753854
1993-01-20,5.2272138595581055,5.4052306817694165,5.211030781471196,5.4052306817694165,8171400,2749753854
1993-01-21,5.146296501159668,5.291946402135885,5.097746534167595,5.291946402135885,5445600,2749753854
1993-01-22,5.162479400634766,5.243395880256201,5.146295956547752,5.178662474314964,2596200,2749753854
1993-01-25,5.113929748535156,5.194846233057765,5.0977463034679005,5.162479713330089,1448100,2749753854
1993-01-26,5.211028575897217,5.211028575897217,5.146295179727325,5.162478621371487,3066000,2749753854
1993-01-27,5.405228614807129,5.405228614807129,5.259578745280051,5.275761817178545,6870900,2749753854
1993-01-28,5.243393421173096,5.453776614010032,5.227209984675904,5.43759317751284,4331400,2749753854
1993-01-29,5.259579658508301,5.275762733216684,5.22721276827786,5.275762733216684,1787400,2749753854
1993-02-01,5.308131217956543,5.324314297526162,5.259581238433791,5.291947767979977,2808600,2749753854
1993-02-02,5.324312210083008,5.35667909734642,5.291945693226398,5.340495653714713,1596300,2749753854
1993-02-03,5.3890485763549805,5.405232028882106,5.324315136653486,5.324315136653486,2324100,2749753854
1993-02-04,5.453780174255371,5.502330145033885,5.405230203476857,5.486146697972087,3925500,2749753854
1993-02-05,5.550877571105957,5.567060640342018,5.469960743298804,5.469960743298804,5154300,2749753854
1993-02-08,5.53469705581665,5.550880504010229,5.502330529836399,5.53469705581665,1293300,2749753854
1993-02-09,5.486143589019775,5.518510094394659,5.4537770836448916,5.502327026910553,2384700,2749753854
1993-02-10,5.486143589019775,5.486143589019775,5.437593645754113,5.486143589019775,2068800,2749753854
1993-02-11,5.502330303192139,5.550880275366167,5.469963408138192,5.486146855665165,2583900,2749753854
1993-02-12,5.421412944793701,5.534696326405456,5.421412944793701,5.518512880344674,2259300,2749753854
1993-02-16,5.243393421173096,5.405226674925096,5.130110106506032,5.405226674925096,4684800,2749753854
1993-02-17,5.1948442459106445,5.227210753257389,5.14629429968718,5.211027684787363,4813200,2749753854
1993-02-18,5.146296501159668,5.324312923328316,5.097746534167595,5.324312923328316,3295500,2749753854
1993-02-19,5.324312210083008,5.324312210083008,5.146295811761451,5.1624792553931576,3911400,2749753854
1993-02-22,5.421412944793701,5.421412944793701,5.275763041467242,5.2919464875280235,2483100,2749753854
1993-02-23,5.27576208114624,5.421411957960769,5.227212122208064,5.405228885252571,3613200,2749753854
1993-02-24,5.421412944793701,5.437596390854482,5.308129933588805,5.3404964553035095,2629200,2749753854
1993-02-25,5.3890485763549805,5.421415111002225,5.324315136653486,5.421415111002225,1738800,2749753854
1993-02-26,5.243393421173096,5.389043238427904,5.178660045590968,5.372859801930712,14774700,2749753854
1993-03-01,5.308131217956543,5.356681197479295,5.259581238433791,5.340497747502728,2642700,2749753854
1993-03-02,5.421412944793701,5.421412944793701,5.308129933588805,5.324313009242728,2373000,2749753854
1993-03-03,5.437594413757324,5.4861443638801575,5.40522790381101,5.421410973580805,3356100,2749753854
1993-03-04,5.308131217956543,5.4537811565248,5.291947767979977,5.4537811565248,2063400,2749753854
1993-03-05,5.291945457458496,5.372861931198413,5.259578942043887,5.324311972873105,2584500,2749753854
1993-03-08,5.421412944793701,5.421412944793701,5.308129933588805,5.308129933588805,2325600,2749753854
1993-03-09,5.550877571105957,5.550877571105957,5.421410794777198,5.421410794777198,3868200,2749753854
1993-03-10,5.696528911590576,5.712711985073503,5.5346955839136385,5.550879027803375,3933600,2749753854
1993-03-11,5.615610122680664,5.696526943770462,5.583243616488754,5.696526943770462,2558400,2749753854
1993-03-12,5.53469705581665,5.550880504010229,5.4699636334492405,5.518513607623071,2475900,2749753854
1993-03-15,5.53469705581665,5.550880504010229,5.453780555662569,5.53469705581665,2089800,2749753854
1993-03-16,5.599431037902832,5.647981016929715,5.469964180226515,5.469964180226515,3325800,2749753854
1993-03-17,5.437594413757324,5.599427704302343,5.437594413757324,5.599427704302343,4476900,2749753854
1993-03-18,5.405228614807129,5.50232852782518,5.340495215992837,5.437595129010889,3229200,2749753854
1993-03-19,5.324312210083008,5.453779018323051,5.324312210083008,5.453779018323051,3954000,2749753854
1993-03-22,5.3566765785217285,5.3566765785217285,5.2595767032035505,5.275759768818827,2697900,2749753854
1993-03-23,5.27576208114624,5.389045442137582,5.259579008438042,5.356678926314395,2721300,2749753854
1993-03-24,5.162479400634766,5.324312359877637,5.049196032839305,5.291945842110425,5088900,2749753854
1993-03-25,5.1786627769470215,5.2272127416384215,5.113929737629713,5.162479702321112,3733800,2749753854
1993-03-26,5.259579658508301,5.308129623447126,5.1786628033390345,5.1948462484542555,4185600,2749753854
1993-03-29,5.324312210083008,5.35667909734642,5.3081291368581045,5.3081291368581045,2197200,2749753854
1993-03-30,5.27576208114624,5.324312040084417,5.259579008438042,5.324312040084417,1614300,2749753854
1993-03-31,5.269888877868652,5.318835215351739,5.253573680994903,5.30252001847799,1911300,2749753854
1993-04-01,5.318836688995361,5.41672939108381,5.302521487601302,5.318836688995361,2150400,2749753854
1993-04-02,5.07410192489624,5.318833534994625,5.041471168026723,5.318833534994625,3041100,2749753854
1993-04-05,5.204625606536865,5.204625606536865,5.025155513374039,5.123048155669837,4099200,2749753854
1993-04-06,5.123049259185791,5.2209419225678815,5.123049259185791,5.2209419225678815,1578900,2749753854
1993-04-07,5.253572940826416,5.253572940826416,5.074102813053114,5.139364711646212,5876100,2749753854
1993-04-08,5.253572940826416,5.3188344659886475,5.237257372820425,5.286203703407532,3199800,2749753854
1993-04-12,5.5309343338012695,5.5309343338012695,5.367779804197456,5.384095369187076,3509400,2749753854
1993-04-13,5.661462783813477,5.759355514216194,5.596201212499085,5.612516418612118,5934300,2749753854
1993-04-14,5.579883098602295,5.710406555379162,5.530936755632099,5.710406555379162,2251500,2749753854
1993-04-15,5.384098529815674,5.6288302811709325,5.367782955248318,5.57988393089988,3673500,2749753854
1993-04-16,5.4004130363464355,5.4004130363464355,5.302520355164512,5.384097465005801,2700300,2749753854
