Date,Close_XOM,High_XOM,Low_XOM,Open_XOM,Volume_XOM,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
1996-01-02,8.01821517944336,8.030646520806837,7.9684898139894464,7.980921155352925,6857200,,,,,,,,,,,
1996-01-03,8.043074607849121,8.067937280516352,7.99334926251466,8.043074607849121,5736000,,,,,,,,,,,
1996-01-04,8.092799186706543,8.16738719764393,8.043073846081617,8.06793651639408,9088400,,,,,,,,,,,
1996-01-05,8.291703224182129,8.316565902515508,8.067939119181712,8.067939119181712,8094000,,,,,,,,,,,
1996-01-08,8.391149520874023,8.391149520874023,8.27926752726237,8.27926752726237,2510800,,,,,,,,,,,
1996-01-09,8.229541778564453,8.45330575441666,8.204679114580875,8.428443090433081,5669200,,,,,,,,,,,
1996-01-10,7.980916976928711,8.204681004319236,7.980916976928711,8.15495566489912,6454400,,,,,,,,,,,
1996-01-11,8.030643463134766,8.092800146285963,7.993349453244047,8.030643463134766,6128000,,,,,,,,,,,
1996-01-12,7.918760776519775,8.067936803706962,7.869035434124047,8.055505468108029,5131200,,,,,,,,,,,
1996-01-15,7.831737995147705,7.943619966506959,7.80687533484565,7.906325976053874,4268800,,,,,,,,,,,
1996-01-16,7.943623065948486,7.943623065948487,7.856603720938097,7.881466390941065,4159200,,,,,,,,,,,
1996-01-17,7.980916976928711,8.043073651203857,7.9311916375085945,7.943622972363624,5050400,,,,,,,,,,,
1996-01-18,8.055501937866211,8.06793326801724,7.943619966506959,7.993345287111071,5744800,,,,,,,,,,,
1996-01-19,8.067939758300781,8.130096459058105,8.030645737846386,8.030645737846386,8328000,,,,,,,,,,,
1996-01-22,7.918760776519775,8.092799474904826,7.869035434124047,8.092799474904826,5780800,,,,,,,,,,,
1996-01-23,7.757156848907471,7.893901601051673,7.719862825595416,7.881470259947655,7688800,,,,,,,,,,,
1996-01-24,7.744718551635742,7.819306531266262,7.732287221697321,7.782012541451002,8006000,,,,,,,,,,,
1996-01-25,7.831737995147705,7.844169325298734,7.719856023788453,7.757150014241537,7473600,,,,,,,,,,,
1996-01-26,7.931190490722656,7.931190490722656,7.831739826262185,7.844171159319743,4985200,,,,,,,,,,,
1996-01-29,7.881467819213867,7.993349854502392,7.844173807451025,7.931193168230989,4300000,,,,,,,,,,,
1996-01-30,7.819314002990723,7.8939020538936555,7.732294610270635,7.8939020538936555,5980800,,,,,,,,,,,
1996-01-31,7.980916976928711,7.980916976928711,7.819309623813332,7.85660362837842,5391600,,,,,,,,,,,
1996-02-01,8.067939758300781,8.067939758300781,7.956057696937596,7.980920377240526,6741200,,,,,,,,,,,
1996-02-02,8.030643463134766,8.1673881660674,8.005780789874287,8.092800146285963,4894000,,,,,,,,,,,
1996-02-05,8.030643463134766,8.092800146285963,7.9809181166138075,8.005780789874287,3620800,,,,,,,,,,,
1996-02-06,8.092799186706543,8.154955862487698,8.018211175769155,8.030642510925386,6870400,,,,,,,,,,,
