Date,Close_JPM,High_JPM,Low_JPM,Open_JPM,Volume_JPM,SharesOutstanding
2008-01-02,27.00071907043457,28.03797875630303,26.891872188729916,27.88430984053137,22122300,2749753854
2008-01-03,26.81503677368164,27.30805468352129,26.73820110079552,27.10956619229202,17150700,2749753854
2008-01-04,26.206771850585938,26.76381713150851,26.0146875236283,26.514107262215106,25873800,2749753854
2008-01-07,26.469282150268555,26.62295104529583,25.71374850489324,26.315613255241278,25644100,2749753854
2008-01-08,25.419231414794922,26.62296394104449,25.239950543341536,26.546128235070718,33646000,2749753854
2008-01-09,25.777772903442383,25.82899667688413,24.676488641768312,25.348784792045546,33546300,2749753854
2008-01-10,26.462879180908203,26.981506487471528,25.163103932859872,25.464037515422667,41863600,2749753854
2008-01-11,26.16195297241211,26.955902196916316,25.86101930502748,26.174758920224733,37520500,2749753854
2008-01-14,26.482091903686523,26.73180175684515,25.99547570151906,26.42446636507418,22817000,2749753854
2008-01-15,25.079879760742188,26.078721953687452,24.87498943026399,26.078721953687452,45240000,2749753854
2008-01-16,26.526914596557617,27.308060335174588,25.745768857940647,25.905839545854953,63183100,2749753854
2008-01-17,25.636919021606445,26.686982223068465,25.483250104143536,26.61655073766816,39647200,2749753854
2008-01-18,25.34879493713379,26.0402990579633,24.663692569304626,25.76497971421951,51919100,2749753854
2008-01-22,26.16195297241211,26.891874900338003,24.113047729603686,24.113047729603686,57178600,2749753854
2008-01-23,29.27371597290039,29.549037636633773,25.61129937996987,25.867413350763105,77137000,2749753854
2008-01-24,28.78710174560547,29.459397908540872,28.338903489487205,29.344149301094916,52062600,2749753854
2008-01-25,27.941932678222656,29.35055490713758,27.666610960833108,29.241705593467977,38410900,2749753854
2008-01-28,29.177684783935547,29.203296680186188,27.788272385883786,28.037982268115403,29739100,2749753854
2008-01-29,30.381404876708984,30.605502772968844,28.652641651685908,29.414576941453305,56112700,2749753854
2008-01-30,30.317384719848633,31.559534714968574,29.657894323666575,30.15731404563088,68343800,2749753854
2008-01-31,30.34941864013672,30.855240411566328,29.35697792290163,29.715537323111384,55500600,2749753854
2008-02-01,30.893632888793945,31.181760523403867,30.029252427448267,30.25975209265212,48834500,2749753854
2008-02-04,29.593873977661133,30.823215871829156,29.472218673508827,30.624729752397883,28310200,2749753854
2008-02-05,28.102005004882812,29.120054511995082,28.07639311278936,28.844732778201642,39045100,2749753854
2008-02-06,27.99315071105957,28.646239131514765,27.705023107552304,28.34530558535342,27274800,2749753854
2008-02-07,28.883153915405273,29.184087575665114,27.69222766436009,27.781866854441386,36818000,2749753854
2008-02-08,28.05718994140625,28.787111886436097,27.698630721705246,28.787111886436097,26058300,2749753854
2008-02-11,27.75625228881836,28.172436994134607,27.416903261165874,28.10200551085175,25874000,2749753854
