Date,Close_NVDA,High_NVDA,Low_NVDA,Open_NVDA,Volume_NVDA,SharesOutstanding
1999-01-22,0.03760697692632675,0.04476968380096713,0.035576992763628607,0.04011374005734206,2714688000,24347000000
1999-01-25,0.04154682531952858,0.04202360419507445,0.03760696960878922,0.04059142994120314,510480000,24347000000
1999-01-26,0.0383230522274971,0.04285979810476224,0.03772615818183304,0.04202359925152361,343200000,24347000000
1999-01-27,0.038203854113817215,0.03939763873632984,0.03629306708268618,0.0384422435129326,244368000,24347000000
1999-01-28,0.0380837507545948,0.03844225203841014,0.03784536130261093,0.03820386258642626,227520000,24347000000
1999-01-29,0.03629307076334953,0.03820385798826314,0.03629307076334953,0.03808374617088817,244032000,24347000000
1999-02-01,0.0370100773870945,0.03724846683706827,0.0362930748255096,0.0362930748255096,154704000,24347000000
1999-02-02,0.034144822508096695,0.03724848057037668,0.033070233667524096,0.03629308820657014,264096000,24347000000
1999-02-03,0.03486090153455734,0.03533859930917276,0.033427811626375696,0.033667119920574015,75120000,24347000000
1999-02-04,0.0367707684636116,0.03772616036927886,0.03486089321884773,0.03533859087951326,181920000,24347000000
1999-02-05,0.03784536197781563,0.038203863268027036,0.03641318761301749,0.03736766425165358,136848000,24347000000
1999-02-08,0.03653237968683243,0.03820386227825126,0.03653237968683243,0.038083750447388695,154080000,24347000000
1999-02-09,0.03509927913546562,0.037486848154333244,0.03462158156901594,0.03724845536213569,86976000,24347000000
1999-02-10,0.034741707146167755,0.03605468515694473,0.034144812946809024,0.03509929306066868,148224000,24347000000
1999-02-11,0.037726182490587234,0.0391583574987989,0.034860913660063095,0.034860913660063095,132240000,24347000000
1999-02-12,0.039875347167253494,0.04011373663105018,0.038203864479525264,0.038203864479525264,109728000,24347000000
1999-02-16,0.04011373594403267,0.042262916336262966,0.03605468343298734,0.04059143367716178,211008000,24347000000
1999-02-17,0.03796457126736641,0.03963605461838384,0.037248483778096586,0.03915835668751004,67728000,24347000000
1999-02-18,0.03856147080659866,0.039636059882426994,0.03748688173077033,0.039158361888110386,70704000,24347000000
1999-02-19,0.039875347167253494,0.040591434372360694,0.037726166738214745,0.038203864479525264,75360000,24347000000
1999-02-22,0.04011373594403267,0.04106913141029089,0.03796455555180237,0.04059143367716178,205248000,24347000000
1999-02-23,0.04202361777424812,0.04285981699605778,0.038681570497420534,0.04106914090111756,138096000,24347000000
1999-02-24,0.045366570353507996,0.05014262513670295,0.04429198193693776,0.04823183774736738,612768000,24347000000
1999-02-25,0.04393439367413521,0.048709532799670045,0.04321738775443288,0.04727735517178174,149136000,24347000000
1999-02-26,0.041904423385858536,0.04584428024381562,0.041546837417244326,0.04441210557291999,172608000,24347000000
1999-03-01,0.04214372858405113,0.04393440804988577,0.040113744211146767,0.04297901238672833,92160000,24347000000
1999-03-02,0.04178522527217865,0.04226292308154973,0.04106913796504605,0.04202361476994016,55248000,24347000000
1999-03-03,0.03891995549201965,0.04202361289358096,0.03868156600490226,0.04202361289358096,61392000,24347000000
1999-03-04,0.0380837507545948,0.041069130078590886,0.03772616486878689,0.04082982181293539,57360000,24347000000
1999-03-05,0.040232930332422256,0.04035212334837582,0.038442251326841786,0.038442251326841786,78768000,24347000000
1999-03-08,0.04082982987165451,0.042023614994538466,0.03844225962588659,0.03915834693684637,75888000,24347000000
1999-03-09,0.04214372858405113,0.042740622877884354,0.04071063850497999,0.04071063850497999,143184000,24347000000
1999-03-10,0.04142671823501587,0.04274061502612523,0.04082982405083641,0.04274061502612523,235344000,24347000000
1999-03-11,0.03963606059551239,0.041426740703595734,0.03963606059551239,0.040710653106339714,54288000,24347000000
1999-03-12,0.03891995549201965,0.039875351068103304,0.038203868216860434,0.039875351068103304,90768000,24347000000
1999-03-15,0.040591441094875336,0.04106913891529934,0.03963604545402732,0.03987535377117398,108816000,24347000000
1999-03-16,0.039278458803892136,0.04130752769568058,0.03891995744921317,0.04082982988361645,79152000,24347000000
1999-03-17,0.039516862481832504,0.04035214306222693,0.03856146659748398,0.03963605555601729,51360000,24347000000
1999-03-18,0.03999453783035278,0.04059142850951725,0.03868155663384564,0.03963603316488922,46320000,24347000000
